V2Codes,Description
S9602,"Traumatic amputation, finger, through proximal interphalangeal joint"
S9603,"Traumatic amputation, finger, middle phalanx"
S9604,"Traumatic amputation, finger, through distal interphalangeal joint"
S9605,"Traumatic amputation, finger, multiple"
S9606,"Traumatic amputation, finger tip"
S9607,"Traumatic amputation finger tip, type 1 (pulp only involved)"
S9608,"Traumatic amputation finger tip, type 2 (pulp and nail loss)"
S9609,"Traumatic amputation finger tip, type 3 (partial loss of terminal phalanx with corresponding loss of pulp and nail but not involving lunula)"
S960A,"Traumatic amputation finger tip, type 4 (partial loss of terminal phalanx, pulp and nail including lunula)"
S961.,Traumatic amputation of finger with complication
S96X.,Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand
S96z.,Traumatic amputation of finger NOS
S84x2,Traumatic amputation at neck level
SC09.,Late effect of traumatic amputation
S97..,Traumatic amputation of arm and hand
S970.,"Traumatic unilateral amputation, below elbow, without mention of complication"
S9700,"Traumatic amputation, through elbow"
S9701,"Traumatic amputation, below elbow"
S9702,"Traumatic amputation, through wrist"
S9703,"Traumatic amputation, hand, through metacarpals"
S970X,"Traumatic amputation of wrist and hand, level unspecified"
S971.,"Traumatic unilateral amputation, below elbow, with complication"
S972.,"Traumatic unilateral amputation, above elbow, without mention of complication"
S9720,"Traumatic amputation, forequarter"
S9721,"Traumatic amputation, through shoulder"
S9722,"Traumatic amputation, above elbow"
S973.,"Traumatic unilateral amputation, above elbow, with complication"
S974.,"Traumatic unilateral amputation of arm, unspecified level, without mention of complication"
S975.,"Traumatic unilateral amputation of arm, unspecified level, with complication"
S976.,"Traumatic bilateral amputation of arm, unspecified level, without mention of complication"
S977.,"Traumatic bilateral amputation of arm, unspecified level, with complication"
S97X.,"Traumatic amputation of forearm, level unspecified"
S97z.,Traumatic amputation of arm and hand NOS
SF12.,Traumatic amputation of part of thorax
S906.,Traumatic amputation at shoulder joint
SF13.,Traumatic amputation of external genital organs
S896.,"Traumatic amputation of trunk, level unspecified"
S8X..,Traumatic amputation of unspecified part of head
SR4..,Traumatic amputations involving multiple body regions
SR40.,Traumatic amputation of both hands
SR41.,Traumatic amputation of both feet
SR42.,"Traumatic amputation of one hand and other arm [any level, except hand]"
SR43.,"Traumatic amputation of one foot and other leg [any level, except foot]"
SR44.,"Traumatic amputation of upper and lower limbs, any combination [any level]"
SC3C3,Sequelae of crushing injury and traumatic amputation of upper limb
SC3D3,Sequelae of crushing injury and traumatic amputation of lower limb
SR3..,Crushing injuries involving multiple body regions
SR30.,Crushing injuries involving head with neck
SR31.,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s)
SR32.,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)"
TC1..,Fall on or from ladders or scaffolding
TC10.,Fall from ladder
TC11.,Fall from scaffolding
TC1z.,Fall from ladder or scaffolding NOS
TC2..,Fall from or out of building or other structure
TC20.,Fall from balcony
TC21.,Fall from bridge
TC22.,Fall from building
TC23.,Fall from flagpole
TC24.,Fall from tower
TC25.,Fall from turret
TC26.,Fall from viaduct
TC27.,Fall from wall
TC28.,Fall from window
TC29.,Fall through roof
TC2z.,Fall from or out of building or other structure NOS
TC3..,Fall into hole or other opening in surface
TC32.,Accidental fall into manhole
TC320,"Accidental fall into manhole, unspecified"
TC321,Accidental fall into storm drain
TC32z,Accidental fall into manhole NOS
TC3y.,Fall into other hole or other opening in surface
TC3y0,"Fall into cavity, unspecified"
TC3y1,Fall into dock
TC3y2,Fall into hole
TC3y3,Fall into pit
TC3y4,Fall into quarry
TC3y5,Fall into shaft
TC3y6,Fall into tank
TC3yz,"Fall into other hole, unspecified"
TD17.,Accident due to fall from other burning structure or building
TD170,Accident due to fall from burning barn
TD171,Accident due to fall from burning church
TD172,Accident due to fall from burning convalescent home
TD173,Accident due to fall from other burning residential home
TD174,Accident due to fall from burning dormitory of educational institution
TD175,Accident due to fall from burning factory
TD176,Accident due to fall from burning farm outbuilding
TD177,Accident due to fall from burning hospital
TD178,Accident due to fall from burning hotel
TD179,Accident due to fall from burning school
TD17A,Accident due to fall from burning store
TD17B,Accident due to fall from burning theatre
TD17z,Accident due to fall from burning structure or building NOS
TP...,Injury resulting operations of war
TP0..,War injuries due to fires and conflagrations
TP00.,War injury due to fire or conflagration from petrol bomb
TP0z.,War injury due to fire or conflagration from source NOS
TP1..,War injuries due to bullets and fragments
TP10.,War injury due to rubber bullets
TP11.,War injury due to rifle pellets
TP12.,War injury due to other bullets
TP120,War injury due to carbine bullet
TP121,War injury due to machine gun bullet
TP122,War injury due to pistol bullet
TP123,War injury due to rifle bullet
TP124,War injury due to shotgun bullet
TP12z,War injury due to bullet NOS
TP13.,War injury due to fragments from antipersonnel bomb
TP1z.,War injury due to other and unspecified fragments
TP1z0,War injury due to fragments from artillery shell
TP1z1,War injury due to fragments from bomb NEC
TP1z2,War injury due to fragments from grenade
TP1z3,War injury due to fragments from guided missile
TP1z4,War injury due to fragments from land mine
TP1z5,War injury due to fragments from rocket
TP1z6,War injury due to fragments from shell
TP1z7,War injury due to fragments from shrapnel
TP1zz,War injury due to fragments NOS
TP2..,War injuries due to explosion of marine weapons
TP20.,War injury due to explosion of depth charge explosion
TP21.,War injury due to explosion of marine mine
TP22.,War injury due to explosion of sea-based artillery shell
TP23.,War injury due to explosion of torpedo
TP24.,War injury due to underwater blast
TP2z.,War injury due to explosion of marine weapons NOS
TP3..,War injury due to other explosions
TP30.,War injury due to accidental explosion of munitions being used in war
TP31.,War injury due to accidental explosion of own weapons
TP32.,War injury due to explosion of artillery shell
TP33.,War injury due to explosion of breech block
TP34.,War injury due to explosion of cannon block
TP35.,War injury due to explosion of mortar bomb
TP36.,War injury due to air blast NOS
TP3z.,War injury due to explosion NOS
TP4..,War injury due to destruction of aircraft
TP40.,War injury due to aeroplane burned
TP41.,War injury due to aeroplane exploded
TP42.,War injury due to aeroplane shot down
TP43.,War injury due to crushing by falling aeroplane
TP4z.,War injury due to destruction of aircraft NOS
TP5..,War injury due to other forms of conventional warfare
TP50.,War injury due to bayonet
TP51.,War injury due to battle wound NOS
TP52.,"War injury, drowned in war operations"
TP5z.,War injury due to conventional warfare NOS
TP6..,War injury due to nuclear weapons
TP60.,War injury due to blast effects of nuclear weapon
TP61.,War injury due to exposure to ionizing radiation from nuclear weapon
TP62.,War injury due to fireball effects of nuclear weapon
TP63.,War injury due to heat from nuclear weapon
TP6z.,War injury due to nuclear weapons NOS
TP7..,War injury due to other forms of unconventional warfare
TP70.,War injury due to lasers
TP71.,War injury due to biological warfare
TP72.,"War injury due to gases, fumes and chemicals"
TP720,War injury due to gas
TP721,War injury due to fumes
TP722,War injury due to chemicals
TP72z,"War injury due to gases, fumes or chemicals NOS"
TP7y.,War injury due to other forms of unconventional warfare
TP7z.,War injury due to unconventional forms of warfare NOS
TP8..,Injury due to war operations but occurring after cessation of hostilities
TPz..,War injuries NOS
U38..,[X]Assault by handgun discharge
U380.,"[X]Assault by handgun discharge, occurrence at home"
U381.,"[X]Assault by handgun discharge, occurrence in residential institution"
U382.,"[X]Assault by handgun discharge, occurrence at school, other institution and public administrative area"
U383.,"[X]Assault by handgun discharge, occurrence at sports and athletics area"
U384.,"[X]Assault by handgun discharge, occurrence on street and highway"
U385.,"[X]Assault by handgun discharge, occurrence at trade and service area"
U386.,"[X]Assault by handgun discharge, occurrence at industrial and construction area"
U387.,"[X]Assault by handgun discharge, occurrence on farm"
U38y.,"[X]Assault by handgun discharge, occurrence at other specified place"
U38z.,"[X]Assault by handgun discharge, occurrence at unspecified place"
U39..,"[X]Assault by rifle, shotgun and larger firearm discharge"
U390.,"[X]Assault by rifle, shotgun and larger firearm discharge, occurrence at home"
U391.,"[X]Assault by rifle, shotgun and larger firearm discharge, occurrence in residential institution"
U392.,"[X]Assault by rifle, shotgun and larger firearm discharge, occurrence at school, other institution and public administrative area"
U393.,"[X]Assault by rifle, shotgun and larger firearm discharge, occurrence at sports and athletics area"
U394.,"[X]Assault by rifle, shotgun and larger firearm discharge, occurrence on street and highway"
U395.,"[X]Assault by rifle, shotgun and larger firearm discharge, occurrence at trade and service area"
U396.,"[X]Assault by rifle shotgun and larger firearm discharge, occurrence at industrial and construction area"
U397.,"[X]Assault by rifle shotgun and larger firearm discharge, occurrence on farm"
U39y.,"[X]Assault by rifle shotgun and larger firearm discharge, occurrence at other specified place"
U39z.,"[X]Assault by rifle shotgun and larger firearm discharge, occurrence at unspecified place"
U3E..,[X]Assault by sharp object
U3E0.,"[X]Assault by sharp object, occurrence at home"
U3E1.,"[X]Assault by sharp object, occurrence in residential institution"
U3E2.,"[X]Assault by sharp object, occurrence at school, other institution and public administrative area"
U3E3.,"[X]Assault by sharp object, occurrence at sports and athletics area"
U3E5.,"[X]Assault by sharp object, occurrence at trade and service area"
U3E6.,"[X]Assault by sharp object, occurrence at industrial and construction area"
U3E7.,"[X]Assault by sharp object, occurrence on farm"
U3Ey.,"[X]Assault by sharp object, occurrence at other specified place"
U3Ez.,"[X]Assault by sharp object, occurrence at unspecified place"
U3F..,[X]Assault by blunt object
U3F0.,"[X]Assault by blunt object, occurrence at home"
U3F1.,"[X]Assault by blunt object, occurrence in residential institution"
U3F2.,"[X]Assault by blunt object, occurrence at school, other institution and public administrative area"
U3F3.,"[X]Assault by blunt object, occurrence at sports and athletics area"
U3F4.,"[X]Assault by blunt object, occurrence on street and highway"
U3F5.,"[X]Assault by blunt object, occurrence at trade and service area"
U3F6.,"[X]Assault by blunt object, occurrence at industrial and construction area"
U3F7.,"[X]Assault by blunt object, occurrence on farm"
U3Fy.,"[X]Assault by blunt object, occurrence at other specified place"
U3Fz.,"[X]Assault by blunt object, occurrence at unspecified place"
U3G..,[X]Assault by pushing from high place
U3G0.,"[X]Assault by pushing from high place, occurrence at home"
U3G1.,"[X]Assault by pushing from high place, occurrence in residential institution"
U3G2.,"[X]Assault by pushing from high place, occurrence at school, other institution and public administrative area"
U3G3.,"[X]Assault by pushing from high place, occurrence at sports and athletics area"
U3G4.,"[X]Assault by pushing from high place, occurrence on street and highway"
U3G5.,"[X]Assault by pushing from high place, occurrence at trade and service area"
U3G6.,"[X]Assault by pushing from high place, occurrence at industrial and construction area"
U3G7.,"[X]Assault by pushing from high place, occurrence on farm"
U3Gy.,"[X]Assault by pushing from high place, occurrence at other specified place"
U3Gz.,"[X]Assault by pushing from high place, occurrence at unspecified place"
U3J..,[X]Assault by crashing of motor vehicle
U3J0.,"[X]Assault by crashing of motor vehicle, occurrence at home"
U3J1.,"[X]Assault by crashing of motor vehicle, occurrence in residential institution"
U3J2.,"[X]Assault by crashing of motor vehicle, occurrence at school, other institution and public administrative area"
U3J3.,"[X]Assault by crashing of motor vehicle, occurrence at sports and athletics area"
U3J4.,"[X]Assault by crashing of motor vehicle, occurrence on street and highway"
U3J5.,"[X]Assault by crashing of motor vehicle, occurrence at trade and service area"
U3J6.,"[X]Assault by crashing of motor vehicle, occurrence at industrial and construction area"
U3J7.,"[X]Assault by crashing of motor vehicle, occurrence on farm"
U3Jy.,"[X]Assault by crashing of motor vehicle, occurrence at other specified place"
U3Jz.,"[X]Assault by crashing of motor vehicle, occurrence at unspecified place"
U3K..,[X]Assault by bodily force
U3K0.,"[X]Assault by bodily force, occurrence at home"
U3K1.,"[X]Assault by bodily force, occurrence in residential institution"
U3K2.,"[X]Assault by bodily force, occurrence at school, other institution and public administrative area"
U3K3.,"[X]Assault by bodily force, occurrence at sports and athletics area"
U3K4.,"[X]Assault by bodily force, occurrence on street and highway"
U3K5.,"[X]Assault by bodily force, occurrence at trade and service area"
U3K6.,"[X]Assault by bodily force, occurrence at industrial and construction area"
U3K7.,"[X]Assault by bodily force, occurrence on farm"
U3Ky.,"[X]Assault by bodily force, occurrence at other specified place"
U3Kz.,"[X]Assault by bodily force, occurrence at unspecified place"
S7...,Blast injury to internal organs
S70..,Traumatic pneumothorax and haemothorax
S700.,Closed traumatic pneumothorax
S701.,Open traumatic pneumothorax
S702.,Closed traumatic haemothorax
S703.,Open traumatic haemothorax
S704.,Closed traumatic haemopneumothorax
S705.,Open traumatic haemopneumothorax
S706.,Traumatic pneumothorax
S707.,Traumatic haemothorax
S708.,Traumatic haemopneumothorax
S70z.,Traumatic pneumothorax and haemothorax NOS
S71..,Injury to heart and lung
S710.,"Heart injury, closed"
S7100,"Heart injury without mention of open wound into thorax, unspecified"
S7101,Heart contusion without mention of open wound into thorax
S7102,"Heart laceration without mention of open wound into thorax, without penetration of heart chambers"
S7103,"Heart laceration without mention of open wound into thorax, with penetration of heart chambers"
S710y,[X]Other closed injuries of heart
S710z,"Heart injury without mention of open wound into thorax, NOS"
S7110,"Heart injury with open wound into thorax, unspecified"
S711.,"Heart injury, open"
S7111,"Heart contusion, with open wound into thorax"
S7112,"Heart laceration with open wound into thorax, without penetration of heart chambers"
S7113,"Heart laceration with open wound into thorax, with penetration of heart chambers"
S711y,[X]Other open injuries of heart
S711z,Heart injury with open wound into thorax NOS
S712.,Closed injury of lung
S7120,"Lung injury without mention of open wound into thorax, unspecified"
S7121,Lung contusion without mention of open wound into thorax
S7122,Lung laceration without mention of open wound into thorax
S712z,Lung injury without mention of open wound into thorax NOS
S713.,Open injury of lung
S7130,"Lung injury with open wound into thorax, unspecified"
S7131,Lung contusion with open wound into thorax
S7132,Lung laceration with open wound into thorax
S713z,"Lung injury with open wound into thorax, NOS"
S714.,Injury of heart with haemopericardium
S7140,Closed heart injury with haemopericardium
S7141,Open heart injury with haemopericardium
S715.,Traumatic pneumopericardium
S71z.,Heart and lung injury NOS
S72..,Other and unspecified intrathoracic organ injury
S720.,Closed injury of diaphragm
S721.,Open injury of diaphragm
S722.,Closed injury other intra-thoracic structure
S7220,Closed injury of bronchus
S7221,Closed injury of oesophagus
S7222,Closed injury of pleura
S7223,Closed injury of thymus
S7224,Closed injury of thoracic duct
S722z,Closed injury other intra-thoracic structure not otherwise specified
S723.,Open injury other intra-thoracic structure
S7230,Open injury of bronchus
S7231,Open injury of oesophagus
S7232,Open injury of pleura
S7233,Open injury of thymus
S7234,Open injury of thoracic duct
S723z,Open injury other intra-thoracic structure not otherwise specified
S724.,Injury of bronchus
S725.,Injury of thoracic trachea
S7250,Closed injury of thoracic trachea
S7251,Open injury of thoracic trachea
S726.,Injury of pleura
S727.,Multiple injuries of intrathoracic organs
S72x.,Multiple intrathoracic organ injury without mention of open wound into cavity
S72y.,Multiple intrathoracic organ injury with open wound into cavity
S72z.,Intrathoracic organ injury NOS
S73..,Gastrointestinal tract injury
S730.,Stomach injury without mention of open wound into cavity
S731.,Stomach injury with open wound into cavity
S732.,Small intestine injury without mention of open wound into cavity
S7320,"Small intestine injury without mention of open wound into cavity, unspecified"
S7321,Duodenum injury without mention of open wound into cavity
S732z,"Small intestine injury without mention of open wound into cavity, NOS"
S733.,Small intestine injury with open wound into cavity
S7330,"Small intestine injury with open wound into cavity, unspecified"
S7331,Duodenum injury with open wound into cavity
S733z,"Small intestine injury with open wound into cavity, NOS"
S734.,Colon or rectum injury without mention of open wound into cavity
S7340,Colon injury without mention of open wound into cavity
S7341,Ascending colon injury without mention of open wound into cavity
S7342,Transverse colon injury without mention of open wound into cavity
S7343,Descending colon injury without mention of open wound into cavity
S7344,Sigmoid colon injury without mention of open wound into cavity
S7345,Rectum injury without mention of open wound into cavity
S734x,Multiple injuries to colon or rectum without mention of open wound into cavity
S734y,Other colon or rectum injury without mention of open wound into cavity
S734z,"Colon or rectum injury without mention of open wound into cavity, NOS"
S735.,Colon or rectum injury with open wound into cavity
S7350,"Colon injury with open wound into cavity, unspecified"
S7351,Ascending colon injury with open wound into cavity
S7352,Transverse colon injury with open wound into cavity
S7353,Descending colon injury with open wound into cavity
S7354,Sigmoid colon injury with open wound into cavity
S7355,Rectum injury with open wound into cavity
S735x,Multiple injuries to colon or rectum with open wound into cavity
S735y,Other colon or rectum injury with open wound into cavity
S735z,"Colon or rectum injury with open wound into cavity, NOS"
S73x.,Other closed injury of gastrointestinal tract
S73x0,"Other gastrointestinal tract injury without mention of open wound into cavity, unspecified"
S73x1,Pancreas head injury without mention of open wound into cavity
S73x2,Pancreas body injury without mention of open wound into cavity
S73x3,Pancreas tail injury without mention of open wound into cavity
S73x4,Pancreas multiple or unspecified site injury without mention of open wound into cavity
S73x5,Appendix injury without mention of open wound into cavity
S73x6,Closed injury of pancreas
S73xy,Other gastrointestinal tract injury without mention of open wound into cavity
S73xz,"Gastrointestinal tract injury without mention of open wound into cavity, NOS"
S73y.,Other open injury of gastrointestinal tract
S73y0,"Gastrointestinal tract injury with open wound into cavity, unspecified"
S73y1,Pancreas head injury with open wound into cavity
S73y2,Pancreas body injury with open wound into cavity
S73y3,Pancreas tail injury with open wound into cavity
S73y4,Pancreas multiple or unspecified site injury with open wound into cavity
S73y5,Appendix injury with open wound into cavity
S73y6,Open injury of pancreas
S73yy,Other gastrointestinal tract injury with open wound into cavity
S73yz,"Gastrointestinal tract injury with open wound into cavity, NOS"
S73z.,"Injury to gastrointestinal tract, NOS"
S74..,Injury to liver
S740.,Closed injury of liver
S7400,"Liver injury without mention of open wound into cavity, unspecified"
S7401,Liver haematoma and contusion without mention of open wound into cavity
S7402,Liver minor laceration without mention of open wound into cavity
S7403,Liver moderate laceration without mention of open wound into cavity
S7404,Liver major laceration without mention of open wound into cavity
S740y,Other liver laceration without mention of open wound into cavity
S740z,"Liver injuries without mention of open wound into cavity, NOS"
S741.,Open injury of liver
S7410,"Liver injury with open wound into cavity, unspecified"
S7411,Liver haematoma and contusion with open wound into cavity
S7412,Liver minor laceration with open wound into cavity
S7413,Liver moderate laceration with open wound into cavity
S7414,Liver major laceration with open wound into cavity
S741y,Other liver injury with open wound into cavity
S741z,"Liver injury with open wound into cavity, NOS"
S74z.,"Injury to liver, NOS"
S75..,Injury to spleen
S750.,Closed injury of spleen
S7500,"Spleen injury without mention of open wound into cavity, unspecified"
S7501,"Spleen haematoma without rupture of capsule, without mention of open wound into cavity"
S7502,"Spleen capsular tear without major disruption of parenchyma, without mention of open wound into cavity"
S7503,Spleen laceration extending into parenchyma without mention of open wound into cavity
S7504,Spleen massive parenchymal disruption without mention of open wound into cavity
S750y,Other spleen injury without mention of open wound into cavity
S750z,Spleen injury without mention of open wound into cavity NOS
S751.,Open injury of spleen
S7510,"Spleen injury with open wound into cavity, unspecified"
S7511,"Spleen injury with haematoma without rupture of capsule, with open wound into cavity"
S7512,"Spleen capsular tear without major disruption of parenchyma, with open wound into cavity"
S7513,Spleen laceration extending into parenchyma with open wound into cavity
S7514,Spleen massive parenchymal disruption with open wound into cavity
S751y,Other spleen injury with open wound into cavity
S751z,"Spleen injury with open wound into cavity, NOS"
S75z.,Injury to spleen NOS
S76..,Injury to kidney
S760.,Closed injury of kidney
S7600,"Kidney injury without mention of open wound into cavity, unspecified"
S7601,"Kidney haematoma without rupture of capsule, without mention of open wound into cavity"
S7602,Kidney laceration without mention of open wound into cavity
S7603,Complete disruption of kidney parenchyma without mention of open wound into cavity
S760z,Kidney injury without mention of open wound into cavity NOS
S761.,Open injury of kidney
S7610,"Kidney injury with open wound into cavity, unspecified"
S7611,"Kidney haematoma without rupture of capsule, with open wound into cavity"
S7612,Kidney laceration with open wound into cavity
S7613,Complete disruption of kidney parenchyma with open wound into cavity
S761z,Kidney injury with open wound into cavity NOS
S76z.,Injury to kidney NOS
S791.,Internal injury with open wound into cavity NOS
S79z.,Internal injury NOS
S7B..,Injury of intra-abdominal organ(s) with pelvic organ(s)
S7z..,"Internal injury of chest, abdomen or pelvis NOS"
U0...,[X]RTA - Road traffic and other transport accidents
T13..,Motor vehicle traffic accident involving collision with other vehicle
T14..,Motor vehicle on road in collision with pedestrian
T140.,Pedestrian dragged by motor vehicle
T1400,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, driver of motor vehicle injured"
T1401,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, passenger of motor vehicle injured"
T1402,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, motor cyclist injured"
T1403,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, passenger on motor cycle injured"
T1404,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, occupant of tram injured"
T1405,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, rider of animal or occupant of animal-drawn vehicle injured"
T1406,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, pedal cyclist injured"
T1407,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, pedestrian injured"
T140y,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, other specified person injured"
T140z,"Motor vehicle traffic accident involving pedestrian dragged by motor vehicle, unspecified person injured"
T141.,Pedestrian hit by motor vehicle
T1410,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, driver of motor vehicle injured"
T1411,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, passenger of motor vehicle injured"
T1412,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, motor cyclist injured"
T1413,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, passenger on motor cycle injured"
T1414,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, occupant of tram injured"
T1415,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, rider of animal or occupant of animal-drawn vehicle injured"
T1416,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, pedal cyclist injured"
T1417,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, pedestrian injured"
T141y,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, other specified person injured"
T141z,"Motor vehicle traffic accident involving pedestrian hit by motor vehicle, unspecified person injured"
T142.,Pedestrian run over by motor vehicle
T1420,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, driver of motor vehicle injured"
T1421,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, passenger of motor vehicle injured"
T1422,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, motor cyclist injured"
T1423,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, passenger on motor cycle injured"
T1424,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, occupant of tram injured"
T1425,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, rider of animal or occupant of animal-drawn vehicle injured"
T1426,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, pedal cyclist injured"
T1427,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, pedestrian injured"
T142y,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, other specified person injured"
T142z,"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, unspecified person injured"
T14z.,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS"
T14z0,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, driver of motor vehicle injured"
T14z1,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, passenger of motor vehicle injured"
T14z2,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, motor cyclist injured"
T14z3,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, passenger on motor cycle injured"
T14z4,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, occupant of tram injured"
T14z5,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, rider of animal or occupant of animal-drawn vehicle injured"
T14z6,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, pedal cyclist injured"
T14z7,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, pedestrian injured"
T14zy,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, other specified person injured"
T14zz,"Motor vehicle traffic accident involving collision between motor vehicle and pedestrian, NOS, unspecified person injured"
X70yv,Pedestrian trapped under motor vehicle wheel
T15..,Other motor vehicle traffic accident involving collision on the highway
T3...,Other road vehicle accidents
T331.,Hit by object in road vehicle NEC
T3310,"Accident involving being hit by object in road vehicle NEC, pedestrian injured"
T3311,"Accident involving being hit by object in road vehicle NEC, occupant of tram injured"
T331y,"Accident involving being hit by object in road vehicle NEC, other specified person injured"
T331z,"Accident involving being hit by object in road vehicle NEC, unspecified person injured"
T332.,Accident involving breakage of part of road vehicle NEC
T3320,"Accident involving breakage of any part of road vehicle NEC, pedestrian injured"
T3321,"Accident involving breakage of any part of road vehicle NEC, occupant of tram injured"
T332y,"Accident involving breakage of any part of road vehicle NEC, other specified person injured"
T332z,"Accident involving breakage of any part of road vehicle NEC, unspecified person injured"
T334.,Derailment of road vehicle NEC
T3340,"Accident involving derailment of road vehicle NEC, pedestrian injured"
T3341,"Accident involving derailment of road vehicle NEC, occupant of tram injured"
T334y,"Accident involving derailment of road vehicle NEC, other specified person injured"
T334z,"Accident involving derailment of road vehicle NEC, unspecified person injured"
T337.,Fall from road vehicle NEC
T3370,"Accident involving fall from road vehicle NEC, pedestrian injured"
T3371,"Accident involving fall from road vehicle NEC, occupant of tram injured"
T337y,"Accident involving fall from road vehicle NEC, other specified person injured"
T337z,"Accident involving fall from road vehicle NEC, unspecified person injured"
T339.,Accident involving collision between road vehicle NEC and animal
T3390,"Accident involving collision between road vehicle NEC and animal, pedestrian injured"
