V2Codes,Description
A1252,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation
A125X,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"
A12y.,Other specified respiratory tuberculosis
A12y0,Tuberculosis of mediastinum
A12y1,Tuberculosis of nasopharynx
A12y2,Tuberculosis of nasal septum
A12yz,Other specified respiratory tuberculosis NOS
A12y3,Tuberculosis of nasal sinus
A13..,Tuberculosis of meninges and central nervous system
A130.,Tuberculous meningitis
A1300,Tuberculosis of cerebral meninges
A1301,Tuberculosis of spinal meninges
A1302,Tuberculous leptomeningitis
A1303,Tuberculous meningoencephalitis
A130z,Tuberculous meningitis NOS
A131.,Tuberculoma of meninges
A132.,Tuberculoma of brain
A133.,Tuberculous abscess of brain
A134.,Tuberculoma of spinal cord
A135.,Tuberculous abscess of spinal cord
A1360,Tuberculous encephalitis
A136.,Tuberculous encephalitis or myelitis
A1361,Tuberculous myelitis
A136z,Tuberculous encephalitis or myelitis NOS
A13y.,Other specified tuberculosis of central nervous system
A13z.,Tuberculosis of central nervous system NOS
A14..,"Tuberculosis of intestines, peritoneum and mesenteric glands"
A140.,Tuberculous peritonitis
A14y0,Tuberculosis of anus
A14y.,Other gastrointestinal tract tuberculosis
A14y1,Tuberculosis of large intestine
A14y2,Tuberculosis of small intestine
A14y3,Tuberculosis of mesenteric lymph glands
A14y5,Tuberculosis of retroperitoneal lymph nodes
A14y4,Tuberculosis of rectum
A14yz,Other gastrointestinal tract tuberculosis NOS
A15..,Tuberculosis of bones and joints
A14z.,Tuberculosis of gastrointestinal tract NOS
A150.,Tuberculosis of vertebral column - Potts
A151.,Tuberculosis of hip
A152.,Tuberculosis of knee
A153.,Tuberculosis limb bones - Tuberculous dactylitis
A154.,Tuberculous mastoiditis
A15x.,Tuberculosis of other specified bones
A15y.,Tuberculosis of other specified joint
A15z.,Tuberculosis of bones or joints NOS
A16..,Tuberculosis of genitourinary system
A160.,Tuberculosis of kidney
A1600,Tuberculous nephropathy
A1601,Tuberculous pyelitis
A1602,Tuberculous pyelonephritis
A160z,Tuberculosis of kidney NOS
A161.,Tuberculosis of bladder
A163.,Tuberculosis of other urinary organs
A162.,Tuberculosis of ureter
A164.,Tuberculosis of epididymis
A165.,Tuberculosis of other male genital organs
A1650,Tuberculosis of prostate
A1652,Tuberculosis of testis
A1651,Tuberculosis seminal vesicle
A165z,Tuberculosis of other male genital organs NOS
A1660,Tuberculous oophoritis
A166.,Tuberculous oophoritis or salpingitis
A1661,Tuberculous salpingitis
A166z,Tuberculous oophoritis or salpingitis NOS
A167.,Tuberculosis of other female genital organs
A1670,Tuberculous cervicitis
A1671,Tuberculous endometritis
A167z,Tuberculosis of other female genital organs NOS
A168.,Tuberculosis of urinary tract
A16z.,Genitourinary tuberculosis NOS
A17..,Tuberculosis of other organs
A1700,Tuberculosis - lupus exedens
A170.,Tuberculosis of skin and subcutaneous tissue
A1701,Tuberculosis - lupus vulgaris
A1702,Tuberculosis - scrofuloderma
A1703,Tuberculosis - lupus NOS
A1705,Tuberculosis cutis
A1704,Tuberculosis colliquativa
A1706,Tuberculosis lichenoides
A1707,Tuberculosis papulonecrotica
A1708,Tuberculosis verrucosa cutis
A170z,Tuberculosis of skin and subcutaneous tissue NOS
A171.,Tuberculosis with erythema nodosum hypersensitivity reaction
A1710,Bazins disease - erythema induratum - tuberculous hypersensitivity reaction
A1711,Tuberculous erythema nodosum
A171z,Erythema nodosum with tuberculosis NOS
A172.,Tuberculosis of peripheral lymph nodes
A1720,Tuberculous - cervical lymphadenitis
A1721,Scrofulous tuberculous abscess
A1722,Tuberculous adenitis
A172z,Tuberculosis of peripheral lymph nodes NOS
A173.,Tuberculosis of eye
A1731,Tuberculous episcleritis
A1730,Tuberculous chorioretinitis
A1732,Tuberculous interstitial keratitis
A1733,Tuberculous chronic iridocyclitis
A1734,Tuberculous keratoconjunctivitis
A173z,Tuberculosis of eye NOS
A174.,Tuberculosis of ear
A175.,Tuberculosis of thyroid gland
A177.,Tuberculosis spleen
A176.,Tuberculosis of adrenal glands - Addisons disease
A178.,Tuberculosis oesophagus
A17y.,Tuberculosis of other specified organs
A17y0,Tuberculosis endocardium
A17y1,Tuberculosis myocardium
A17y2,Tuberculosis pericardium
A17y3,Tuberculosis of stomach
A17yz,Tuberculosis of other specified organs NOS
A17y4,Tuberculosis of liver
A17z.,Tuberculosis of other organs NOS
A18..,Miliary tuberculosis
A180.,Acute miliary tuberculosis
A1800,Acute miliary tuberculosis of a single specified site
A1801,Acute miliary tuberculosis of multiple sites
A18y.,Other specified miliary tuberculosis
A18z.,Miliary tuberculosis NOS
A19..,Disseminated tuberculosis
A1A..,Multidrug resistant tuberculosis
A1A0.,Extensively drug resistant tuberculosis
A1y..,Other specified tuberculosis
A1z..,Tuberculosis NOS
65Y2.,Streptomycin resistant tuberculosis
65Y3.,Rifampicin resistant tuberculosis
65Y5.,Isoniazid resistant tuberculosis
65Y4.,Pyrazinamide resistant tuberculosis
65Y6.,Ethionamide resistant tuberculosis
65Y7.,Ethambutol resistant tuberculosis
65Y8.,Ciprofloxacin resistant tuberculosis
65Y9.,Inactive tuberculosis
745F.,Tuberculosis support
68310.',Tuberculosis screening chest X-ray abnormal
745Fz,Tuberculosis support NOS
Q4024,Congenital tuberculosis
K1548,Cystitis in tuberculosis
N305.,Tuberculosis of limb bones
N3050,Tuberculosis of unspecified limb bone
N3051,Tuberculosis of the upper arm bone
N3053,Tuberculosis of the pelvic and thigh bones
N3052,Tuberculosis of the forearm bone
N3055,Tuberculosis of other limb bones
N3054,Tuberculosis of the lower leg bone
N3056,Tuberculosis of multiple limb bones
N305z,Tuberculosis of limb bones NOS
N306.,Tuberculosis of other bones
N3060,"Tuberculosis of bone, site unspecified"
N3061,Tuberculosis of the bones of the shoulder region
N3062,Tuberculosis of the bones of the hand
N3063,Tuberculosis of the bones of the ankle and foot
N3064,Tuberculosis of the bones of other sites
N3065,Tuberculosis of the bones of multiple sites
N306z,Tuberculosis of bone NOS
K2143,Prostatitis in tuberculosis
AE0..,Late effects of tuberculosis
AE00.,Late effects of respiratory tuberculosis
AE01.,Late effects of central nervous system tuberculosis
AE02.,Late effects of genitourinary system tuberculosis
AE04.,Late effects of tuberculosis of other specified organs
AE03.,Late effects of tuberculosis of bones and joints
AE0z.,Late effects of tuberculosis NOS
F4A55,Keratitis due to tuberculosis
N304.,Tuberculosis of spine (Potts)
N3040,Tuberculosis of cervical spine
N3041,Tuberculosis of thoracic spine
N3042,Tuberculosis of lumbar spine
N3043,Tuberculosis of sacrum/coccyx
H450.,Pneumoconiosis associated with tuberculosis
L173.,"Maternal tuberculosis during pregnancy, childbirth and the puerperium"
L1730,"Maternal tuberculosis, unspecified whether during pregnancy or the puerperium"
L1731,"Tuberculosis in pregnancy, childbirth and the puerperium - delivered"
L1732,Maternal tuberculosis in the puerperium - baby delivered during current episode of care
L1733,Maternal tuberculosis during pregnancy - baby not yet delivered
L1734,Maternal tuberculosis in the puerperium - baby delivered during previous episode of care
L173z,"Maternal tuberculosis during pregnancy, childbirth or the puerperium NOS"
