CTV3Codes,Description
bi3a.,Carace 20mg tablets 28CP
bi3j.,Zestril 20mg tablet
bi3i.,Zestril 20mg tablets 28CP
x007H,Lisinopril+diuretic
bi3t.,Lisinopril+hydrochlorothiazide 10mg/12.5mg tablet
bi3l.,Carace 10 Plus tablet
bi3u.,Caralpha 10/12.5mg tablet
bi3x.,Lisicostad HCT 10/12.5mg tablet
bi3s.,Zestoretic 10 tablet
bi3p.,Lisinopril+hydrochlorothiazide 20mg/12.5mg tablet
bi3k.,Carace 20 Plus tablet
bi3v.,Caralpha 20/12.5mg tablet
bi3w.,Lisicostad HCT 20/12.5mg tablet
bi3n.,Zestoretic 20 tablet
bi3m.,Zestoretic tablets 28CP
bi3y.,LISINOPRIL 1mg/mL oral solution
biC..,PERINDOPRIL ARGININE
biC8.,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets
biC7.,COVERSYL ARGININE PLUS 5mg/1.25mg tablets
biC6.,PERINDOPRIL ARGININE 10mg tablets
biC5.,COVERSYL ARGININE 10mg tablets
biC4.,PERINDOPRIL ARGININE 5mg tablets
biC3.,COVERSYL ARGININE 5mg tablets
biC2.,PERINDOPRIL ARGININE 2.5mg tablets
biC1.,COVERSYL ARGININE 2.5mg tablets
bi4..,Quinapril
bi41.,Quinapril 5mg tablet
x00en,Accupro 5mg tablet
bi44.,Accupro 5mg tablets 28CP
bi4B.,Quinil 5mg tablet
bi42.,Quinapril 10mg tablet
x00eo,Accupro 10mg tablet
bi45.,Accupro 10mg tablets 28CP
bi4C.,Quinil 10mg tablet
bi43.,Quinapril 20mg tablet
x00ep,Accupro 20mg tablet
bi46.,Accupro 20mg tablets 28CP
bi4D.,Quinil 20mg tablet
bi4A.,Quinapril 40mg tablet
bi49.,Accupro 40mg tablet
bi4E.,Quinil 40mg tablet
bi48.,Quinalapril+hydrochlorothiazide 10mg/12.5mg tablet
bi47.,Accuretic tablet
bi4F.,QUINAPRIL+HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets
bi6..,Ramipril
bi6B.,Ramipril 1.25mg tablet
bi6z.,Tritace 1.25mg tablet
bi6C.,Ramipril 2.5mg tablet
bi6y.,Tritace 2.5mg tablet
bi6D.,Ramipril 5mg tablet
bi6x.,Tritace 5mg tablet
bi6E.,Ramipril 10mg tablet
bi6w.,Tritace 10mg tablet
bi61.,Ramipril 1.25mg capsule
bi6s.,Ranace 1.25mg capsule
bi64.,Tritace 1.25mg capsule
bi62.,Ramipril 2.5mg capsule
bi6t.,Lopace 2.5mg capsule
bi6r.,Ranace 2.5mg capsule
bi65.,Tritace 2.5mg capsule
bi63.,Ramipril 5mg capsule
bi6u.,Lopace 5mg capsule
bi6q.,Ranace 5mg capsule
bi66.,Tritace 5mg capsule
bi67.,Ramipril 10mg capsule
bi6v.,Lopace 10mg capsule
bi6p.,Ranace 10mg capsule
bi68.,Tritace 10mg capsule
bi69.,Ramipril 2.5mg+5mg+10mg capsules titration pack
bi6A.,Tritace Titration Pack
bi6F.,RAMIPRIL 2.5mg+5mg+10mg tablets titration pack
bi6G.,RAMIPRIL 2.5mg/5mL oral solution
bi6o.,TRITACE Titration Pack tablets
bi9..,Trandolapril
bi91.,Trandolapril 500micrograms capsule
bi94.,Gopten 500micrograms capsule
bi97.,Odrik 500micrograms capsule
bi92.,Trandolapril 1mg capsule
bi95.,Gopten 1mg capsule
bi98.,Odrik 1mg capsule
bi93.,Trandolapril 2mg capsule
bi96.,Gopten 2mg capsule
bi99.,Odrik 2mg capsule
bi9z.,Trandolapril 4mg capsule
bi9A.,Gopten 4mg capsule
bk6..,Trandolapril+verapamil hydrochloride
bk61.,Trandolapril+verapamil hydrochloride 2mg/180mg m/r capsule
bk62.,Tarka 2mg/180mg m/r capsule
bi5..,Perindopril erbumine
bi51.,Perindopril erbumine 2mg
bi52.,Perindopril erbumine 4mg
bi57.,Perindopril erbumine 8mg
bi53.,Coversyl 2mg
bi54.,Coversyl 4mg
bi58.,Coversyl 8mg
bi55.,Perindopril erbumine+indapamide 4mg/1.25mg tablet
bi56.,Coversyl plus 4mg/1.25mg tablets
biA.,Moexipril
biA1.,Moexipril hydrochloride 7.5mg tablet
biA2.,Moexipril hydrochloride 15mg tablet
biA3.,Perdix 7.5mg tablets
biA4.,Perdix 15mg tablets
