CTV3Codes,Description
bl8c.,Calcipine 5mg capsule
bl71.,Cardene 20mg capsule
bl72.,Cardene 30mg capsule
bl73.,Cardene SR 30mg m/r capsule
bl74.,Cardene SR 45mg m/r capsule
bl8H.,Cardilate MR 10mg m/r tablet
bl8l.,Cardilate MR 20mg m/r tablet
blcl.,Cardioplen XL 10mg m/r tablet
blcr.,CARDIOPLEN XL 2.5mg m/r tablets
blck.,Cardioplen XL 5mg m/r tablet
bl8k.,Coracten SR 10mg m/r capsule
bl8e.,Coracten SR 20mg m/r capsule
bl8X.,Coracten XL 30mg m/r capsule
bl8Y.,Coracten XL 60mg m/r capsule
bb3a.,Cordilox 120mg tablet
bb3b.,Cordilox 160mg tablet
bb38.,Cordilox 40mg tablet
bb3c.,Cordilox 5mg/2mL injection
bb39.,Cordilox 80mg tablet
bb3M.,Cordilox MR 240 m/r tablet
bl8s.,Coroday MR 20mg m/r tablet
bl5w.,Dilcardia SR 120mg m/r capsule
bl5l.,Dilcardia SR 60mg m/r capsule
bl5v.,Dilcardia SR 90mg m/r capsule
blj9.,Dilcardia XL 120mg m/r capsule
bljA.,Dilcardia XL 180mg m/r capsule
bljB.,Dilcardia XL 240mg m/r capsule
x01CU,Diltiazem
bl5d.,Diltiazem hydrochloride 120mg m/r capsule
bl55.,Diltiazem hydrochloride 120mg m/r tablet
bl5e.,Diltiazem hydrochloride 180mg m/r capsule
blj..,Diltiazem hydrochloride 2
bl5h.,Diltiazem hydrochloride 200mg m/r capsule
bl5g.,Diltiazem hydrochloride 240mg m/r capsule
bl5b.,Diltiazem hydrochloride 300mg m/r capsule
bl5s.,Diltiazem hydrochloride 360mg m/r capsule
bl5f.,Diltiazem hydrochloride 60mg m/r capsule
bl5z.,Diltiazem hydrochloride 60mg m/r tablet
bl5c.,Diltiazem hydrochloride 90mg m/r capsule
bl5a.,Diltiazem hydrochloride 90mg m/r tablet
bl5..,Diltiazem hydrochloride product
bljY.,Diltiazem Hydrochloride XL 180mg m/r capsule
bljZ.,Diltiazem Hydrochloride XL 240mg m/r capsule
blja.,Diltiazem Hydrochloride XL 300mg m/r capsule
bl5i.,Diltiazem hydrochloride+hydrochlorothiazide 150mg/12.5mg m/r capsule
x03df,Diltiazem hydrochloride+thiazide diuretic
bl5H.,Dilzem SR 120mg long acting m/r capsule
bl5F.,Dilzem SR 60mg long acting m/r capsule
bl5G.,Dilzem SR 90mg long acting m/r capsule
bl5L.,Dilzem XL 120mg m/r capsule
bl5M.,Dilzem XL 180mg m/r capsule
bl5N.,Dilzem XL 240mg m/r capsule
bljS.,Disogram SR 120mg m/r capsule
bljT.,Disogram SR 180mg m/r capsule
bljU.,Disogram SR 240mg m/r capsule
bljV.,Disogram SR 300mg m/r capsule
bljQ.,Disogram SR 60mg m/r capsule
bljR.,Disogram SR 90mg m/r capsule
bb3L.,Ethimil MR 240 m/r tablet
blce.,Felendil XL 10mg m/r tablet
blcd.,Felendil XL 5mg m/r tablet
blc..,Felodipine
blc2.,Felodipine 10mg m/r tablet
blc5.,Felodipine 2.5mg m/r tablet
blc1.,Felodipine 5mg m/r tablet
blch.,Felogen XL 10mg m/r tablet
blcc.,Felogen XL 5mg m/r tablet
blcb.,Felotens XL 10mg m/r tablet
blct.,FELOTENS XL 2.5mg m/r tablets
blca.,Felotens XL 5mg m/r tablet
bl8L.,Fortipine LA40 m/r tablet
bb3r.,Geangin 120mg tablet
bb3p.,Geangin 40mg tablet
bb3q.,Geangin 80mg tablet
bl8Q.,Genalat Retard 10mg m/r tablet
bl8R.,Genalat Retard 20mg m/r tablet
bb3B.,Half Securon SR 120mg m/r tablet
bb3F.,Half-Securon SR 120mg m/r tablets 28CP
bljX.,Horizem SR 120mg m/r capsule
bljW.,Horizem SR 90mg m/r capsule
bb3J.,Hypaneze 120 tablet
bb3G.,Hypaneze 40 tablet
bb3H.,Hypaneze 80 tablet
blla.,Hypolar Retard 10mg m/r tablet
bl8q.,Hypolar Retard 20 m/r tablet
bll5.,Hypolar XL 30 m/r tablet
blb4.,Istin 10mg tablet
blb3.,Istin 5mg tablet
blcg.,Keloc SR 10mg m/r tablet
blcf.,Keloc SR 5mg m/r tablet
bl5X.,Kentiazem 60mg m/r capsule
bll8.,Kentipine MR 10mg m/r tablet
bll9.,Kentipine MR 20mg m/r tablet
ble..,Lacidipine
ble1.,Lacidipine 2mg tablet
ble2.,Lacidipine 4mg tablet
x03qe,Lercanidipine
blh..,Lercanidipine hydrochloride
blh1.,Lercanidipine hydrochloride 10mg tablet
blh3.,Lercanidipine hydrochloride 20mg tablet
bl5T.,Metazem 60mg m/r tablet
x008F,Modified release nifedipine
x00Bu,Modified release verapamil
ble5.,MOLAP 4mg tablets
ble3.,Motens 2mg tablet
ble4.,Motens 4mg tablet
blcn.,Neofel XL 10mg m/r tablet
blcs.,NEOFEL XL 2.5mg m/r tablets
blcm.,Neofel XL 5mg m/r tablet
x01CV,Nicardipine
bl75.,NICARDIPINE 10mg/10mL solution for injection
bl7..,Nicardipine hydrochloride
bl7y.,Nicardipine hydrochloride 20mg capsule
bl7z.,Nicardipine hydrochloride 30mg capsule
bl7x.,Nicardipine hydrochloride 30mg m/r capsule
bl7w.,Nicardipine hydrochloride 45mg m/r capsule
bl8..,Nifedipine
bl86.,Nifedipine 10mg capsule
bl8u.,Nifedipine 10mg m/r capsule
bl8w.,Nifedipine 10mg m/r tablet
bl8v.,Nifedipine 20mg m/r capsule
bl8z.,Nifedipine 20mg m/r tablet
bl8V.,Nifedipine 30mg m/r capsule
bl8x.,Nifedipine 30mg m/r tablet
bl8F.,Nifedipine 40mg m/r tablet
bl85.,Nifedipine 5mg capsule
bl8W.,Nifedipine 60mg m/r capsule
bl8y.,Nifedipine 60mg m/r tablet
bl8S.,Nifedipress MR 10 m/r tablet
bl8U.,Nifedipress MR 20 m/r tablet
bl8r.,Nifedotard 20MR m/r tablet
bl8n.,Nifelease 20mg m/r tablet
bl8h.,Nifensar XL 20mg m/r tablet
bl8t.,Nifopress Retard 20mg m/r tablet
bl8D.,Nimodrel MR 10 m/r tablet
bl8E.,Nimodrel MR 20 m/r tablet
bllf.,Nimodrel XL 30mg m/r tablet
blle.,Nimodrel XL 60mg m/r tablet
bl8T.,Nivaten Retard 10mg m/r tablet
bl8Z.,Nivaten Retard 20mg m/r tablet
bkH..,OLMESARTAN+AMLODIPINE
bl5Y.,Optil 60mg m/r tablet
blj5.,Optil SR 120 m/r capsule
blj6.,Optil SR 180 m/r capsule
blj4.,Optil SR 90 m/r capsule
blj7.,Optil XL 240 m/r capsule
blj8.,Optil XL 300 m/r capsule
x01CW,Oral nifedipine
x01QV,Oral verapamil
x01QW,Parenteral verapamil
blcp.,Parmid XL 10mg m/r tablet
blco.,Parmid XL 5mg m/r tablet
blcq.,Pinefeld XL 10mg m/r tablet
blc4.,Plendil 10mg m/r tablet
blc6.,Plendil 2.5mg m/r tablet
blc3.,Plendil 5mg m/r tablet
bb3O.,Ranvera MR 240mg m/r tablet
bljb.,RETALZEM MR 60mg m/r tablets
bb3f.,Securon 120mg tablet
bb3g.,Securon 120mg tablets 56CP
bb3i.,Securon 160mg tablet
bb3h.,Securon 160mg tablets 56CP
bb3d.,Securon 40mg tablet
bb3e.,Securon 80mg tablet
bb3o.,Securon IV 5mg/2mL injection
bb3j.,Securon SR 240mg m/r tablet
bb3k.,Securon SR 240mg m/r tablets 28CP
bkH1.,SEVIKAR 20mg/5mg tablets
bkH3.,SEVIKAR 40mg/10mg tablets
bkH2.,SEVIKAR 40mg/5mg tablets
bl8O.,Slofedipine 20mg m/r tablet
bll1.,Slofedipine XL 30mg m/r tablet
bll2.,Slofedipine XL 60mg m/r tablet
bl5O.,Slozem 120mg m/r capsule
bl5P.,Slozem 180mg m/r capsule
bl5Q.,Slozem 240mg m/r capsule
bljJ.,Slozem 300mg m/r capsule
bk62.,Tarka 2mg/180mg m/r capsule
bl8J.,Tensipine MR 10 m/r tablet
bl8K.,Tensipine MR 20 m/r tablet
bl51.,Tildiem 60mg m/r tablet
bl5Z.,Tildiem LA 200mg m/r capsule
bl5A.,Tildiem LA 300mg long acting m/r capsule
bl59.,Tildiem Retard 120mg long acting m/r tablet
bl58.,Tildiem Retard 90mg long acting m/r tablet
bk6..,Trandolapril+verapamil hydrochloride
bk61.,Trandolapril+verapamil hydrochloride 2mg/180mg m/r capsule
bljc.,UARD 120XL m/r capsules
bljd.,UARD 180XL m/r capsules
blje.,UARD 240XL m/r capsules
bljf.,UARD 300XL m/r capsules
bl8C.,Unipine XL 30mg m/r tablet
x00Th,Univer 120mg m/r capsule
bb3l.,Univer 120mg m/r capsules x28
x00Ti,Univer 180mg m/r capsule
bb3m.,Univer 180mg m/r capsule x56
x00Tj,Univer 240mg m/r capsule
bb3n.,Univer 240mg m/r capsules x28
bl8a.,Vasad 10mg capsule
bl89.,Vasad 5mg capsule
blcj.,Vascalpha 10mg m/r tablet
blci.,Vascalpha 5mg m/r tablet
bb3Q.,Vera-Til SR 120mg m/r tablet
bb3P.,Vera-Til SR 240mg m/r tablet
x01QU,Verapamil
bb3..,Verapamil hydrochloride
bb3v.,Verapamil hydrochloride 120mg m/r capsule
bb3C.,Verapamil hydrochloride 120mg m/r tablet
bb33.,Verapamil hydrochloride 120mg tablet
bb3w.,Verapamil hydrochloride 160mg tablet
bb3z.,Verapamil hydrochloride 180mg m/r capsule
bb3y.,Verapamil hydrochloride 240mg m/r capsule
bb3A.,Verapamil hydrochloride 240mg m/r tablet
bb31.,Verapamil hydrochloride 40mg tablet
bb3D.,Verapamil hydrochloride 40mg/5mL s/f oral solution
bb3t.,Verapamil hydrochloride 5mg/2mL injection
bb3E.,Verapamil hydrochloride 5mg/2mL prefilled syringe
bb32.,Verapamil hydrochloride 80mg tablet
bb3K.,Verapress MR 240 m/r tablet
bb3x.,Verpamil HCl 120mg tablets x56
bb3s.,Vertab SR 240 m/r tablet
bl5o.,Viazem XL 120mg m/r capsule
bl5p.,Viazem XL 180mg m/r capsule
bl5q.,Viazem XL 240mg m/r capsule
bl5r.,Viazem XL 300mg m/r capsule
bl5t.,Viazem XL 360mg m/r capsule
blh2.,Zanidip 10mg tablet
blh4.,Zanidip 20mg tablet
bljM.,Zemret 180 XL m/r capsule
bljN.,Zemret 240 XL m/r capsule
bljO.,Zemret 300 XL m/r capsule
blj1.,Zemtard 120 XL m/r capsule
blj2.,Zemtard 180 XL m/r capsule
blj3.,Zemtard 240 XL m/r capsule
bl5n.,Zemtard 300 XL m/r capsule
bljH.,Zildil SR 120mg m/r capsule
bljF.,Zildil SR 60mg m/r capsule
bljG.,Zildil SR 90mg m/r capsule
bb3N.,Zolvera 40mg/5mL oral solution
bk61.,TRANDOLAPRIL + VERAPAMIL HYDROCHLORIDE 2mg/180mg m/r capsules
bk62.,*TARKA 2mg/180mg m/r capsules
bkH..,OLMESARTAN + AMLODIPINE
bkHx.,OLMESARTAN MEDOXOMIL + AMLODIPINE 40mg/10mg tablets
bkHy.,OLMESARTAN MEDOXOMIL + AMLODIPINE 40mg/5mg tablets
bkHz.,OLMESARTAN MEDOXOMIL + AMLODIPINE 20mg/5mg tablets
bkD..,AMLODIPINE + VALSARTAN
bkD1.,AMLODIPINE + VALSARTAN 5mg/80mg tablets
bkD2.,AMLODIPINE + VALSARTAN 5mg/160mg tablets
bkD3.,AMLODIPINE + VALSARTAN 10mg/160mg tablets
bkDx.,EXFORGE 10mg/160mg tablets
bkDy.,EXFORGE 5mg/160mg tablets
bkDz.,EXFORGE 5mg/80mg tablets
bkl..,OLMESARTAN + AMLODIPINE + HYDROCHLOROTHIAZIDE
bkl1.,SEVIKAR HCT 20MG/5MG/12.5mg tablets
bkl2.,SEVIKAR HCT 40MG/5MG/12.5mg tablets
bkl3.,SEVIKAR HCT 40MG/10MG/12.5mg tablets
bkl4.,SEVIKAR HCT 40MG/5MG/25mg tablets
bkl5.,SEVIKAR HCT 40MG/10MG/25mg tablets
bA11.,TRIAPIN MITE 2.5mg/2.5mg tablets
bA12.,TRIAPIN 5mg/5mg tablets
bA1y.,FELODIPINE + RAMIPRIL 5mg/5mg tablets
bA1z.,FELODIPINE + RAMIPRIL 2.5mg/2.5mg tablets
bdez.,ATENOLOL + NIFEDIPINE 50mg/20mg m/r capsules
bll.,Nifedipine (2)
bllg.,VALNI XL 30mg m/r tablets
bllh.,VALNI XL 60mg m/r tablets
blli.,NIDEF 30mg m/r tablets
bllj.,NIDEF 60mg m/r tablets
bllk.,ADANIF XL 30mg m/r tablets
blll.,ADANIF XL 60mg m/r tablets
