V2Codes,Description
bb3j.,SECURON SR 240mg m/r tablets
bb3k.,SECURON SR 240mg m/r tablets 28CP
bll1.,SLOFEDIPINE XL 30mg m/r tablets
bll2.,SLOFEDIPINE XL 60mg m/r tablets
bl5O.,SLOZEM 120mg m/r capsules
bl5P.,SLOZEM 180mg m/r capsules
bl5Q.,SLOZEM 240mg m/r capsules
bl8J.,TENSIPINE MR 10 m/r tablets
bl8K.,TENSIPINE MR 20 m/r tablets
bl51.,TILDIEM 60mg tablets
bl5Z.,TILDIEM LA 200mg m/r capsules
bl5A.,TILDIEM LA 300mg m/r capsules
bl59.,TILDIEM RETARD 120mg m/r tablets
bl58.,TILDIEM RETARD 90mg m/r tablets
bb3l.,UNIVER 120mg m/r capsules x28
bb3m.,UNIVER 180mg m/r capsules x56
bb3n.,UNIVER 240mg m/r capsules x28
bllb.,VALNI 20 RETARD 20mg m/r tablets
bllg.,VALNI XL 30mg m/r tablets
bllh.,VALNI XL 60mg m/r tablets
blcj.,VASCALPHA 10mg m/r tablets
blci.,VASCALPHA 5mg m/r tablets
bb3Q.,VERA-TIL SR 120mg m/r tablets
bb3P.,VERA-TIL SR 240mg m/r tablets
bb3v.,VERAPAMIL 120mg m/r capsules
bb3C.,VERAPAMIL 120mg m/r tablets
bb33.,VERAPAMIL 120mg tablets
bb3w.,VERAPAMIL 160mg tablets
bb3z.,VERAPAMIL 180mg m/r capsules
bb3y.,VERAPAMIL 240mg m/r capsules
bb3A.,VERAPAMIL 240mg m/r tablets
bb31.,VERAPAMIL 40mg tablets
bb3D.,VERAPAMIL 40mg/5mL sugar free solution
bb3t.,VERAPAMIL 5mg/2mL injection
bb32.,VERAPAMIL 80mg tablets
bb3E.,VERAPAMIL HCL 5mg/2mL prefilled syringe
bb3..,VERAPAMIL HYDROCHLORIDE
bb3x.,VERPAMIL HCL 120mg tablets x56
bb3s.,VERTAB SR 240 m/r tablets
bl5o.,VIAZEM XL 120mg m/r capsules
bl5p.,VIAZEM XL 180mg m/r capsules
bl5q.,VIAZEM XL 240mg m/r capsules
bl5r.,VIAZEM XL 300mg m/r capsules
bl5t.,VIAZEM XL 360mg m/r capsules
blh2.,ZANIDIP 10mg tablets
blh4.,ZANIDIP 20mg tablets
bl5n.,ZEMTARD 300 XL m/r capsules
bb3N.,ZOLVERA 40mg/5mL oral solution
bk6..,TRANDOLAPRIL + VERAPAMIL HYDROCHLORIDE
bk61.,TRANDOLAPRIL + VERAPAMIL HYDROCHLORIDE 2mg/180mg m/r capsules
bk62.,*TARKA 2mg/180mg m/r capsules
blj..,DILTIAZEM HYDROCHLORIDE 2
blj1.,ZEMTARD 120XL m/r capsules
blj2.,ZEMTARD 180XL m/r capsules
blj3.,ZEMTARD 240XL m/r capsules
blj4.,*OPTIL SR 90 m/r capsules
blj5.,*OPTIL SR 120 m/r capsules
blj6.,*OPTIL SR 180 m/r capsules
blj7.,*OPTIL XL 240 m/r capsules
blj8.,*OPTIL SR 300 m/r capsules
blj9.,DILCARDIA XL 120mg m/r capsules
bljA.,DILCARDIA XL 180mg m/r capsules
bljB.,DILCARDIA XL 240mg m/r capsules
bljC.,BI-CARZEM SR 60mg m/r capsules
bljD.,BI-CARZEM SR 90mg m/r capsules
bljE.,BI-CARZEM SR 120mg m/r capsules
bljF.,ZILDIL SR 60mg m/r capsules
bljG.,ZILDIL SR 90mg m/r capsules
bljH.,ZILDIL SR 120mg m/r capsules
bljJ.,SLOZEM 300mg m/r capsules
bljK.,BI-CARZEM XL 300mg m/r capsules
bljL.,BI-CARZEM XL 240mg m/r capsules
bljM.,ZEMRET 180 XL m/r capsules
bljN.,ZEMRET 240 XL m/r capsules
bljO.,ZEMRET 300 XL m/r capsules
bljP.,ADIZEM-XL 200mg m/r capsules
bljQ.,*DISOGRAM SR 60mg m/r capsules
bljR.,*DISOGRAM SR 90mg m/r capsules
bljS.,*DISOGRAM SR 120mg m/r capsules
bljT.,*DISOGRAM SR 180mg m/r capsules
bljU.,*DISOGRAM SR 240mg m/r capsules
bljV.,*DISOGRAM SR 300mg m/r capsules
bljW.,*HORIZEM SR 90mg m/r capsules
bljX.,*HORIZEM SR 120mg m/r capsules
bljY.,DILTIAZEM HYDROCHLORIDE XL 180mg m/r capsules
bljZ.,DILTIAZEM HYDROCHLORIDE XL 240mg m/r capsules
blja.,DILTIAZEM HYDROCHLORIDE XL 300mg m/r capsules
bljb.,RETALZEM MR 60mg m/r tablets
bljc.,UARD 120XL m/r capsules
bljd.,UARD 180XL m/r capsules
blje.,UARD 240XL m/r capsules
bljf.,UARD 300XL m/r capsules
bkH..,OLMESARTAN + AMLODIPINE
bkH1.,SEVIKAR 20mg/5mg tablets
bkH2.,SEVIKAR 40mg/5mg tablets
bkH3.,SEVIKAR 40mg/10mg tablets
bkHx.,OLMESARTAN MEDOXOMIL + AMLODIPINE 40mg/10mg tablets
bkHy.,OLMESARTAN MEDOXOMIL + AMLODIPINE 40mg/5mg tablets
bkHz.,OLMESARTAN MEDOXOMIL + AMLODIPINE 20mg/5mg tablets
bkD..,AMLODIPINE + VALSARTAN
bkD1.,AMLODIPINE + VALSARTAN 5mg/80mg tablets
bkD2.,AMLODIPINE + VALSARTAN 5mg/160mg tablets
bkD3.,AMLODIPINE + VALSARTAN 10mg/160mg tablets
bkDx.,EXFORGE 10mg/160mg tablets
bkDy.,EXFORGE 5mg/160mg tablets
bkDz.,EXFORGE 5mg/80mg tablets
bkl..,OLMESARTAN + AMLODIPINE + HYDROCHLOROTHIAZIDE
bkl1.,SEVIKAR HCT 20MG/5MG/12.5mg tablets
bkl2.,SEVIKAR HCT 40MG/5MG/12.5mg tablets
bkl3.,SEVIKAR HCT 40MG/10MG/12.5mg tablets
bkl4.,SEVIKAR HCT 40MG/5MG/25mg tablets
bkl5.,SEVIKAR HCT 40MG/10MG/25mg tablets
bA1..,FELODIPINE + RAMIPRIL
bA11.,TRIAPIN MITE 2.5mg/2.5mg tablets
bA12.,TRIAPIN 5mg/5mg tablets
bA1y.,FELODIPINE + RAMIPRIL 5mg/5mg tablets
bA1z.,FELODIPINE + RAMIPRIL 2.5mg/2.5mg tablets
bdez.,ATENOLOL + NIFEDIPINE 50mg/20mg m/r capsules
