V2Codes,Description
e211.,*ORBENIN 250mg capsules
e212.,*ORBENIN 500mg capsules
e213.,*ORBENIN 125mg/5mL syrup
e214.,*ORBENIN 250mg injection
e215.,*ORBENIN 500mg injection
e216.,*ORBENIN 1g injection
e217.,*CLOXACILLIN 250mg injection
e218.,*CLOXACILLIN 500mg injection
e219.,*CLOXACILLIN 1g injection
e21u.,*CLOXACILLIN 250mg capsules
e21v.,*CLOXACILLIN 500mg capsules
e21w.,*CLOXACILLIN 125mg/5mL syrup
e22..,FLUCLOXACILLIN
e221.,FLUCLOXACILLIN 250mg capsules
e222.,FLUCLOXACILLIN 500mg capsules
e223.,FLOXAPEN 250mg capsules
e224.,FLOXAPEN 500mg capsules
e225.,FLOXAPEN 125mg/5mL syrup
e226.,FLOXAPEN FORTE 250mg/5mL syrup
e227.,*FLOXAPEN 250mg injection
e228.,*FLOXAPEN 500mg injection
e229.,*FLOXAPEN 1g injection
e22A.,FLUCLOXIN 125mg/5mL oral suspension
e22B.,FLUCLOXACILLIN 250mg/5mL oral suspension
e22C.,FLUCLOXACILLIN 125mg/5mL s/f oral solution
e22D.,FLUCLOXACILLIN 250mg/5mL s/f oral solution
e22a.,*LADROPEN 250mg capsules
e22b.,*LADROPEN 500mg capsules
e22c.,*STAFOXIL 250mg capsules
e22d.,*STAFOXIL 500mg capsules
e22e.,*STAPHLIPEN 250mg capsules
e22f.,*STAPHLIPEN 500mg capsules
e22g.,*STAPHLIPEN 250mg injection
e22h.,*STAPHLIPEN 500mg injection
e22i.,*STAPHLIPEN 1g injection
e22j.,FLUCLOXACILLIN 125mg/5mL syrup
e22k.,FLUCLOXACILLIN 250mg/5mL syrup
e22l.,*FLUCLOMIX 250mg capsules
e22m.,FLUCLOMIX 500mg capsules
e22n.,LADROPEN 125mg/5mL suspension 100mL
e22o.,*LADROPEN 250mg injection
e22p.,*LADROPEN 500mg injection
e22q.,FLUCLOXACILLIN 250mg injection
e22r.,FLUCLOXACILLIN 500mg injection
e22s.,FLUCLOXACILLIN 1g injection
e22t.,*GALFLOXIN 250mg capsules
e22u.,*GALFLOXIN 500mg capsules
e22v.,FLUCLOXACILLIN 125mg/5mL oral suspension
e22w.,*ZOXIN 250 capsules
e22x.,*ZOXIN 500 capsules
e22y.,*FLUCLOXIN 250mg capsules
e22z.,*FLUCLOXIN 500mg capsules
e23..,METHICILLIN SODIUM
e231.,*CELBENIN 1g injection
e23z.,METHICILLIN SODIUM 1g injection
e24..,TEMOCILLIN
e241.,TEMOCILLIN 500mg injection (pdr for recon)
e242.,TEMOCILLIN 1g injection (pdr for recon)
e243.,TEMOPEN 1g injection (pdr for recon)
e244.,TEMOPEN 500mg injection (pdr for recon)
e245.,NEGABAN 1g injection (pdr for recon)
e31..,AMOXICILLIN
e311.,AMOXICILLIN 250mg capsules
e312.,AMOXICILLIN 500mg capsules
e313.,*AMOXIDIN 250mg capsules
e314.,*AMOXIDIN 500mg capsules
e315.,AMOXIL 250mg capsules
e316.,AMOXIL 500mg capsules
e317.,AMOXIL 500mg dispersible tablets
e318.,*AMOXIL 125mg/5mL syrup
e319.,*AMOXIL SF 125mg/5mL syrup
e31A.,*AMIX 125mg/5mL suspension
e31B.,*AMIX 250mg/5mL suspension
e31C.,*AMRIT 125mg/5mL suspension
e31D.,*AMRIT 250mg/5mL suspension
e31E.,*AMRIT 250mg capsules
e31F.,*AMRIT 500mg capsules
e31G.,*AMOPEN 250mg capsules
e31H.,*AMOPEN 500mg capsules
e31I.,*AMOPEN 125mg/5mL suspension
e31J.,*AMOPEN 250mg/5mL suspension
e31K.,FLEMOXIN SOLUTAB 375mg dispersible tablets
e31L.,FLEMOXIN SOLUTAB 750mg dispersible tablets
e31M.,AMOXIL FIZTAB 125mg chewable tablets
e31N.,AMOXIL FIZTAB 250mg chewable tablets
e31P.,AUGMENTIN 250/62 in 5mL suspension
e31Q.,CO-AMOXICLAV 125/31mg in 5mL suspension
e31R.,*AMOXYMED 250mg capsules
e31S.,*AMOXYMED 125mg/5mL syrup
e31T.,AUGMENTIN 625mg tablets
e31U.,CO-AMOXICLAV 625mg tablets
e31V.,ALMODAN 125mg/5mL sugar free syrup
e31W.,ALMODAN 250mg/5mL sugar free syrup
e31X.,CO-AMOXICLAV 400/57mg in 5mL sugar free suspension
e31Y.,AUGMENTIN-DUO 400/57 in 5mL sugar free suspension
e31a.,*AMOXIL SF 250mg/5mL syrup
e31b.,AMOXIL 125mg/1.25mL paediatric suspension
e31c.,*AMOXIL SF 750mg sachets
e31d.,*AMOXIL SF 3g sachets
e31e.,*AMOXIL 250mg injection
e31f.,AMOXIL 500mg injection
e31g.,AMOXIL 1g injection
e31h.,AUGMENTIN 375mg tablets
e31i.,AUGMENTIN 375mg dispersible tablets
e31j.,AUGMENTIN JUNIOR 125/62 in 5mL suspension
e31k.,AUGMENTIN 125/31 in 5mL paediatric suspension
e31l.,AUGMENTIN 600mg intravenous injection
e31m.,AUGMENTIN 1.2g intravenous injection
e31n.,*ALMODAN 250mg capsules
e31o.,*ALMODAN 500mg capsules
e31p.,*ALMODAN 125mg/5mL syrup
e31q.,*ALMODAN 250mg/5mL syrup
e31r.,*ALMODAN 250mg injection
e31s.,*ALMODAN 500mg injection
e31t.,CO-AMOXICLAV 375mg tablets
e31u.,CO-AMOXICLAV 375mg dispersible tablets
e31v.,CO-AMOXICLAV 125mg/5mL suspension
e31w.,CO-AMOXICLAV 125mg/mL suspension
e31x.,CO-AMOXICLAV 600mg injection
e31y.,CO-AMOXICLAV 1.2g injection
e31z.,CO-AMOXICLAV 250/62 in 5mL suspension
e32..,AMPICILLIN
e321.,AMPICILLIN 250mg capsules
e322.,AMPICILLIN 500mg capsules
e323.,*AMPICILLIN 125mg/5mL mixture
e324.,AMPICILLIN 250mg/5mL oral suspension
e325.,*AMFIPEN 250mg capsules
e326.,*AMFIPEN 500mg capsules
e327.,*AMFIPEN 125mg/5mL syrup
e328.,*AMFIPEN 250mg/5mL syrup
e329.,*AMFIPEN 250mg injection
e32A.,*RIMACILLIN 250mg capsules
e32B.,*RIMACILLIN 500mg capsules
e32C.,*RIMACILLIN 125mg/5mL syrup
e32D.,*RIMACILLIN 250mg/5mL syrup
e32E.,*AMPICILLIN 250mg injection
e32F.,AMPICILLIN 500mg injection
e32G.,AMPICILLIN 125mg/1.25mL paediatric suspension
e32H.,AMPICILLIN 125mg/5mL sugar free suspension
e32J.,AMPICILLIN 250mg/5mL sugar free suspension
e32K.,AMPICILLIN 125mg/5mL oral suspension
e32a.,*AMFIPEN 500mg injection
e32b.,*AMPILAR 250mg capsules
e32c.,*AMPILAR 500mg capsules
e32d.,*AMPILAR 125mg/5mL syrup
e32e.,*AMPILAR 250mg/5mL syrup
e32f.,*BRITCIN 250mg capsules
e32g.,*BRITCIN 500mg capsules
e32h.,PENBRITIN 250mg capsules
e32i.,PENBRITIN 500mg capsules
e32j.,*PENBRITIN 125mg tablets
e32k.,*PENBRITIN 125mg/5mL syrup
e32l.,*PENBRITIN 250mg/5mL syrup
e32m.,PENBRITIN 100mg/mL paediatric suspension
e32n.,*PENBRITIN 250mg injection
e32o.,*PENBRITIN 500mg injection
e32p.,*VIDOPEN 250mg capsules
e32q.,*VIDOPEN 500mg capsules
e32r.,*VIDOPEN 125mg/5mL syrup
e32s.,*VIDOPEN 250mg/5mL syrup
e32t.,*VIDOPEN 250mg injection
e32u.,*VIDOPEN 500mg injection
e32v.,*AMPITRIN 250mg capsules
e32w.,*AMPITRIN 500mg capsules
e32x.,AMPITRIN 125mg/5mL oral suspension
e32y.,AMPITRIN 250mg/5mL oral suspension
e32z.,*AMPICILLIN 125mg tablets
e33..,AMPICILLIN + PENICILLINASE-RESISTANT PENICILLIN
e331.,*AMPICLOX injection
e332.,*AMPICLOX neonatal suspension
e333.,*AMPICLOX neonatal injection
e334.,*FLU-AMP 250/250mg capsules
e335.,MAGNAPEN 500mg capsules
e336.,*MAGNAPEN 250mg/5mL syrup
e337.,MAGNAPEN 500mg injection
e338.,*MAGNAPEN 1g injection
e339.,CO-FLUAMPICIL 250mg/250mg capsules
e33a.,CO-FLUAMPICIL 125/125mg syrup
e33b.,CO-FLUAMPICIL 250/250mg injection
e33c.,CO-FLUAMPICIL 500/500mg injection
e33d.,*DICAPEN 750mg injection
e33e.,*DICAPEN 1.5g injection
e33f.,*DICAPEN 3g injection
e33g.,*UNASYN 750mg/10mL injection
e33h.,*UNASYN 375mg tablets
e33i.,*SULTAMICILLIN 375mg tablets
e33j.,SULBACTAM AMPICILLIN 750mg injection
e33k.,*AMPICLOX 500mg capsules
e33l.,*AMPICLOX 250mg/5mL syrup
e33m.,AMPICILLIN+CLOXACILLIN 250mg/250mg injection
e33n.,AMPICILLIN+CLOXACILLIN 60mg/30mg/0.6mL sugar free suspension
e33p.,AMPICILLIN+CLOXACILLIN 125mg/125mg/5mL syrup
e33q.,AMPICILLIN+CLOXACILLIN 250mg/250mg/5mL syrup
e33r.,AMPICILLIN+CLOXACILLIN 250mg/250mg capsules
e33s.,AMPICILLIN+CLOXACILLIN 50mg/25mg injection
e34..,BACAMPICILLIN HYDROCHLORIDE
e341.,*AMBAXIN 400mg tablets
e34z.,BACAMPICILLIN HCL 400mg tablets
e35..,*CICLACILLIN
e351.,*CALTHOR 250mg tablets
e352.,*CALTHOR 500mg tablets
e353.,*CALTHOR 125mg/5mL suspension
e354.,*CALTHOR 250mg/5mL suspension
e35w.,*CICLACILLIN 250mg tablets
e35x.,*CICLACILLIN 500mg tablets
e35y.,CICLACILLIN 125mg/5mL suspension
e35z.,CICLACILLIN 250mg/5mL suspension
e36..,*MEZLOCILLIN
e361.,*BAYPEN 500mg injection
e362.,*BAYPEN 1g injection
e363.,*BAYPEN 2g injection
e364.,*BAYPEN 5g infusion
e365.,*BAYPEN 5g injection
e36w.,*MEZLOCILLIN 500mg injection
e36x.,*MEZLOCILLIN 1g injection
e36y.,*MEZLOCILLIN 2g injection
e36z.,*MEZLOCILLIN 5g infusion
e37..,PIPERACILLIN
e371.,*PIPRIL 1g injection
e372.,*PIPRIL 2g injection
e373.,*PIPRIL 4g injection
e374.,*PIPRIL 4g infusion
e375.,TAZOCIN 2.25g injection (pdr for recon)
e376.,*TAZOCIN 4.5g infusion pack
e377.,TAZOCIN 4.5g injection (pdr for recon)
e37t.,PIPERACILLIN + TAZOBACTAM 4.5g injection (pdr for recon)
e37u.,PIPERACILLIN + TAZOBACTAM 4.5g infusion pack
e37v.,PIPERACILLIN + TAZOBACTAM 2.25g injection (pdr for recon)
e37w.,*PIPERACILLIN 1g injection
e37x.,*PIPERACILLIN 2g injection
e37y.,*PIPERACILLIN 4g injection
e37z.,*PIPERACILLIN 4g infusion
e38..,PIVAMPICILLIN
e381.,*PONDOCILLIN 500mg tablets
e382.,PONDOCILLIN 175mg/5mL suspension 50mL
e383.,PONDOCILLIN 175mg/5mL suspension 100mL
e384.,PONDOCILLIN 175mg/sachet granules
e385.,*MIRAXID 225mg tablets
e386.,*MIRAXID-450 tablets
e387.,*MIRAXID paediatric sachet
e388.,*PONDOCILLIN PLUS tablets
e389.,PIVAMPICILLIN+PIVMECILLINAM 125mg/100mg tablets
e38A.,PIVAMPICILLIN+PIVMECILLINAM 250mg/200mg tablets
e38u.,PIVAMPICILLIN 175mg/5mL sugar free suspension 50mL
e38v.,PIVAMPICILLIN 175mg/5mL sugar free suspension 100mL
e38w.,PIVAMPICILLIN 175mg/sachet granules
e38x.,*PIVAMPICILLIN 500mg tablets
e38y.,PIVAMPICILLIN 162mg/5mL suspension
e38z.,*PIVAMPICILLIN 162mg sachet
e39..,TALAMPICILLIN HYDROCHLORIDE
e391.,*TALPEN 250mg tablets
e392.,*TALPEN 125mg/5mL syrup
e39y.,*TALAMPICILLIN 250mg tablets
e39z.,*TALAMPICILLIN 125mg/5mL syrup
e3A..,AMOXICILLIN [2]
e3A1.,*RESPILLIN 250mg capsules
e3A2.,*RESPILLIN 500mg capsules
e3A3.,RESPILLIN 125mg/5mL oral suspension
e3A4.,RESPILLIN 250mg/5mL oral suspension
e3A5.,RESPILLIN 125mg/5mL sugar free suspension
e3A6.,RESPILLIN 250mg/5mL sugar free suspension
e3A7.,*AMICLAV 250mg/125mg tablets
e3A8.,*RANCLAV 375mg tablets
e3A9.,*RANCLAV 625mg tablets
e3AA.,RANCLAV 125mg/31mg sugar free suspension
e3AB.,RANCLAV 250mg/62mg sugar free suspension
e3z..,AMOXICILLIN [GENERIC ADDITIONS]
e3z1.,*AMORAM 250mg capsules
e3z2.,*AMORAM 500mg capsules
e3z3.,*AMORAM 125mg/5mL suspension
e3z4.,*AMORAM 250mg/5mL suspension
e3z5.,AMIX 250mg capsules
e3z6.,AMIX 500mg capsules
e3z7.,*GALENAMOX 250mg capsules
e3z8.,*GALENAMOX 500mg capsules
e3z9.,GALENAMOX 125mg/5mL suspension
e3zA.,GALENAMOX TP 250mg capsules
e3zB.,GALENAMOX TP 500mg capsules
e3zC.,*ZOXYCIL 250 capsules
e3zD.,*ZOXYCIL 500 capsules
e3zE.,AMOXICILLIN 125mg/sachet sugar free powder
e3zF.,AMOXIDENT 250mg capsules
e3zG.,AMOXIDENT 500mg capsules
e3za.,GALENAMOX 250mg/5mL suspension
e3zb.,GALENAMOX 125mg/5mL sugar free suspension
e3zc.,GALENAMOX 250mg/5mL sugar free suspension
e3zf.,*RIMOXALLIN 125mg/5mL syrup
e3zg.,*RIMOXALLIN 250mg capsules
e3zh.,*RIMOXALLIN 500mg capsules
e3zj.,*RIMOXALLIN 250mg/5mL syrup
e3zk.,AMOXICILLIN 125mg/5mL sugar free suspension
e3zl.,AMOXYCILLIN 500mg dispersible tablets
e3zm.,AMOXICILLIN 125mg/5mL syrup
e3zn.,AMOXICILLIN 250mg/5mL syrup
e3zo.,AMOXICILLIN 125mg/1.25mL paediatric suspension
e3zp.,AMOXYCILLIN powder 750mg/sachet
e3zq.,AMOXICILLIN powder 3g/sachet
e3zr.,AMOXICILLIN 250mg injection
e3zs.,AMOXICILLIN 500mg injection
e3zt.,AMOXICILLIN 1g injection
e3zu.,AMOXICILLIN 250mg/5mL sugar free suspension
e3zv.,AMOXYCILLIN 125mg s/f chewable tablets
e3zw.,AMOXYCILLIN 250mg s/f chewable tablets
e3zx.,AMOXYCILLIN 500mg s/f chewable tablets
e3zy.,AMOXYCILLIN 375mg s/f dispersible tablets
e3zz.,AMOXYCILLIN 750mg s/f dispersible tablets
e41..,AZLOCILLIN
e411.,*SECUROPEN 500mg injection
e412.,*SECUROPEN 1g injection
e413.,*SECUROPEN 2g injection
e414.,SECUROPEN 5g intravenous infusion x3
e415.,*SECUROPEN 5g injection
e416.,AZLOCILLIN 5g intravenous infusion
e41w.,*AZLOCILLIN 500mg injection
e41x.,*AZLOCILLIN 1g injection
e41y.,*AZLOCILLIN 2g injection
e41z.,*AZLOCILLIN 5g injection
e42..,CARBENICILLIN
e421.,*PYOPEN 1g injection
e422.,*PYOPEN 5g injection
e42y.,*CARBENICILLIN 1g injection
e42z.,*CARBENICILLIN 5g injection
e43..,CARFECILLIN SODIUM
e431.,*UTICILLIN 500mg tablets
e43z.,CARFECILLIN SODIUM 500mg tablets
e44..,TICARCILLIN
e441.,TICAR 1g injection
e442.,*TICAR 3g injection
e443.,*TICAR 5g injection
e444.,*TICAR 5g intravenous infusion
e445.,*TIMENTIN 800mg injection
e446.,*TIMENTIN 1.6g injection
e447.,TIMENTIN 3.2g injection
e44u.,TICARCILLIN+CLAVULANIC ACID 1.5g/100mg injection (pdr for recon)
e44v.,TICARCILLIN+CLAVULANIC ACID 3g/200mg injection (pdr for recon)
e44w.,*TICARCILLIN 1g injection
e44x.,*TICARCILLIN 3g injection
e44y.,*TICARCILLIN 5g injection
e44z.,TICARCILLIN 5g intravenous infusion
e51..,MECILLINAM
e511.,*SELEXIDIN 200mg injection
e512.,*SELEXIDIN 400mg injection
e513.,*MECILLINAM 400mg injection
e514.,*MECILLINAM 200mg injection
e52..,PIVMECILLINAM HYDROCHLORIDE
e521.,SELEXID 200mg tablets
e522.,SELEXID 100mg/sachet suspension
e52v.,PIVMECILLINAM 100mg/sachet suspension
e52w.,PIVMECILLINAM HYDROCHLORIDE 200mg tablets
e61..,CEFACLOR
e611.,*DISTACLOR 250mg capsules
e612.,DISTACLOR 125mg/5mL suspension
e613.,DISTACLOR 250mg/5mL suspension
e614.,CEFACLOR 250mg capsules
e615.,CEFACLOR 125mg/5mL suspension
e616.,CEFACLOR 250mg/5mL suspension
e617.,DISTACLOR 500mg capsules
e618.,CEFACLOR 500mg capsules
e619.,DISTACLOR MR 375mg m/r tablets
e61A.,KEFTID 250mg capsules
e61B.,KEFTID 500mg capsules
e61C.,CEFACLOR 125mg/5mL sugar free suspension
e61D.,CEFACLOR 250mg/5mL sugar free suspension
e61E.,KEFTID 125mg/5mL sugar free suspension
e61F.,KEFTID 250mg/5mL sugar free suspension
e61G.,BACTICLOR MR 375mg m/r tablets
e61a.,CEFACLOR 375mg m/r tablets
e61b.,DISTACLOR MR 500mg m/r tablets
e61c.,*CEFACLOR 500mg m/r tablets
e62..,CEFADROXIL
e621.,*BAXAN 500mg capsules
e622.,*BAXAN 125mg/5mL suspension
e623.,*BAXAN 250mg/5mL suspension
e624.,*BAXAN 500mg/5mL suspension
e625.,CEFADROXIL 125mg/5mL suspension
e626.,CEFADROXIL 250mg/5mL suspension
e627.,CEFADROXIL 500mg capsules
e62w.,*CEFADROXIL 500mg capsules
e62x.,*CEFADROXIL 500mg capsules
e62z.,CEFADROXIL 500mg/5mL suspension
e63..,CEFOTAXIME
e631.,*CLAFORAN 500mg injection
e632.,*CLAFORAN 1g injection
e633.,*CLAFORAN 2g injection
e634.,CEFOTAXIME 1g infusion (pdr for recon) vial with connector
e635.,CEFOTAXIME 2g infusion (pdr for recon) vial with connector
e636.,CLAFORAN 1g infusion (pdr for recon) vial with connector
e637.,CLAFORAN 2g infusion (pdr for recon) vial with connector
e63x.,CEFOTAXIME 500mg injection
e63y.,CEFOTAXIME 1g injection
e63z.,CEFOTAXIME 2g injection
e64..,CEFOXITIN
e641.,*MEFOXIN 1g injection
e642.,*MEFOXIN 2g injection
e64y.,*CEFOXITIN 1g injection
e64z.,*CEFOXITIN 2g injection
e65..,*CEFSULODIN SODIUM
e651.,*MONASPOR 500mg injection
e652.,*MONASPOR 1g injection
e65y.,CEFSULODIN SODIUM 500mg injection
e65z.,CEFSULODIN SODIUM 1g injection
e66..,CEFTAZIDIME
e661.,*FORTUM 250mg injection
e662.,FORTUM 500mg injection
e663.,FORTUM 1g injection
e664.,FORTUM 2g injection
e665.,*FORTUM 2g infusion
e666.,FORTUM 2g with saline infusion kit
e667.,FORTUM 3g injection
e668.,*KEFADIM 500mg injection
e669.,KEFADIM 1g injection
e66A.,*KEFADIM 2g injection
e66B.,KEFADIM 2g infusion
e66C.,FORTUM MONOVIAL 2g infusion (pdr for recon)
e66t.,CEFTAZIDIME 3g injection
e66u.,CEFTAZIDIME 2g with saline infusion kit
e66v.,*CEFTAZIDIME 250mg injection
e66w.,CEFTAZIDIME 500mg injection
e66x.,CEFTAZIDIME 1g injection
e66y.,CEFTAZIDIME 2g injection
e66z.,CEFTAZIDIME 2g infusion
e67..,CEFTIZOXIME
e671.,*CEFIZOX 500mg injection
e672.,*CEFIZOX 1g injection
e673.,*CEFIZOX 2g injection
e67x.,*CEFTIZOXIME 500mg injection
e67y.,*CEFTIZOXIME 1g injection
e67z.,*CEFTIZOXIME 2g injection
e68..,CEFUROXIME
e681.,ZINACEF 250mg injection
e682.,ZINACEF 750mg injection
e683.,ZINACEF 1.5g injection
e684.,ZINNAT 125mg tablets
e685.,*ZINNAT 250mg tablets
e686.,CEFUROXIME 125mg tablets
e687.,CEFUROXIME 250mg tablets
e688.,*ZINACEF 1.5g infusion
e689.,ZINNAT 125mg/5mL suspension
e68a.,CEFUROXIME 125mg/5mL suspension
e68b.,ZINNAT 125mg/sachet suspension
e68c.,CEFUROXIME 125mg/sach for suspension
e68d.,ZINACEF 750mg with saline infusion kit
e68e.,CEFUROXIME 750mg with saline infusion kit
e68f.,ZINACEF+METRONIDAZOLE 750mg/500mg infusion kit
e68g.,CEFUROXIME+METRONIDAZOLE 750mg/500mg infusion kit
e68h.,APROKAM 50mg powder for solution for injection
e68i.,CEFUROXIME 50mg powder for solution for injection
e68w.,*CEFUROXIME 1.5g infusion pdr
e68x.,CEFUROXIME 250mg injection
e68y.,CEFUROXIME 750mg injection
e68z.,CEFUROXIME 1.5g injection
e69..,CEFALEXIN
e691.,CEFALEXIN 250mg capsules
e692.,CEFALEXIN 500mg capsules
e693.,CEFALEXIN 250mg tablets
e694.,CEFALEXIN 500mg tablets
e695.,CEFALEXIN 125mg/5mL mixture
e696.,CEFALEXIN 250mg/5mL mixture
e697.,CEFALEXIN 500mg/5mL syrup
e698.,CEPOREX 250mg capsules
e699.,CEPOREX 500mg capsules
e69A.,*TENKOREX 250mg capsules
e69B.,*TENKOREX 500mg capsules
e69C.,*TENKOREX 125mg/5mL suspension
e69D.,*TENKOREX 250mg/5mL suspension
e69E.,*TENKOREX 500mg tablets
e69F.,*KIFLONE 500mg tablets
e69G.,*KIFLONE 250mg capsules
e69H.,*KIFLONE 500mg capsules
e69J.,*KIFLONE 125mg/5mL syrup
e69K.,*KIFLONE 250mg/5mL syrup
e69a.,CEPOREX 250mg tablets
e69b.,CEPOREX 500mg tablets
e69c.,CEPOREX 125mg/1.25mL paediatric drops
e69d.,*CEPOREX 125mg/5mL suspension
e69e.,*CEPOREX 250mg/5mL suspension
e69f.,CEPOREX 125mg/5mL syrup
e69g.,CEPOREX 250mg/5mL syrup
e69h.,CEPOREX 500mg/5mL syrup
e69i.,KEFLEX 250mg capsules
e69j.,KEFLEX 500mg capsules
e69k.,KEFLEX 250mg tablets
e69l.,KEFLEX 500mg tablets
e69m.,KEFLEX 125mg/5mL suspension
e69n.,KEFLEX 250mg/5mL suspension
e69o.,KEFLEX-C 125mg chewable tablets
e69p.,KEFLEX-C 250mg chewable tablets
e69q.,*CEPOREX 1g tablets
e69v.,CEFALEXIN 125mg/5mL syrup
e69w.,CEFALEXIN 250mg/5mL syrup
e69x.,*CEPHALEXIN 1g tablets
e69y.,CEPHALEXIN 125mg/1.25mL paediatric drops
e6a..,*CEPHALOTHIN
e6a1.,*KEFLIN 1g injection
e6az.,*CEPHALOTHIN 1g injection
e6b..,CEFAMANDOLE
e6b1.,*KEFADOL 500mg injection
e6b2.,*KEFADOL 1g injection
e6b3.,*KEFADOL 2g injection
e6bx.,*CEPHAMANDOLE 500mg injection
e6by.,*CEFAMANDOLE 1g injection
e6bz.,*CEPHAMANDOLE 2g injection
e6c..,CEFAZOLIN
e6c1.,*KEFZOL 500mg injection
e6c2.,*KEFZOL 1g injection
e6cy.,*CEFAZOLIN 500mg injection
e6cz.,*CEFAZOLIN 1g injection
e6d..,CEFRADINE
e6d1.,*VELOSEF 250mg capsules
e6d2.,*VELOSEF 500mg capsules
e6d3.,*VELOSEF 250mg/5mL syrup
e6d4.,*VELOSEF 500mg injection
e6d5.,*VELOSEF 1g injection
e6d6.,NICEF 250mg capsules
e6d7.,NICEF 500mg capsules
e6dv.,CEFRADINE 250mg capsules
e6dw.,CEFRADINE 500mg capsules
e6dx.,*CEFRADINE 250mg/5mL syrup
e6dy.,*CEFRADINE 500mg injection
e6dz.,*CEFRADINE 1g injection
e6e..,*LATAMOXEF DISODIUM
e6e1.,*MOXALACTAM 500mg injection
e6e2.,*MOXALACTAM 1g injection
e6e3.,*MOXALACTAM 2g injection
e6ex.,LATAMOXEF DISODIUM 500mg injection
e6ey.,LATAMOXEF DISODIUM 1g injection
e6ez.,LATAMOXEF DISODIUM 2g injection
e6f..,AZTREONAM
e6f1.,*AZACTAM 500mg injection
e6f2.,AZACTAM 1g injection
e6f3.,AZACTAM 2g injection
e6f4.,*AZACTAM 2g infusion
e6f5.,*AZTREONAM 500mg injection
e6f6.,AZTREONAM 1g injection
e6f7.,AZTREONAM 2g injection
e6f8.,*AZTREONAM 2g infusion
e6g..,IMIPENEM+CILASTATIN
e6g1.,IMIPENEM+CILASTATIN 250mg/250mg intravenous infusion (pdr for recon)
e6g2.,IMIPENEM+CILASTATIN 500mg/500mg intravenous infusion (pdr for recon)
e6g3.,PRIMAXIN IV 250mg intravenous infusion (pdr for recon)
e6g4.,PRIMAXIN IV 500mg intravenous infusion (pdr for recon)
e6g5.,PRIMAXIN IM 500mg intramuscular injection (pdr for recon)
e6g7.,IMIPENEM+CILASTATIN 500mg/500mg iv injection+transfer needle
e6g8.,*PRIMAXIN IV 500mg Monovial
e6h..,CEFIXIME
e6h1.,CEFIXIME 200mg tablets
e6h2.,CEFIXIME 100mg/5mL suspension
e6h3.,SUPRAX 200mg tablets
