CTV3Codes,Description
e69y.,Cephalexin 125mg/1.25mL paediatric drops
e69c.,Ceporex 125mg/1.25mL paediatric drops
e6a..,Cephalothin
e6az.,Cephalothin 1g injection
e6a1.,Keflin 1g injection
e6c..,Cefazolin
e6cy.,Cefazolin 500mg injection (pdr for recon)
e6c1.,Kefzol 500mg injection (pdr for recon)
e6cz.,Cefazolin 1g injection (pdr for recon)
e6c2.,Kefzol 1g injection (pdr for recon)
e6d..,Cefradine
e6dv.,Cefradine 250mg capsule
e6d6.,Nicef 250mg capsule
e6d1.,Velosef 250mg capsule
e6dw.,Cefradine 500mg capsule
e6d7.,Nicef 500mg capsule
e6d2.,Velosef 500mg capsule
e6dx.,Cefradine 250mg/5mL syrup
e6d3.,Velosef 250mg/5mL syrup
e6dy.,Cefradine 500mg injection (pdr for recon)
e6d4.,Velosef 500mg injection (pdr for recon)
e6dz.,Cefradine 1g injection (pdr for recon)
e6d5.,Velosef 1g injection (pdr for recon)
x01HS,Latamoxef
e6ex.,Latamoxef disodium 500mg injection
e6e1.,Moxalactam 500mg injection
e6ey.,Latamoxef disodium 1g injection
e6e2.,Moxalactam 1g injection
e6ez.,Latamoxef disodium 2g injection
e6e3.,Moxalactam 2g injection
e6e..,Latamoxef disodium
e61..,Cefaclor product
e614.,Cefaclor 250mg capsule
e611.,Distaclor 250mg capsule
e61A.,Keftid 250mg capsule
e618.,Cefaclor 500mg capsule
e617.,Distaclor 500mg capsule
e61B.,Keftid 500mg capsule
e61a.,Cefaclor 375mg m/r tablet
e61G.,Bacticlor MR 375mg m/r tablet
e619.,Distaclor MR 375mg m/r tablet
e61c.,Cefaclor 500mg m/r tablet
e61b.,Distaclor MR 500mg m/r tablet
e615.,Cefaclor 125mg/5mL suspension
e612.,Distaclor 125mg/5mL suspension
e61C.,Cefaclor 125mg/5mL s/f suspension
e61E.,Keftid 125mg/5mL s/f suspension
e616.,Cefaclor 250mg/5mL suspension
e613.,Distaclor 250mg/5mL suspension
e61D.,Cefaclor 250mg/5mL s/f suspension
e61F.,Keftid 250mg/5mL s/f suspension
e6p..,Cefprozil
e6p1.,Cefprozil 250mg tablet
e6p4.,Cefzil 250mg tablet
e6p2.,Cefprozil 500mg tablet
e6p5.,Cefzil 500mg tablet
e6p3.,Cefprozil 250mg/5mL oral suspension
e6p6.,Cefzil 250mg/5mL oral suspension
x01HU,Oral cefuroxime
e686.,Cefuroxime 125mg tablet
e684.,Zinnat 125mg tablet
e687.,Cefuroxime 250mg tablet
e685.,Zinnat 250mg tablet
e68a.,Cefuroxime 125mg/5mL suspension
e689.,Zinnat 125mg/5mL suspension
e68c.,Cefuroxime 125mg/sachet granules
e68b.,Zinnat 125mg/sachet granules
e68x.,Cefuroxime 250mg injection (pdr for recon)
e681.,Zinacef 250mg injection (pdr for recon)
e68y.,Cefuroxime 750mg injection (pdr for recon)
e682.,Zinacef 750mg injection (pdr for recon)
e68z.,Cefuroxime 1.5g injection (pdr for recon)
e683.,Zinacef 1.5g injection (pdr for recon)
e68e.,Cefuroxime 750mg infusion (pdr for recon)+saline kit
e68d.,Zinacef 750mg infusion (pdr for recon)+saline kit
e68w.,Cefuroxime 1.5g infusion (pdr for recon)
e688.,Zinacef 1.5g infusion (pdr for recon)
x001n,Cefuroxime+metronidazole
e68g.,Cefuroxime+metronidazole 750mg/500mg infusion kit
e68f.,Zinacef+Metronidazole 750mg/500mg infusion kit
e68i.,CEFUROXIME 50mg powder for solution for injection
e6b..,Cefamandole
e6bx.,Cephamandole 500mg injection
e6b1.,Kefadol 500mg injection
e6by.,Cefamandole 1g injection (pdr for recon)
e6b2.,Kefadol 1g injection (pdr for recon)
e6bz.,Cephamandole 2g injection
e6b3.,Kefadol 2g injection
e6h..,Cefixime
e6h1.,Cefixime 200mg tablet
e6h3.,Suprax 200mg tablet
e6h2.,Cefixime 100mg/5mL paediatric oral suspension
x00YU,Suprax 100mg/5mL paediatric oral suspension
e6h4.,Suprax 100mg/5mL paediatric suspension 37.5mL
e6h5.,Suprax 100mg/5mL paediatric suspension 75mL
e6h6.,Suprax 100mg/5mL paediatric suspension 50mL
e6h7.,SUPRAX 100mg/5mL paediatric suspension 100mL
e6j..,Cefodizime
e6j2.,Cefodizime 2g injection
e6j4.,Timecef 2g injection
e6j1.,Cefodizime 1g injection (pdr for recon)
e6j3.,Timecef 1g injection (pdr for recon)
e63..,Cefotaxime product
e63x.,Cefotaxime 500mg injection (pdr for recon)
e631.,Claforan 500mg injection (pdr for recon)
e63y.,Cefotaxime 1g injection (pdr for recon)
e632.,Claforan 1g injection (pdr for recon)
e63z.,Cefotaxime 2g injection (pdr for recon)
e633.,Claforan 2g injection (pdr for recon)
e634.,Cefotaxime 1g infusion (pdr for recon) vial with connector
e636.,Claforan 1g infusion (pdr for recon) vial with connector
e635.,Cefotaxime 2g infusion (pdr for recon) vial with connector
e637.,Claforan 2g infusion (pdr for recon) vial with connector
e6k..,Cefpodoxime
e6k0.,Cefpodoxime 100mg tablet
x00fg,Orelox 100mg tablet
e6k1.,Orelox 100mg tablets x10
e6k2.,Cefpodoxime 40mg/5mL paediatric suspension
e6k3.,Orelox 40mg/5mL paediatric suspension
x01HX,Cefsulodin
e65y.,Cefsulodin sodium 500mg injection (pdr for recon)
e651.,Monaspor 500mg injection (pdr for recon)
e65z.,Cefsulodin sodium 1g injection (pdr for recon)
e652.,Monaspor 1g injection (pdr for recon)
e65..,Cefsulodin sodium
e66..,Ceftazidime
e66v.,Ceftazidime 250mg injection (pdr for recon)
e661.,Fortum 250mg injection (pdr for recon)
e66w.,Ceftazidime 500mg injection (pdr for recon)
e662.,Fortum 500mg injection (pdr for recon)
e668.,Kefadim 500mg injection (pdr for recon)
e66x.,Ceftazidime 1g injection (pdr for recon)
e663.,Fortum 1g injection (pdr for recon)
e669.,Kefadim 1g injection (pdr for recon)
e66y.,Ceftazidime 2g injection (pdr for recon)
e664.,Fortum 2g injection (pdr for recon)
e66A.,Kefadim 2g injection (pdr for recon)
e66z.,Ceftazidime 2g infusion (pdr for recon)
e665.,Fortum 2g infusion (pdr for recon)
e66C.,Fortum Monovial 2g i-v infusion (pdr for recon)
e66B.,Kefadim 2g infusion (pdr for recon)
e66u.,Ceftazidime 2g infusion (pdr for recon)+saline kit
e666.,Fortum 2g infusion (pdr for recon)+saline kit
e66t.,Ceftazidime 3g injection
e667.,Fortum 3g injection (pdr for recon)
e6n..,Ceftibuten
e6n4.,Ceftibuten 400mg capsule
e6n1.,Cedax 400mg capsule
e6n5.,Ceftibuten 90mg/5mL oral suspension
e6n2.,Cedax 90mg/5mL oral suspension
e6n6.,Ceftibuten 180mg/5mL oral suspension
e6n3.,Cedax 180mg/5mL oral suspension
e67..,Ceftizoxime
e67x.,Ceftizoxime 500mg injection (pdr for recon)
e671.,Cefizox 500mg injection (pdr for recon)
e67y.,Ceftizoxime 1g injection (pdr for recon)
e672.,Cefizox 1g injection (pdr for recon)
e67z.,Ceftizoxime 2g injection (pdr for recon)
e673.,Cefizox 2g injection (pdr for recon)
e6m..,Ceftriaxone
e6m4.,Ceftriaxone 250mg injection (pdr for recon)
e6m1.,Rocephin 250mg injection (pdr for recon)
e6m5.,Ceftriaxone 1g injection (pdr for recon)
e6m2.,Rocephin 1g injection (pdr for recon)
e6m6.,Ceftriaxone 2g injection (pdr for recon)
e6m3.,Rocephin 2g injection (pdr for recon)
e6o..,Cefpirome
e6o1.,Cefpirome 1g injection (pdr for recon)
e6o3.,Cefrom 1g injection (pdr for recon)
e6o2.,Cefpirome 2g injection (pdr for recon)
e6o4.,Cefrom 2g injection (pdr for recon)
e6q..,CEFTAROLINE FOSAMIL
e6q1.,ZINFORO 600mg powder for conc for solution for infusion
e6q2.,CEFTAROLINE FOSAMIL 600mg powder for solution for injection
e6r..,CEFTOBIPROLE
e6r1.,ZEVTERA 500mg powder for conc for soln for infusion
e6r2.,CEFTOBIPROLE 500mg powder for solution for injection
e6s..,CEFTOLOZANE+TAZOBACTAM
e6s1.,ZERBAXA 1g/0.5g powder for concentrate for soln for infusion
e6s2.,CEFTOLOZANE+TAZOBACTAM 1g/0.5g powder for soln for injection
x01HY,Cephamycin
e64y.,Cefoxitin 1g injection (pdr for recon)
e641.,Mefoxin 1g injection (pdr for recon)
e64z.,Cefoxitin 2g injection (pdr for recon)
e642.,Mefoxin 2g injection (pdr for recon)
x01HZ,Oral chloramphenicol
eb2u.,Chloramphenicol 250mg capsule
eb21.,Chloromycetin 250mg capsule
eb2v.,Chloramphenicol 125mg/5mL suspension
eb22.,Chloromycetin 125mg/5mL suspension
eb2w.,Chloramphenicol 300mg injection (pdr for recon)
eb23.,Chloromycetin 300mg injection (pdr for recon)
eb2z.,Chloramphenicol 1g injection (pdr for recon)
eb26.,Kemicetine 1g injection (pdr for recon)
eb2x.,Chloramphenicol 1.2g injection (pdr for recon)
eb24.,Chloromycetin 1.2g injection (pdr for recon)
ebD..,Daptomycin
ebDy.,DAPTOMYCIN 500mg powder for solution for injection
ebD2.,CUBICIN 500mg powder for solution for injection
ebDz.,Daptomycin 350mg powder for solution for injection
ebD1.,Cubicin 350mg powder for solution for injection
x01Hf,Fosfomycin
egA4.,Fosfomycin 2g/sachet granules for suspension
egA2.,Monuril Paediatric 2g/sachet granules for suspension
egA3.,Fosfomycin 3g/sachet granules for suspension
egA1.,Monuril 3g/sachet granules for suspension
egA..,Fosfomycin trometamol
x01Hg,Oral fusidic acid
eb4y.,Fusidic acid 250mg/5mL suspension
eb42.,Fucidin 250mg/5mL suspension
eg3..,Methenamine hippurate
eg3z.,Methenamine hippurate 1g tablet
eg31.,Hiprex 1g tablet
ea2..,Lincomycin
ea2x.,Lincomycin 500mg capsule
ea21.,Lincocin 500mg capsule
ea2y.,Lincomycin 250mg/5mL syrup
ea22.,Lincocin 250mg/5mL syrup
ea2z.,Lincomycin 600mg/2mL injection
ea23.,Lincocin 600mg/2mL injection
ebB..,Linezolid
ebBz.,Linezolid 600mg tablet
ebB1.,Zyvox 600mg tablet
ebBx.,Linezolid 100mg/5mL granules for oral suspension
ebB3.,Zyvox 100mg/5mL granules for oral suspension
ebBy.,Linezolid 600mg/300mL infusion solution
ebB2.,Zyvox 600mg/300mL infusion solution
e931.,Azithromycin 250mg capsule
e933.,Zithromax 250mg capsule
e937.,Azithromycin 500mg tablet
e938.,Zithromax 500mg tablet
e932.,Azithromycin 200mg/5mL oral suspension
x00Y1,Zithromax 200mg/5mL oral suspension
e934.,Zithromax 40mg/mL suspension 15mL
e935.,Zithromax 40mg/mL suspension 22.5mL
e936.,Zithromax 40mg/mL suspension 30mL
e939.,CLAMELLE AZITHROMYCIN 500mg tablets
e93C.,ZEDBAC 500mg powder for solution for infusion
e93D.,AZITHROMYCIN 500mg powder for solution for injection
e92..,Clarithromycin
e921.,Clarithromycin 250mg tablet
x00fR,Klaricid 250mg tablet
e922.,Klaricid 250mg tablets 14CP
e927.,Clarithromycin 500mg tablet
e928.,Klaricid 500mg tablet
e929.,Clarithromycin 500mg m/r tablet
e92A.,Klaricid XL 500mg m/r tablet
e923.,Clarithromycin 125mg/5mL paediatric suspension
e924.,Klaricid 125mg/5mL paediatric suspension
e92D.,Clarithromycin 250mg/5mL paediatric suspension
e92E.,Klaricid 250mg/5mL paediatric suspension
e92B.,Clarithromycin 250mg/sachet granules
e92C.,Klaricid adult 250mg/sachet granules
e92F.,Clarithromycin 125mg granules straw
e92G.,Clarosip 125mg granules straw
e92H.,Clarithromycin 187.5mg granules straw
e92I.,Clarosip 187.5mg granules straw
e92J.,Clarithromycin 250mg granules straw
e92K.,Clarosip 250mg granules straw
e925.,Clarithromycin 500mg injection (pdr for recon)
e926.,Klaricid IV 500mg injection (pdr for recon)
e92L.,XETININ XL 500mg m/r tablets
e92M.,FEBZIN XL 500mg m/r tablets
e92N.,MYCIFOR XL 500mg m/r tablets
x01Ho,Oral erythromycin
e91y.,Erymax Sprinkle 125mg capsule
e911.,Erythromycin 250mg e/c tablet
e918.,Erycen 250mg e/c tablet
e91h.,Erythromid 250mg e/c tablet
e91s.,Ilotycin 250mg tablet
e91t.,Retcin 250mg e/c tablet
e91H.,Rommix 250 e/c tablet
x00LB,Erythromycin 500mg e/c tablet
e919.,Erycen 500mg e/c tablet
e91i.,Erythromid DS 500mg e/c tablet
e91J.,Rommix 500 e/c tablet
e912.,Erythromycin 500mg tablet
e91n.,Erythroped A 500mg tablet
e91p.,Ilosone 500mg tablet
e913.,Erythromycin stearate 250mg tablet
e91e.,Erythrolar 250mg tablet
e91b.,Erythrocin 250mg tablet
e914.,Erythromycin stearate 500mg tablet
e91f.,Erythrolar 500mg tablet
e91c.,Erythrocin 500mg tablet
e91L.,Erythromycin 250mg capsule
e91o.,Ilosone 250mg capsule
e91X.,Erythromycin 250mg e/c granules in capsule
e91a.,Erymax 250mg e/c granules in capsule
e91I.,Kerymax 250mg e/c granules in capsule
e91S.,Tiloryth 250mg e/c granules in capsule
e91u.,Erythromycin 125mg/5mL suspension
e91U.,Arpimycin 125mg/5mL suspension
e91j.,Erythroped PI 125mg/5mL suspension
e91q.,Ilosone 125mg/5mL suspension
x04xD,Primacine 125mg/5mL suspension
e91Z.,Primacine 125mg/5mL suspension 100mL
e951.,Primacine 125mg/5mL suspension 140mL
e91G.,Rommix 125 suspension
e91v.,Erythromycin 250mg/5mL suspension
e91V.,Arpimycin 250mg/5mL suspension
e91g.,Erythrolar 250mg/5mL suspension
x00eN,Erythroped 250mg/5mL suspension
e91k.,Erythroped 250mg/5mL suspension 140mL
e91r.,Ilosone Forte 250mg/5mL suspension
x04xE,Primacine 250mg/5mL suspension
e952.,Primacine 250mg/5mL suspension 100mL
e953.,Primacine 250mg/5mL suspension 140mL
e91w.,Erythromycin 500mg/5mL suspension
e91W.,Arpimycin 500mg/5mL suspension
e91m.,Erythroped Forte 500mg/5mL suspension
x04xF,Primacine 500mg/5mL suspension
e954.,Primacine 500mg/5mL suspension 100mL
e955.,Primacine 500mg/5mL suspension 140mL
e91E.,Erythromycin 125mg/5mL s/f suspension
e915.,Arpimycin 125mg/5mL s/f suspension
x00eO,Erythroped PI SF 125mg/5mL suspension
e91C.,Erythroped P.I. 125mg/5mL sugar free suspension 140mL
e91F.,Erythromycin 250mg/5mL s/f suspension
e916.,Arpimycin 250mg/5mL s/f suspension
e91T.,Erymin 250mg/5mL s/f suspension
x00eP,Erythroped SF 250mg/5mL suspension
e91D.,Erythroped 250mg/5mL sugar free suspension 140mL
e91R.,Erythromycin 500mg/5mL s/f suspension
e917.,Arpimycin 500mg/5mL s/f suspension
e91Y.,Erythroped Forte SF 500mg/5mL s/f suspension
e91M.,Erythromycin 125mg/sachet granules
e91B.,Erythroped PI 125mg/sachet granules
e91N.,Erythromycin 250mg/sachet granules
e91z.,Erythroped 250mg/sachet granules
e91l.,Erythroped 250mg/sachet sugar free granules
e91P.,Erythromycin 500mg/sachet granules
e91A.,Erythroped Forte 500mg/sachet granules
e91Q.,Erythromycin 1g/sachet granules
e91x.,Erythroped A 1g/sachet granules
e91d.,Erythromycin 1g infusion (pdr for recon)
e91K.,Erythrocin 1g infusion (pdr for recon)
e94..,Spiramycin
e943.,Spiramycin 125mg/5mL syrup
e944.,Rovamycine 125mg/5mL syrup
e941.,Spiramycin 250mg tablet
e942.,Rovamycine 250mg tablet
e96..,Telithromycin
e961.,Telithromycin 400mg tablet
e96a.,Ketek 400mg tablet
e6f5.,Aztreonam 500mg injection (pdr for recon)
e6f1.,Azactam 500mg injection (pdr for recon)
e6f6.,Aztreonam 1g injection (pdr for recon)
e6f2.,Azactam 1g injection (pdr for recon)
e6f7.,Aztreonam 2g injection (pdr for recon)
e6f3.,Azactam 2g injection (pdr for recon)
e6f8.,Aztreonam 2g infusion
e6f4.,Azactam 2g infusion
eg1..,Nitrofurantoin
eg11.,Nitrofurantoin 50mg tablet
eg13.,Furadantin 50mg tablet
eg18.,Urantoin 50mg tablet
eg12.,Nitrofurantoin 100mg tablet
eg14.,Furadantin 100mg tablet
eg19.,Urantoin 100mg tablet
eg1y.,Nitrofurantoin 50mg capsule
eg16.,Macrodantin 50mg capsule
eg1z.,Nitrofurantoin 100mg capsule
eg17.,Macrodantin 100mg capsule
eg1w.,Nitrofurantoin 100mg m/r capsule
eg1A.,Macrobid 100mg m/r capsule
eg1x.,Nitrofurantoin 25mg/5mL s/f suspension
eg15.,Furadantin 25mg/5mL s/f suspension
eg1B.,GENFURA 50mg tablets
eg1C.,GENFURA 100mg tablets
x01Hu,Oral metronidazole
ef11.,Metronidazole 200mg tablet
ef1c.,Flagyl 200mg tablet
ef1l.,Metrolyl 200mg tablet
ef1r.,Nidazol 200mg tablet
ef1s.,Vaginyl 200mg tablet
ef1u.,Zadstat 200mg tablet
ef12.,Metronidazole 400mg tablet
ef1d.,Flagyl 400mg tablet
ef1m.,Metrolyl 400mg tablet
ef1t.,Vaginyl 400mg tablet
ef1D.,Metronidazole 500mg tablet
ef1A.,Metronidazole 200mg/5mL suspension
x025m,Flagyl S 200mg/5mL suspension
ef1g.,FLAGYL S suspension 100mL
ef1j.,Flagyl S suspension 50mL
x00eV,Norzol 200mg/5mL suspension
ef13.,Metronidazole 100mg/20mL infusion
ef1e.,Flagyl 100mg/20mL infusion
ef1f.,Flagyl bottle 0.5g/100mL intravenous infusion
ef16.,Metronidazole 500mg/100mL infusion bag
ef19.,Elyzol 500mg/100mL intravenous infusion
ef1y.,Flagyl 500mg/100mL infusion
ef1o.,Metrolyl 500mg/100mL intravenous infusion bag
ef1C.,Metrovex 500mg/100mL infusion bag
ef1z.,Metrozol 500mg/100mL infusion
ef1v.,Zadstat 500mg/100mL infusion
ef15.,Metronidazole 500mg/100mL infusion
ef14.,Metronidazole 500mg/500mL intravenous infusion
ef1n.,Metrolyl 500mg/100mL intravenous infusion amp
el1..,Nimorazole
el1z.,Nimorazole 500mg tablet
el11.,Naxogin 500mg tablet
ef2..,Tinidazole
ef2x.,Tinidazole 500mg tablet
ef21.,Fasigyn 500mg tablet
ef2y.,Tinidazole 800mg/400mL intravenous infusion
ef22.,Fasigyn 800mg/400mL intravenous infusion
ef2z.,Tinidazole 1.6g/800mL intravenous infusion
ef23.,Fasigyn 1.6g/800mL intravenous infusion
ef,Metronidazole and tinidazole
e31..,Amoxicillin
x01Hy,Oral amoxycillin
e311.,Amoxicillin 250mg capsule
e31n.,Almodan 250mg capsule
e3z5.,Amix 250 capsule
e31G.,Amopen 250mg capsule
e3z1.,Amoram 250mg capsule
e315.,Amoxil 250mg capsule
e313.,Amoxidin 250mg capsule
e3zF.,Amoxident 250mg capsule
e31R.,Amoxymed 250mg capsule
e31E.,Amrit 250mg capsule
e3z7.,Galenamox 250mg capsule
e3zA.,Galenamox TP 250mg capsule
e3A1.,Respillin 250mg capsule
e3zg.,Rimoxallin 250mg capsule
e3zC.,Zoxycil 250 capsule
e312.,Amoxicillin 500mg capsule
e31o.,Almodan 500mg capsule
e3z6.,Amix 500 capsule
e31H.,Amopen 500mg capsule
e3z2.,Amoram 500mg capsule
e314.,Amoxidin 500mg capsule
e3zG.,Amoxident 500mg capsule
e316.,Amoxil 500mg capsule
e31F.,Amrit 500mg capsule
e3z8.,Galenamox 500mg capsule
e3zB.,Galenamox TP 500mg capsule
e3A2.,Respillin 500mg capsule
e3zh.,Rimoxallin 500mg capsule
e3zD.,Zoxycil 500 capsule
e3zy.,Amoxycillin 375mg s/f dispersible tablet
e31K.,Flemoxin Solutab 375mg s/f dispersible tablet
e3zl.,Amoxycillin 500mg s/f dispersible tablet
e317.,Amoxil 500mg s/f dispersible tablet
e3zz.,Amoxycillin 750mg s/f dispersible tablet
e31L.,Flemoxin Solutab 750mg s/f dispersible tablet
e3zv.,Amoxycillin 125mg s/f chewable tablet
e31M.,Amoxil Fiztab 125mg s/f chewable tablet
e3zw.,Amoxycillin 250mg s/f chewable tablet
e31N.,Amoxil Fiztab 250mg s/f chewable tablet
e3zx.,Amoxycillin 500mg s/f chewable tablet
e31O.,Amoxil Fiztab 500mg s/f chewable tablet
e3zm.,Amoxicillin 125mg/5mL oral suspension
e31p.,Almodan 125mg/5mL syrup
e31I.,Amopen 125mg/5mL suspension
e31S.,Amoxymed 125mg/5mL syrup
e31C.,Amrit 125mg/5mL suspension
e3z9.,Galenamox 125mg/5mL suspension
e3A3.,Respillin 125mg/5mL oral suspension
e3zf.,Rimoxallin 125mg/5mL syrup
e318.,Amoxil 125mg/5mL syrup
e3zn.,Amoxicillin 250mg/5mL oral suspension
e31q.,Almodan 250mg/5mL syrup
e31J.,Amopen 250mg/5mL suspension
e31D.,Amrit 250mg/5mL suspension
e3za.,Galenamox 250mg/5mL suspension
e3A4.,Respillin 250mg/5mL oral suspension
e3zj.,Rimoxallin 250mg/5mL syrup
e3zk.,Amoxicillin 125mg/5mL s/f oral suspension
e31V.,Almodan 125mg/5mL sugar free syrup
e31A.,Amix 125 s/f suspension
e3z3.,Amoram 125mg/5mL s/f suspension
e319.,Amoxil SF 125mg/5mL s/f suspension
e3zb.,Galenamox 125mg/5mL s/f suspension
e3A5.,Respillin 125mg/5mL s/f suspension
e3zu.,Amoxicillin 250mg/5mL s/f oral suspension
e31W.,Almodan 250mg/5mL sugar free syrup
e31B.,Amix 250 s/f suspension
e3z4.,Amoram 250mg/5mL s/f suspension
e31a.,Amoxil SF 250mg/5mL s/f suspension
e3zc.,Galenamox 250mg/5mL s/f suspension
e3A6.,Respillin 250mg/5mL s/f suspension
e3zo.,Amoxicillin 125mg/1.25mL paediatric suspension
e31b.,Amoxil 125mg/1.25mL paediatric suspension
e3zE.,Amoxicillin 125mg/sachet s/f powder
e3zp.,Amoxycillin 750mg/sachet s/f powder
e31c.,Amoxil 750mg/sachet s/f powder
e3zq.,Amoxicillin 3g/sachet s/f powder
e31d.,Amoxil 3g/sachet s/f powder
