V2Codes,Description
bd1P.,PROPRANOLOL HYDROCHLORIDE 10mg/5mL syrup
bdn6.,PROPRANOLOL HYDROCHLORIDE 40mg/5mL sugar free oral solution
bd1Q.,PROPRANOLOL HYDROCHLORIDE 40mg/5mL syrup
bd1Y.,PROPRANOLOL HYDROCHLORIDE 50mg/5mL sugar free oral solution
bd1W.,PROPRANOLOL HYDROCHLORIDE 5mg/5mL sugar free oral solution
bd1R.,PROPRANOLOL HYDROCHLORIDE 80mg/5mL syrup
bdn4.,RAPRANOL SR 160mg m/r capsules
bd21.,SECTRAL 100mg capsules
bd22.,SECTRAL 200mg capsules
bd23.,SECTRAL 400mg tablets
bd8e.,SLOW-TRASICOR 160mg m/r tablets
bdc4.,SOTACOR 80mg tablets
bdcw.,SOTALOL 200mg tablets
bdcu.,SOTALOL 40mg tablets
bdcv.,SOTALOL 80mg tablets
bdc..,SOTALOL HYDROCHLORIDE
bdn5.,SYPROL 40mg/5mL oral solution
bdn1.,SYPROL 50mg/5mL oral solution
bd1Z.,SYPROL 5mg/5mL oral solution
bd31.,TENORMIN 100mg tablets
bd32.,TENORMIN 25mg/5mL syrup
bd33.,TENORMIN 5mg/10mL injection
bd34.,TENORMIN LS 50mg tablets
bddz.,TIMOLOL 10mg tablets
bd58.,TRANDATE 100mg tablets
bd59.,TRANDATE 200mg tablets
bd5a.,TRANDATE 400mg tablets
bd57.,TRANDATE 50mg tablets
bda2.,VISKEN 15mg tablets
bda1.,VISKEN 5mg tablets
bdfJ.,VIVACOR 10mg tablets
bdfK.,VIVACOR 5mg tablets
"bden,",ATENOLOL + CHLORTHALIDONE 100mg/25mg tablets
bdez.,ATENOLOL + NIFEDIPINE 50mg/20mg m/r capsules
bdem.,ATENOLOL + CHLORTHALIDONE 50mg/12.5mg tablets
bdey.,ATENOLOL + CO-AMILOZIDE 50mg/2.5mg/25mg capsules
bd4..,BETAXOLOL HCL [B BLOCKER]
bd41.,*KEROLONE 20mg tablets
bd4z.,BETAXOLOL HYDROCHLORIDE 20mg tablets
bdk..,ESMOLOL HYDROCHLORIDE
bdk1.,ESMOLOL HCL 2.5g/10ml injection
bdk2.,ESMOLOL HCL 100mg/10ml injection
bdk3.,BREVIBLOC CONCENTRATE 2.5g/10ml injection
bdk4.,BREVIBLOC 100mg/10ml injection
bdk5.,ESMOLOL HYDROCHLORIDE 10mg/ml infusion solution
bdk6.,BREVIBLOC 10mg/ml injection
bdk7.,ESMOLOL HYDROCHLORIDE 2.5g powder solution for injection
bdd..,TIMOLOL MALEATE [B-BLOCKER]
bdd1.,*BETIM 10mg tablets
bdd2.,*BLOCADREN 10mg tablets
