CTV3Codes,Description
bdfx.,Bisoprolol fumarate 2.5mg tablet
bdfy.,Bisoprolol fumarate 3.75mg tablet
bdf1.,Bisoprolol fumarate 5mg tablet
bdfz.,Bisoprolol fumarate 7.5mg tablet
bdd2.,Blocadren 10mg tablet
bdf9.,Cardicor 1.25mg tablet
bdfE.,Cardicor 10mg tablet
bdfA.,Cardicor 2.5mg tablet
bdfB.,Cardicor 3.75mg tablet
bdfC.,Cardicor 5mg tablet
bdfD.,Cardicor 7.5mg tablet
bd1t.,Cardinol 10mg tablet
bd1w.,Cardinol 160mg tablet
bd1u.,Cardinol 40mg tablet
bd1v.,Cardinol 80mg tablet
bdl..,Carvedilol
bdl3.,Carvedilol 12.5mg tablet
bdl4.,Carvedilol 25mg tablet
bdl5.,Carvedilol 3.125mg tablet
bdl6.,Carvedilol 6.25mg tablet
bdj3.,Celectol 200mg tablet
bdj2.,Celectol 200mg tablets 28-CP
bdj5.,Celectol 400mg tablet
x01C2,Celiprolol
bdj..,Celiprolol hydrochloride
bdj1.,Celiprolol hydrochloride 200mg tablet
bdj4.,Celiprolol hydrochloride 400mg tablet
bdfL.,Congescor 1.25mg tablet
bdfM.,Congescor 2.5mg tablet
bd71.,Corgard 40mg tablet
bd72.,Corgard 80mg tablet
bdf6.,Emcor 10mg tablet
bdf5.,Emcor LS 5mg tablet
bdl1.,Eucardic 12.5 tablet
bdl2.,Eucardic 25 tablet
bdl7.,Eucardic 3.125 tablet
bdl8.,Eucardic 6.25 tablet
bd1L.,Half Beta-Prograne 80mg m/r capsule
bd1S.,Half Propanix LA 80mg m/r capsule
bd1U.,Half Propatard LA 80mg m/r capsule
bd1K.,Half-Betadur CR 80mg m/r capsule
bd1l.,Half-Inderal LA 80mg m/r capsule
bdm2.,HYPOLOC 5mg tablets
bd1m.,Inderal 10mg tablet
bd1n.,Inderal 40mg tablet
bd1o.,Inderal 80mg tablet
x00Te,Inderal Retard 160mg m/r capsule
bd1r.,Inderal-LA 160mg m/r capsule
x01C7,Labetalol
bd5t.,Labetalol 100mg tablets
bd5u.,Labetalol 200mg tablets
bd5y.,Labetalol 400mg tablet
bd5..,Labetalol hydrochloride
bd51.,Labetalol hydrochloride 100mg tablet
bd5z.,Labetalol hydrochloride 100mg/20mL injection
bd52.,Labetalol hydrochloride 200mg tablet
bd53.,Labetalol hydrochloride 400mg tablet
bd5v.,Labetalol hydrochloride 50mg tablet
bd5c.,Labetalol hydrochloride 50mg/10mL prefilled syringe
bd54.,Labrocol 100mg tablet
bd55.,Labrocol 200mg tablet
bd56.,Labrocol 400mg tablet
bd8c.,Laracor 160mg tablet
bd89.,Laracor 20mg tablet
bd8a.,Laracor 40mg tablet
bd8b.,Laracor 80mg tablet
bd1O.,Lopranol LA 160mg m/r capsule
bd66.,Lopresor 100mg tablet
bd65.,Lopresor 50mg tablet
bd6a.,Lopresor 5mg/5mL injection
bd6b.,Lopresor SR 200mg m/r tablet
bd68.,Mepranix 100mg tablet
bd67.,Mepranix 50mg tablet
x01C4,Metoprolol
bdh1.,Metoprolol fumarate 190mg tablet
bdh2.,Metoprolol fumarate 95mg tablet
bd6w.,Metoprolol tartrate 100mg tablet
bd6z.,Metoprolol tartrate 200mg m/r tablet
bd6x.,Metoprolol tartrate 50mg tablet
bd6y.,Metoprolol tartrate 5mg/5mL injection
bdh3.,Metoros 190mg tablet
bdh4.,Metoros 95mg tablet
x007v,Modified release oxprenolol
x007w,Modified release propranolol
bdf4.,Monocor 10mg tablet
bdf3.,Monocor 5mg tablet
bdf7.,Monozide 10 tablet
bd7..,Nadolol
bd7y.,Nadolol 40mg tablet
bd7z.,Nadolol 80mg tablet
bdm1.,Nebilet 5mg tablet
bdm..,Nebivolol
bdmy.,NEBIVOLOL 2.5mg tablets
bdmz.,Nebivolol 5mg tablet
x01CE,Oral propranolol
x01CH,Oral sotalol
x01CK,Oral timolol
x01CA,Oxprenolol
bd8u.,Oxprenolol hydrochloride 160mg m/r tablet
bd84.,Oxprenolol hydrochloride 160mg tablet
bd81.,Oxprenolol hydrochloride 20mg tablet
bd82.,Oxprenolol hydrochloride 40mg tablet
bd83.,Oxprenolol hydrochloride 80mg tablet
bd8o.,Oxyprenix SR 160mg m/r tablet
x01CI,Parenteral sotalol
bd8n.,Paritane 160mg tablet
bd8k.,Paritane 20mg tablet
bd8l.,Paritane 40mg tablet
bd8m.,Paritane 80mg tablet
bda..,Pindolol
bdaz.,Pindolol 15mg tablet
bday.,Pindolol 5mg tablet
bd1N.,Probeta LA 160mg m/r capsule
bd1A.,Propanix 10mg tablet
bd1B.,Propanix 40mg tablet
bd1C.,Propanix 80mg tablet
bd1T.,Propanix LA 160mg m/r capsule
bd1E.,Propanix SR 160mg m/r capsule
bd1V.,Propatard LA 160mg m/r capsule
x01CD,Propranolol
bd11.,Propranolol hydrochloride 10mg tablet
bd1X.,Propranolol hydrochloride 10mg/5mL s/f oral solution
bd1x.,Propranolol hydrochloride 160mg m/r capsule
bd14.,Propranolol hydrochloride 160mg tablet
bd12.,Propranolol hydrochloride 40mg tablet
bd1Y.,Propranolol hydrochloride 50mg/5mL s/f oral solution
bd1W.,Propranolol hydrochloride 5mg/5mL s/f oral solution
bd1y.,Propranolol hydrochloride 80mg m/r capsule
bd13.,Propranolol hydrochloride 80mg tablet
bdn4.,Rapranol SR 160mg m/r capsule
bdn3.,Rapranol SR 80mg m/r capsule
bd21.,Sectral 100mg capsule
bd24.,Sectral 10mg/2mL injection
bd22.,Sectral 200mg capsule
bd23.,Sectral 400mg tablet
bd1s.,Sloprolol 160mg m/r capsule
bd1M.,Sloprolol 80mg m/r capsule
bd8d.,Slow-Pren 160mg m/r tablet
bd8e.,Slow-Trasicor 160mg m/r tablet
bdfI.,Soloc 10mg tablet
bdfH.,Soloc 5mg tablet
bdc7.,Sotacor 100mg/10mL injection
bdc6.,Sotacor 10mg/5mL injection
bdc5.,Sotacor 160mg tablet
bdc8.,Sotacor 40mg/4mL injection
bdc4.,Sotacor 80mg tablet
x01CG,Sotalol
bdcz.,Sotalol hydrochloride 100mg/10mL injection
bdcy.,Sotalol hydrochloride 10mg/5mL injection
bdcx.,Sotalol hydrochloride 160mg tablet
bdcw.,Sotalol hydrochloride 200mg tablet
bdcu.,Sotalol hydrochloride 40mg tablet
bdcs.,Sotalol hydrochloride 40mg/4mL injection
bdcv.,Sotalol hydrochloride 80mg tablet
bd1z.,Syprol 10mg/5mL oral solution
bdn1.,Syprol 50mg/5mL oral solution
bd1Z.,Syprol 5mg/5mL oral solution
bd31.,Tenormin 100mg tablet
bd3c.,Tenormin 25 tablet
bd32.,Tenormin 25mg/5mL syrup
bd33.,Tenormin 5mg/10mL injection
bd37.,Tenormin CCU pack
bd34.,Tenormin LS 50mg tablet
bd6e.,Tensomex 100mg tablet
x01CJ,Timolol
bd3i.,Totamol 100mg tablet
bd3k.,Totamol 25mg tablet
bd3h.,Totamol 50mg tablet
bd58.,Trandate 100mg tablet
bd5b.,Trandate 100mg/20mL injection
bd59.,Trandate 200mg tablet
bd5a.,Trandate 400mg tablet
bd57.,Trandate 50mg tablet
bd8i.,Trasicor 160mg tablet
bd8f.,Trasicor 20mg tablet
bd8j.,Trasicor 2mg injection
bd8g.,Trasicor 40mg tablet
bd8h.,Trasicor 80mg tablet
x00Tr,Trasicor Retard 160mg m/r tablet
bd3e.,Vasaten 100mg tablet
bd3d.,Vasaten 50mg tablet
bda2.,Visken 15mg tablet
bda1.,Visken 5mg tablet
bdfJ.,Vivacor 10mg tablet
bdfK.,Vivacor 5mg tablet
x0004,Acebutalol + diuretic
bdex.,Acebutalol + hydrochlorothiazide 200mg/12.5mg
x0010,Atenolol + diuretic
x02RK,Atenolol + chlortalidone
bdem.,Co-tenidone 50mg/12.5mg tablet
bdeo.,AtenixCo 50mg/12.5mg tablet
bdeq.,Tenchlor 50mg/12.5mg tablet
bdeg.,Tenoret 50 tablet
bdeN.,Totaretic 50mg/12.5mg
bden.,Co-tenidone 100mg/25mg tablet
bdep.,AtenixCo 100mg/12.5mg tablet
bder.,Tenchlor 100mg/12.5mg tablet
bdeh.,Tenoretic tablet
bdeO.,Totaretic 100mg/12.5mg
x03jn,Atenolol + bendroflumethiazide
bdeP.,Atenolol + bendroflumethiazide 25mg/1.25mg capsule
x03jo,Atenolol + co-amilozide
bdey.,Atenolol + co-amilozide 50mg/2.5mg/25mg capsule
bde7.,Kalten capsule
x01C0,Betaxolol
bd4z.,Betaxolol hydrochloride 20mg tablet
bd41.,Kerlone 20mg tablet
bd4..,Betaxolol HCL [b-blocker]
bdf8.,Bisoprolol fumarate + hydrochlorothiazide 10mg/6.25mg tablet
x01C3,Esmolol
bdk2.,Esmolol hydrochloride 100mg/10ml injection
bdk4.,Brevibloc 100mg/10ml injection
bdk1.,Esmolol hydrochloride 2.5g/10ml injection concentrate
bdk3.,Brevibloc Concentrate 2.5g/10ml injection
bdk5.,Esmolol 10mg/ml infusion solution
bdk6.,Brevibloc 10mg/ml infusion solution
bdk..,Esmolol hydrochloride product
bdk7.,Esmolol hydrochloride 2.5g powder for solution for injection
bdeC.,Metoprolol tartrate + chlorthalidone 100mg/12.5mg tablet
bde9.,Lopresoretic tablet
bdeB.,Metoprolol tartrate + hydrochlorothiazide 200mg/25mg m/r tab
bde2.,Co-Betaloc SA tablet
bdeA.,Metoprolol tartrate + hydrochlorothiazide 100mg/12.5mg m/r tab
bde1.,Co-Betaloc tablet
bdeD.,Nadolol + bendrofluazide 40mg/5mg tablet
bde3.,Corgaretic 40mg tablet
bdeE.,Nadolol + bendrofluazide 80mg/5mg tablet
bde4.,Corgaretic 80mg tablet
x008y,Oxprenolol + diuretic
x02SC,Co-prenozide
bdeu.,Co-prenozide 160mg/0.25mg m/r tablet
bdej.,Trasidrex tablet
bdel.,Co-prenozide tablet
bdeG.,Pindolol + clopamide 10mg/5mg tablet
bdek.,Viskaldix tablet
bdew.,Propranolol HCL + bendrofluazide 160mg/5mg capsule
bde6.,Inderex capsule
bdev.,Propranolol HCL + bendrofluazide 80mg/2.5mg capsule
bde5.,Inderetic capsule
x00B4,Sotalol + diuretic
bdeJ.,Sotalol hydrochloride + hydrochlorothiazide 80mg/12.5mg tablet
bdei.,Tolerzide tablet
bdeH.,Sotalol hydrochloride + hydrochlorothiazide 160mg/25mg tablet
bdee.,Sotazide tablet
bddz.,Timolol maleate 10mg tablet
x00BL,Timolol maleate + diuretic
bdeL.,Timolol maleate + bendroflumethiazide 10mg/2.5mg
bdeb.,Prestim tablet
bdeM.,Timolol maleate + bendroflumethiazide 20mg/5mg
bdec.,Prestim Forte tablet
bdeK.,Timolol maleate + co-amilozide 10mg/2.5mg/25mg tablet
bdea.,Moducren tablet
