V2Codes,Description
1Z1b.,CKD G4A2 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2
1Z1B.,Chronic kidney disease stage 3 with proteinuria
1Z1c.,CKD G4A3 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3
1Z1C.,Chronic kidney disease stage 3 without proteinuria
1Z1d.,CKD G5A1 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1
1Z1D.,Chronic kidney disease stage 3A with proteinuria
1Z1e.,CKD G5A2 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2
1Z1E.,Chronic kidney disease stage 3A without proteinuria
1Z1f.,CKD G5A3 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3
1Z1F.,Chronic kidney disease stage 3B with proteinuria
1Z1G.,Chronic kidney disease stage 3B without proteinuria
1Z1H.,Chronic kidney disease stage 4 with proteinuria
1Z1J.,Chronic kidney disease stage 4 without proteinuria
1Z1K.,Chronic kidney disease stage 5 with proteinuria
1Z1L.,Chronic kidney disease stage 5 without proteinuria
1Z1M.,CKD G1A1 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A1
1Z1N.,CKD G1A2 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A2
1Z1P.,CKD G1A3 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A3
1Z1Q.,CKD G2A1 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A1
1Z1R.,CKD G2A2 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A2
1Z1S.,CKD G2A3 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A3
1Z1T.,CKD G3aA1 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1
1Z1V.,CKD G3aA2 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2
1Z1W.,CKD G3aA3 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3
1Z1X.,CKD G3bA1 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1
1Z1Y.,CKD G3bA2 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2
1Z1Z.,CKD G3bA3 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3
K051.,Chronic kidney disease stage 1
K052.,Chronic kidney disease stage 2
K053.,Chronic kidney disease stage 3
K054.,Chronic kidney disease stage 4
K055.,Chronic kidney disease stage 5
