V2Codes,Description
ecc2.,TRIMETHOPRIM 200mg tablets
ecc3.,*TRIMETHOPRIM 300mg tablets
ecc4.,TRIMETHOPRIM 50mg/5mL sugar free suspension
ecc5.,TRIMETHOPRIM 100mg/5mL injection
ecc6.,*IPRAL 100mg tablets
ecc7.,*IPRAL 200mg tablets
ecc8.,IPRAL SF 50mg/5mL paediatric suspension
ecc9.,*MONOTRIM 100mg tablets
ecca.,*MONOTRIM 200mg tablets
eccb.,MONOTRIM 50mg/5mL sugar free suspension
eccc.,*MONOTRIM 100mg/5mL injection
eccd.,*SYRAPRIM 100mg tablets
ecce.,*SYRAPRIM 300mg tablets
eccf.,*SYRAPRIM 100mg/5mL injection
eccg.,TIEMPE 100mg tablets
ecch.,TIEMPE 200mg tablets
ecci.,*TRIMOGAL 100mg tablets
eccj.,*TRIMOGAL 200mg tablets
ecck.,*TRIMOPAN 100mg tablets
eccl.,*TRIMOPAN 200mg tablets
eccm.,TRIMOPAN 50mg/5mL sugar free suspension
eccn.,*TRIPRIMIX 200mg tablets
ey1..,PENTAMIDINE ISETHIONATE
ea11.,DALACIN C 75mg capsules
ea12.,DALACIN C 150mg capsules
ea13.,DALACIN C 75mg/5mL paediatric suspension
ea14.,DALACIN C PHOSPHATE 300mg/2mL injection
ea15.,DALACIN C PHOSPHATE 600mg/4mL injection
ea1v.,CLINDAMYCIN 75mg capsules
ea1w.,CLINDAMYCIN 150mg capsules
ea1x.,*CLINDAMYCIN 75mg/5mL syrup
ea1y.,CLINDAMYCIN 300mg/2mL injection
ea1z.,CLINDAMYCIN 600mg/4mL injection
e931.,AZITHROMYCIN 250mg capsules
e932.,AZITHROMYCIN 40mg/mL suspension
e933.,ZITHROMAX 250mg capsules
e934.,ZITHROMAX 40mg/mL suspension 15mL
e935.,ZITHROMAX 40mg/mL suspension 22.5mL
e936.,ZITHROMAX 40mg/mL suspension 30mL
e937.,AZITHROMYCIN 500mg tablets
e938.,*ZITHROMAX 500mg tablets
e939.,CLAMELLE AZITHROMYCIN 500mg tablets
e93C.,ZEDBAC 500mg powder for solution for infusion
e93D.,AZITHROMYCIN 500mg powder for solution for injection
es2..,ALBENDAZOLE
es21.,*ESKAZOLE 400mg tablets
es22.,*ALBENDAZOLE 400mg tablets
ek1..,DILOXANIDE FUROATE
ek11.,*FURAMIDE 500mg tablets
ek13.,DILOXANIDE FUROATE+METRONIDAZOLE 250mg/200mg tablets
ek12.,*ENTAMIZOLE 250mg tablets
ek1y.,DILOXANIDE FUROATE 500mg tablets
ek1z.,DILOXANIDE FUROATE 250mg tablets
