CTV3Codes,Description
A9831,chronic gonococcal cystitis
K100.,chronic pyelonephritis
K1000,chronic pyelonephritis without medullary necrosis
K1001,chronic pyelonephritis with medullary necrosis
K1002,chronic pyelitis
K1003,chronic pyonephrosis
K1004,nonobstructive reflux-associated chronic pyelonephritis
K1005,chronic obstructive pyelonephritis
K1006,calculous pyelonephritis
K100z,chronic pyelonephritis nos
K101.,acute pyelonephritis
K1010,acute pyelonephritis without medullary necrosis
K1011,acute pyelonephritis with medullary necrosis
K1012,acute pyelitis
K1013,acute pyonephrosis
K1014,emphysematous pyelonephritis
K1015,emphysematous pyelitis
K101z,acute pyelonephritis nos
K102.,renal and perinephric abscess
K1020,renal abscess
K1021,perinephric abscess
K1022,renal carbuncle
K102z,renal and perinephric abscess nos
K213.,prostatocystitis
Kyu50,[x]other chronic cystitis
Kyu51,[x]other cystitis
X30Hj,emphysematous pyelonephritis
X30Hm,emphysematous pyelitis
X30Hr,candida pyelonephritis
X30Hv,chronic obstructive pyelonephritis
X30Jd,xanthogranulomatous pyelonephritis
X30Pe,"bacteriuria, site not specified"
XE0dq,follicular cystitis
XE0e0,"urinary tract infection, site not specified"
XE0e1,"bacteriuria, site not specified"
XE2bJ,renal carbuncle
Xa8EJ,acute cystitis
XaFwM,recurrent urinary tract infections
XaY6b,follicular cystitis
XaaZd,catheter-associated urinary tract infection
A954.,Syphilis of kidney
A9801,Acute gonococcal urethritis
A9821,Chronic gonococcal urethritis
A994.,Nonspecific urethritis
AD102,Trichomonal urethritis
K03T.,"Tubulo-interstitial nephritis, not specified as acute or chronic"
K08y7,Acute infective interstitial nephritis
K0y0.,Late syphilis of kidney
K10..,Infections of kidney
K17..,Periurethritis
K1703,Periurethritis
K172.,Candidal urethritis
K17y.,Other urethritis
K17y0,Urethritis unspecified
K17yz,Other urethritis NOS
K17z.,Urethritis due to non venereal cause NOS
Kyu42,[X]Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere
Kyu55,[X]Other urethritis
Kyu58,[X]Urethritis in diseases classified elsewhere
L09y4,Urinary tract infection following abortive pregnancy
L1662,Genitourinary tract infection in pregnancy - delivered with post natal complication
L1663,Genitourinary tract infection in pregnancy - not delivered
L1664,Genitourinary tract infection in pregnancy with postnatal complication
Lyu23,[X]Infections of other parts of urinary tract in pregnancy
Lyu24,[X]Other and unspecified genitourinary tract infection in pregnancy
Lyu61,[X]Other genitourinary tract infections following delivery
Q40y1,Neonatal urinary tract infection
X309z,Perinephric abscess
X30DH,Drainage of perinephric abscess
X30Hk,Acute infective interstitial nephritis
X30Hl,Chronic infective interstitial nephritis
X30Ho,Pyonephrosis
X30Hq,Fungal infection of kidney
X30Hu,Chronic non-obstructive atrophic pyelonephritis
X30JK,Renal tubulo-interstitial disease
X30NV,Infective cystitis
X30NW,Recurrent culture positive cystitis
X30NX,Chronic infective cystitis
X30Nh,Malakoplakia of bladder
X30Ox,Urethritis
X30Oy,Infective urethritis
X30Oz,Gonococcal urethritis
X30P0,Chlamydial urethritis
X30P3,Tuberculous urethritis
X30P4,Bilharzial urethritis
X30PA,Reiter's urethritis
X30PX,Lower urinary tract infection
X30PZ,Acute culture positive cystitis
X30Pa,Recurrent culture positive cystitis
X40bB,Drainage of perinephric abscess
X70Na,NGU - Non-gonococcal urethritis contact
XE0di,Pyeloureteritis cystica
XE0dt,Non-venereal urethritis
XE0fD,Infection - kidney
XE0fF,(Chronic pyelonephritis) or (chronic pyonephrosis)
XE0fH,(Acute pyelonephritis) or (acute pyonephrosis)
XE0fJ,Abscess - renal
XE0fX,Acute cystitis
XE0fZ,(Cystitis NOS) or (trigonitis)
XE0fj,Infection of urinary tract
XE0vw,Genitourinary tract infections in pregnancy
XE0vx,Genitourinary tract infection in pregnancy NOS
XE0yA,Cystitis + pregnancy
XM0sZ,Acute recurrent cystitis
XM1Ox,Cystitis of pregnancy
Xa20b,Acute focal pyelonephritis
Xa7nb,Coliform urinary tract infection
Xa7nc,Escherichia coli urinary tract infection
Xa7nd,Proteus urinary tract infection
Xa7ne,Pseudomonas urinary tract infection
Xa8EK,Chronic cystitis
XaA05,Bullous cystitis
XaB66,Acute infective cystitis
XaB9F,UTI - urinary tract infection in pregnancy
XaC1c,Urinary tract infection complicating pregnancy
XaDmX,Infective ureteritis
XaZ0c,Urosepsis
Xaglc,Uncomplicated UTI (urinary tract infection)
