V2Codes,Description
ei41.,*VIRA-A 1g/5mL injection
ei42.,*VIDARABINE 1g/5mL injection
ei5..,ZIDOVUDINE
ei51.,RETROVIR 100mg capsules
ei52.,ZIDOVUDINE 100mg capsules
ei53.,*RETROVIR 250mg capsules
ei54.,ZIDOVUDINE 250mg capsules
ei55.,ZIDOVUDINE 200mg/10mL intravenous infusion
ei56.,RETROVIR 200mg/10mL intravenous infusion
ei57.,RETROVIR 50mg/5mL sugar free oral solution
ei58.,ZIDOVUDINE 50mg/5mL sugar free oral solution
ei59.,RETROVIR 200mg/20mL intravenous infusion
ei5A.,ZIDOVUDINE 200mg/20mL intravenous infusion
ei5B.,*ZIDOVUDINE 300mg tablets
ei5C.,RETROVIR 300mg tablets
ei63.,RIBAVIRIN 100mg capsules
ei64.,RIBAVIRIN 200mg capsules
ei65.,REBETOL 200mg capsules
ei66.,COPEGUS 200mg tablets
ei67.,RIBAVIRIN 200mg tablets
ei68.,COPEGUS 400mg tablets
ei69.,RIBAVIRIN 400mg tablets
ei6Z.,RIBAVIRIN 40mg/mL oral solution
ei6a.,REBETOL 40mg/mL oral solution
ei7..,GANCICLOVIR
ei71.,GANCICLOVIR 500mg injection (pdr for recon)
ei72.,CYMEVENE 500mg injection (pdr for recon)
ei73.,*GANCICLOVIR 250mg capsules
ei74.,*CYMEVENE 250mg capsules
ei75.,*CYMEVENE 500mg capsules
ei7z.,*GANCICLOVIR 500mg capsules
ei8..,FOSCARNET
ei81.,FOSCARNET 24mg/mL intravenous infusion
ei82.,FOSCAVIR 24mg/mL intravenous infusion 500mL
ei83.,FOSCAVIR 24mg/mL intravenous infusion 250mL
ei9..,FAMCICLOVIR
ei91.,FAMVIR 250mg tablets
ei92.,FAMCICLOVIR 250mg tablets
ei93.,FAMCICLOVIR 125mg tablets
ei94.,FAMVIR 125mg tablets
ei95.,FAMCICLOVIR 750mg tablets
ei96.,*FAMVIR 750mg tablets
ei97.,FAMCICLOVIR 500mg tablets
ei98.,FAMVIR 500mg tablets
eiA..,DIDANOSINE
eiA1.,VIDEX 25mg tablets
eiA2.,*VIDEX 150mg tablets
eiA3.,*VIDEX 100mg tablets
eiA4.,*DIDANOSINE 150mg tablets
eiA5.,DIDANOSINE 25mg tablets
eiA7.,*DIDANOSINE 100mg tablets
eiA8.,*VIDEX 200mg tablets
eiA9.,VIDEX EC 125mg e/c capsules
eiAA.,VIDEX EC 200mg e/c capsules
eiAB.,VIDEX EC 250mg e/c capsules
eiAC.,VIDEX EC 400mg e/c capsules
eiAv.,DIDANOSINE 400mg e/c capsules
eiAw.,DIDANOSINE 250mg e/c capsules
eiAx.,DIDANOSINE 200mg e/c capsules
eiAy.,DIDANOSINE 125mg e/c capsules
eiAz.,*DIDANOSINE 200mg tablets
eiB..,ZALCITABINE
eiB1.,*HIVID 0.75mg tablets
eiB2.,*HIVID 0.375mg tablets
eiB3.,*ZALCITABINE 0.75mg tablets
eiB4.,*ZALCITABINE 0.375mg tablets
eiC..,VALACICLOVIR
eiC1.,VALACICLOVIR 500mg tablets
eiC2.,VALTREX 500mg tablets
eiC3.,VALACICLOVIR 250mg tablets
eiC4.,VALTREX 250mg tablets
eiD..,LAMIVUDINE
eiD1.,LAMIVUDINE 150mg tablets
eiD2.,EPIVIR 150mg tablets
eiD3.,LAMIVUDINE 10mg/mL oral solution
eiD4.,EPIVIR 10mg/mL oral solution
eiD5.,LAMIVUDINE 5mg/1mL oral solution
eiD6.,*ZEFFIX 5mg/1mL oral solution
eiD7.,LAMIVUDINE 100mg tablets
eiD9.,LAMIVUDINE 300mg tablets
eiDA.,EPIVIR 300mg tablets
eiE..,STAVUDINE
eiE1.,*STAVUDINE 15mg capsules
eiE2.,*ZERIT 15mg capsules
eiE3.,STAVUDINE 20mg capsules
eiE4.,ZERIT 20mg capsules
eiE5.,STAVUDINE 30mg capsules
eiE6.,ZERIT 30mg capsules
eiE7.,STAVUDINE 40mg capsules
eiE8.,ZERIT 40mg capsules
eiE9.,STAVUDINE 1mg/1mL oral solution
eiEA.,ZERIT 1mg/1mL oral solution
eiF..,RITONAVIR
eiF1.,*RITONAVIR 100mg capsules
eiF2.,RITONAVIR 80mg/mL oral solution
eiF3.,*NORVIR 100mg capsules
eiF4.,NORVIR 80mg/mL oral solution
eiF5.,RITONAVIR 100mg tablets
eiF6.,NORVIR 100mg tablets
eiG..,SAQUINAVIR
eiG1.,*SAQUINAVIR 200mg capsules
eiG2.,*INVIRASE 200mg capsules
eiG3.,SAQUINAVIR (free base) 200mg capsules
eiG4.,SAQUINAVIR(as mesylate) 200mg capsules
eiG5.,*FORTOVASE 200mg capsules
eiG6.,SAQUINAVIR (as mesylate) 500mg tablets
eiG7.,INVIRASE 500mg tablets
eiH..,INDINAVIR
eiH1.,INDINAVIR 200mg capsules
eiH2.,INDINAVIR 400mg capsules
eiH3.,CRIXIVAN 200mg capsules
eiH4.,CRIXIVAN 400mg capsules
eiH5.,*CRIXIVAN 333mg capsules
eiH6.,*CRIXIVAN 100mg capsules
eiH7.,*INDINAVIR 100mg capsules
eiHz.,*INDINAVIR 333mg capsules
eiI..,CIDOFOVIR
eiI1.,CIDOFOVIR 375mg/5mL intravenous infusion concentrate
eiI2.,VISTIDE 375mg/5mL intravenous infusion concentrate
eiJ..,LAMIVUDINE+ZIDOVUDINE
eiJ1.,LAMIVUDINE+ZIDOVUDINE 150mg/300mg tablets
eiJ2.,COMBIVIR tablets
eiK..,NEVIRAPINE
eiK1.,NEVIRAPINE 200mg tablets
eiK2.,VIRAMUNE 200mg tablets
eiK3.,VIRAMUNE 50mg/5mL oral suspension
eiK4.,VIRAMUNE 100mg m/r tablets
eiK5.,NEVIRAPINE 100mg m/r tablets
eiK6.,VIRAMUNE 50mg m/r tablets
eiK7.,NEVIRAPINE 50mg m/r tablets
eiK8.,VIRAMUNE 400mg m/r tablets
eiK9.,NEVIRAPINE 400mg m/r tablets
eiKz.,NEVIRAPINE 50mg/5mL oral suspension
eiL..,NELFINAVIR
eiL1.,*NELFINAVIR 250mg tablets
eiL2.,NELFINAVIR 50mg/1g oral powder
eiL3.,*VIRACEPT 250mg tablets
eiL4.,VIRACEPT 50mg/1g oral powder 144g
eiN..,LEDIPASVIR+SOFOSBUVIR
eiN1.,HARVONI 90mg/400mg tablets
eiN2.,LEDIPASVIR+SOFOSBUVIR 90mg/400mg tablets
eiO..,EFAVIRENZ
eiO1.,SUSTIVA 50mg capsules
eiO2.,SUSTIVA 100mg capsules
eiO3.,SUSTIVA 200mg capsules
eiO4.,*SUSTIVA 30mg/mL oral solution
eiO5.,SUSTIVA 600mg tablets
eiOv.,EFAVIRENZ 600mg tablets
eiOw.,EFAVIRENZ 30mg/mL oral solution
eiOx.,EFAVIRENZ 50mg capsules
eiOy.,EFAVIRENZ 100mg capsules
eiOz.,EFAVIRENZ 200mg capsules
eiP..,ABACAVIR
eiP1.,ZIAGEN 300mg tablets
eiP2.,ZIAGEN 20mg/mL oral solution
eiPy.,ABACAVIR 300mg tablets
eiPz.,ABACAVIR 20mg/mL oral solution
eiR..,PALIVIZUMAB
eiR1.,SYNAGIS 50mg injection (pdr for recon)+solvent
eiR2.,SYNAGIS 100mg injection (pdr for recon)+solvent
eiRy.,PALIVIZUMAB 50mg injection (pdr for recon)+solvent
eiRz.,PALIVIZUMAB 100mg injection (pdr for recon)+solvent
eiS..,AMPRENAVIR
eiS1.,*AGENERASE 50mg capsules
eiS2.,*AGENERASE 150mg capsules
eiS3.,AGENERASE 15mg/mL oral solution
eiSx.,AMPRENAVIR 15mg/mL oral solution
eiSy.,*AMPRENAVIR 150mg capsules
eiSz.,*AMPRENAVIR 50mg capsules
eiT..,ABACAVIR+LAMIVUDINE+ZIDOVUDINE
eiT1.,TRIZIVIR tablets
eiTZ.,ABACAVIR 300mg / LAMIVUDINE 150mg / ZIDOVUDINE 300mg tablets
eiU..,LOPINAVIR+RITONAVIR
eiU1.,KALETRA 133.3mg/33.3mg capsules
eiU2.,KALETRA 400mg/100mg/5mL oral solution
eiU3.,KALETRA 200mg/50mg tablets
eiU4.,KALETRA 100mg/25mg tablets
eiUw.,LOPINAVIR+RITONAVIR 100mg/25mg tablets
eiUx.,LOPINAVIR+RITONAVIR 200mg/50mg tablets
eiUy.,LOPINAVIR+RITONAVIR 400mg/100mg/5mL oral solution
eiUz.,LOPINAVIR+RITONAVIR 133.3mg/33.3mg capsules
eiV..,TENOFOVIR
eiV1.,TENOFOVIR DISOPROXIL 245mg tablets
eiV2.,TENOFOVIR DISOPROXIL 204mg tablets
eiV3.,VIREAD 204mg tablets
eiV4.,TENOFOVIR DISOPROXIL 163mg tablets
eiV5.,VIREAD 163mg tablets
eiV6.,TENOFOVIR DISOPROXIL 123mg tablets
eiV7.,VIREAD 123mg tablets
eiV8.,TENOFOVIR DISOPROXIL 33mg/g granules
eiV9.,VIREAD 33mg/g granules
eiVz.,VIREAD 245mg tablets
eiW..,VALGANCICLOVIR
eiW1.,VALGANCICLOVIR 450mg tablets
eiW2.,VALCYTE 450mg tablets
eiW3.,VALCYTE 50mg/mL oral solution
eiW4.,VALGANCICLOVIR 50mg/mL oral solution
eiX..,OSELTAMIVIR
eiX1.,OSELTAMIVIR 75mg capsules
eiX2.,OSELTAMIVIR 12mg/mL oral suspension
eiX3.,TAMIFLU 75mg capsules
eiX4.,TAMIFLU 12mg/mL oral suspension
eiX5.,TAMIFLU 30mg capsules
eiX6.,OSELTAMIVIR 30mg capsules
eiX7.,TAMIFLU 45mg capsules
eiX8.,OSELTAMIVIR 45mg capsules
eiX9.,OSELTAMIVIR 15mg/mL oral solution
eiXA.,TAMIFLU 6mg/mL oral suspension
eiXB.,OSELTAMIVIR 6mg/mL oral suspension
eiY..,ADEFOVIR
eiY1.,ADEFOVIR DIPIVOXIL 10mg tablets
eiY2.,HEPSERA 10mg tablets
eiZ..,ENFUVIRTIDE
eiZ1.,ENFUVIRTIDE 90mg/mL injection(pdr for recon)+solvent
eiZ2.,FUZEON 90mg/mL injection(pdr for recon)+solvent
eia..,EMTRICITABINE
eia1.,EMTRIVA 200mg capsules
eia2.,EMTRIVA 10mg/mL s/f oral solution
eiay.,EMTRICITABINE 10mg/mL s/f oral solution
eiaz.,EMTRICITABINE 200mg capsules
eib..,ATAZANAVIR
eib1.,REYATAZ 200mg capsules
eib2.,REYATAZ 150mg capsules
eib3.,*REYATAZ 100mg capsules
eib4.,REYATAZ 300mg capsules
eibw.,ATAZANAVIR 300mg capsules
eibx.,*ATAZANAVIR 100mg capsules
eiby.,ATAZANAVIR 150mg capsules
eibz.,ATAZANAVIR 200mg capsules
eic..,FOSAMPRENAVIR
eic1.,TELZIR 700mg tablets
eic2.,TELZIR 50mg/mL oral suspension
eicy.,FOSAMPRENAVIR 50mg/mL oral suspension
eicz.,FOSAMPRENAVIR 700mg tablets
eid..,ABACAVIR+LAMIVUDINE
eid1.,KIVEXA 600mg/300mg tablets
eidz.,ABACAVIR 600mg / LAMIVUDINE 300mg tablets
eie..,EMTRICITABINE+TENOFOVIR
eie1.,TRUVADA 200mg/245mg tablets
eiez.,EMTRICITABINE 200mg / TENOFOVIR DISOPROXIL 245mg tablets
eif..,TIPRANAVIR
eif1.,TIPRANAVIR 250mg capsules
eif2.,APTIVUS 250mg capsules
eif3.,TIPRANAVIR 100mg/mL oral solution
eif4.,APTIVUS 100mg/mL oral solution
eig..,ENTECAVIR
eig1.,ENTECAVIR 1mg tablets
eig2.,BARACLUDE 1mg tablets
eig3.,ENTECAVIR 500micrograms tablets
eig4.,BARACLUDE 500micrograms tablets
eig5.,BARACLUDE 50micrograms/mL s/f oral solution
eigz.,ENTECAVIR 50micrograms/mL s/f oral solution
eih..,DARUNAVIR
eih1.,*DARUNAVIR 300mg tablets
eih2.,*PREZISTA 300mg tablets
eih3.,PREZISTA 400mg tablets
eih4.,DARUNAVIR 400mg tablets
eih5.,PREZISTA 600mg tablets
eih6.,DARUNAVIR 600mg tablets
eih7.,PREZISTA 75mg tablets
eih8.,DARUNAVIR 75mg tablets
eih9.,PREZISTA 150mg tablets
eihA.,DARUNAVIR 150mg tablets
eihB.,PREZISTA 800mg tablets
eihC.,DARUNAVIR 800mg tablets
eihD.,PREZISTA 100mg/mL oral suspension 200mL
eihE.,DARUNAVIR 100mg/mL oral suspension 200mL
eii..,TELBIVUDINE
eii1.,SEBIVO 600mg tablets
eiiz.,TELBIVUDINE 600mg tablets
eij..,MARAVIROC
eij1.,CELSENTRI 150mg tablets
eij2.,CELSENTRI 300mg tablets
eijy.,MARAVIROC 300mg tablets
eijz.,MARAVIROC 150mg tablets
eik1.,ATRIPLA 600mg/200mg/245mg tablets
eik2.,EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL 600mg/200mg/245mg tablets
eik..,EFAVIRENZ/EMTRICITABINE/TENOFOVIR
eil..,RALTEGRAVIR
eil1.,ISENTRESS 400mg tablets
eil2.,ISENTRESS 25mg chewable tablets
eil3.,ISENTRESS 100mg chewable tablets
eil4.,ISENTRESS 100mg granules for oral suspension
eilw.,RALTEGRAVIR 100mg granules for oral suspension
eilx.,RALTEGRAVIR 100mg chewable tablets
eily.,RALTEGRAVIR 25mg chewable tablets
eilz.,RALTEGRAVIR 400mg tablets
eim..,ETRAVIRINE
eim1.,INTELENCE 100mg tablets
eim2.,ETRAVIRINE 100mg tablets
eim3.,INTELENCE 200mg tablets
eim4.,ETRAVIRINE 200mg tablets
eim5.,INTELENCE 25mg tablets
eim6.,ETRAVIRINE 25mg tablets
ein..,BOCEPREVIR
ein1.,VICTRELIS 200mg capsules
ein2.,BOCEPREVIR 200mg capsules
eio..,TELAPREVIR
eio1.,INCIVO 375mg tablets
eio2.,TELAPREVIR 375mg tablets
eip..,RILPIVIRINE
eip1.,EDURANT 25mg tablets
eip2.,RILPIVIRINE 25mg tablets
eiq..,EMTRICITABINE/RILPIVIRINE/TENOFOVIR
eiq1.,EVIPLERA 200mg/25mg/245mg tablets
eiq2.,EMTRICITABINE/RILPIVIRINE/TENOFOVIR DISOPR 200/25/245mg tabs
eir..,ELVITEGRAVIR+COBICISTAT+EMTRICITABINE+TENOFOVIR
eir1.,STRIBILD 150mg/150mg/200mg/245mg tablets
eir2.,ELVITGRAV+COBICIST+EMTRIC+TENOFV DISOP 150/150/200/245mg tab
eir3.,GENVOYA 150mg/150mg/200mg/10mg tablets
eir4.,ELVITGRAV+COBICIST+EMTRIC+TENOFV ALAFEN 150/150/200/10mg tab
eis..,ELVITEGRAVIR
eis1.,VITEKTA 85mg tablets
eis2.,ELVITEGRAVIR 85mg tablets
eis3.,VITEKTA 150mg tablets
eis4.,ELVITEGRAVIR 150mg tablets
eit..,DOLUTEGRAVIR
eit1.,TIVICAY 50mg tablets
eit2.,DOLUTEGRAVIR 50mg tablets
eiu..,SOFOSBUVIR
eiu1.,SOVALDI 400mg tablets
eiu2.,SOFOSBUVIR 400mg tablets
eiv..,COBICISTAT
eiv1.,TYBOST 150mg tablets
eiv2.,COBICISTAT 150mg tablets
eiw..,DACLATASVIR
eiw1.,DAKLINZA 30mg tablets
eiw2.,DACLATASVIR 30mg tablets
eiw3.,DAKLINZA 60mg tablets
eiw4.,DACLATASVIR 60mg tablets
eix..,SIMEPREVIR
eix1.,OLYSIO 150mg capsules
eix2.,SIMEPREVIR 150mg capsules
eiy..,DOLUTEGRAVIR+ABACAVIR+LAMIVUDINE
eiy1.,TRIUMEQ 50mg/600mg/300mg tablets
eiy2.,DOLUTEGRAVIR+ABACAVIR+LAMIVUDINE 50mg/600mg/300mg tablets
eiz..,DARUNAVIR+COBICISTAT
eiz1.,REZOLSTA 800mg/150mg tablets
eiz2.,DARUNAVIR+COBICISTAT 800mg/150mg tablets
ez1..,DASABUVIR
ez11.,EXVIERA 250mg tablets
ez12.,DASABUVIR 250mg tablets
ez2..,OMBITASVIR+PARITAPREVIR+RITONAVIR
ez21.,VIEKIRAX 12.5mg/75mg/50mg tablets
ez22.,OMBITASVIR+PARITAPREVIR+RITONAVIR 12.5mg/75mg/50mg tablets
ez3..,ATAZANAVIR+COBICISTAT
ez31.,EVOTAZ 300mg/150mg tablets
ez32.,ATAZANAVIR+COBICISTAT 300mg/150mg tablets
