CTV3Codes,Description
ei1e.,Aciclovir 500mg i-v infusion (pdr for recon)
ei1b.,Zovirax 500mg i-v infusion (pdr for recon)
ei1q.,Aciclovir 250mg/10mL intravenous infusion
ei1r.,Aciclovir 500mg/20mL intravenous infusion
ei1s.,Aciclovir 1g/40mL intravenous infusion
ei1..,Aciclovir [systemic]
eiY..,Adefovir
eiY1.,Adefovir dipivoxil 10mg tablet
eiY2.,Hepsera 10mg tablet
eiS..,Amprenavir
eiSz.,Amprenavir 50mg capsule
eiS1.,Agenerase 50mg capsule
eiSy.,Amprenavir 150mg capsule
eiS2.,Agenerase 150mg capsule
eiSx.,Amprenavir 15mg/mL oral solution
eiS3.,Agenerase 15mg/mL oral solution
eib..,Atazanavir
eiby.,Atazanavir 150mg capsule
eib2.,Reyataz 150mg capsule
eibz.,Atazanavir 200mg capsule
eib1.,Reyataz 200mg capsule
eibx.,Atazanavir 100mg capsule
eib3.,Reyataz 100mg capsule
eib4.,REYATAZ 300mg capsules
eibw.,ATAZANAVIR 300mg capsules
eiI..,Cidofovir
eiI1.,Cidofovir 375mg/5mL intravenous infusion conc
eiI2.,Vistide 375mg/5mL intravenous infusion conc
eiA..,Didanosine
eiA5.,Didanosine 25mg tablet
eiA1.,Videx 25mg tablet
eiA7.,Didanosine 100mg tablet
eiA3.,Videx 100mg tablet
eiA4.,Didanosine 150mg tablet
eiA2.,Videx 150mg tablet
eiAz.,Didanosine 200mg tablet
eiA8.,Videx 200mg tablet
eiAy.,Didanosine 125mg e/c capsule
eiA9.,Videx EC 125mg e/c capsule
eiAx.,Didanosine 200mg e/c capsule
eiAA.,Videx EC 200mg e/c capsule
eiAw.,Didanosine 250mg e/c capsule
eiAB.,Videx EC 250mg e/c capsule
eiAv.,Didanosine 400mg e/c capsule
eiAC.,Videx EC 400mg e/c capsule
eia..,Emtricitabine
eiez.,Emtricitabine 200mg / Tenofovir disoproxil 245mg tablet
eie1.,Truvada 200mg/245mg tablet
eiay.,Emtricitabine 10mg/mL s/f oral solution
eia2.,Emtriva 10mg/mL s/f oral solution
eiaz.,Emtricitabine 200mg capsule
eia1.,Emtriva 200mg capsule
eiZ..,Enfuvirtide
eiZ1.,Enfuvirtide 90mg/mL injection (pdr for recon)+solvent
eiZ2.,Fuzeon 90mg/mL injection (pdr for recon)+solvent
eiO..,Efavirenz
eiOw.,Efavirenz 30mg/mL oral solution
eiO4.,Sustiva 30mg/mL oral solution
eiOx.,Efavirenz 50mg capsule
eiO1.,Sustiva 50mg capsule
eiOy.,Efavirenz 100mg capsule
eiO2.,Sustiva 100mg capsule
eiOz.,Efavirenz 200mg capsule
eiO3.,Sustiva 200mg capsule
eiOv.,Efavirenz 600mg tablet
eiO5.,Sustiva 600mg tablet
ei9..,Famciclovir product
ei93.,Famciclovir 125mg tablet
ei94.,Famvir 125mg tablet
ei92.,Famciclovir 250mg tablet
ei91.,Famvir 250mg tablet
ei97.,Famciclovir 500mg tablet
ei98.,Famvir 500mg tablet
ei95.,Famciclovir 750mg tablet
ei96.,Famvir 750mg tablet
k3iz.,Fomivirsen sodium 1.65mg/0.25mL injection
k3i1.,Vitravene 1.65mg/0.25mL injection
eic..,Fosamprenavir
eicz.,Fosamprenavir 700mg tablet
eic1.,Telzir 700mg tablet
eicy.,Fosamprenavir 50mg/mL oral suspension
eic2.,Telzir 50mg/mL oral suspension
x01Iw,Foscarnet
x00Nw,Foscarnet sodium 6g/250mL intravenous infusion
x00Ny,Foscavir 6g/250mL intravenous infusion
ei83.,Foscavir 24mg/mL intravenous infusion 250mL
x00Nx,Foscarnet sodium 12g/500mL intravenous infusion
x00Nz,Foscavir 12g/500mL intravenous infusion
ei82.,Foscavir 24mg/mL intravenous infusion 500mL
ei81.,Foscarnet 24mg/mL intravenous infusion
ei8..,Foscarnet sodium
ei73.,Ganciclovir 250mg capsule
ei74.,Cymevene 250mg capsule
ei7z.,Ganciclovir 500mg capsule
ei75.,Cymevene 500mg capsule
ei71.,Ganciclovir 500mg i-v infusion (pdr for recon)
ei72.,Cymevene 500mg i-v infusion (pdr for recon)
lc3..,Idoxuridine [mouth- no preps]
eiH..,Indinavir
eiH7.,Indinavir 100mg capsule
eiH6.,Crixivan 100mg capsule
eiH1.,Indinavir 200mg capsule
eiH3.,Crixivan 200mg capsule
eiHz.,Indinavir 333mg capsule
eiH5.,Crixivan 333mg capsule
eiH2.,Indinavir 400mg capsule
eiH4.,Crixivan 400mg capsule
ei3..,Inosine pranobex
ei32.,Inosine pranobex 500mg tablet
ei31.,Imunovir 500mg tablet
eiD..,Lamivudine
eiD7.,Lamivudine 100mg tablet
eiD8.,Zeffix 100mg tablet
eiD1.,Lamivudine 150mg tablet
eiD2.,Epivir 150mg tablet
eiD9.,Lamivudine 300mg tablet
eiDA.,Epivir 300mg tablet
eiD5.,Lamivudine 5mg/1mL oral solution
eiD6.,Zeffix 5mg/1mL oral solution
eiD3.,Lamivudine 10mg/mL oral solution
eiD4.,Epivir 10mg/mL oral solution
eiL..,Nelfinavir
eiL1.,Nelfinavir 250mg tablet
eiL3.,Viracept 250mg tablet
eiL2.,Nelfinavir 50mg/1g oral powder
x04sd,Viracept 50mg/1g oral powder
eiL4.,Viracept 50mg/1g oral powder 144g
eiK..,Nevirapine
eiK1.,Nevirapine 200mg tablet
eiK2.,Viramune 200mg tablet
eiKz.,Nevirapine 50mg/5mL oral suspension
eiK3.,Viramune 50mg/5mL oral suspension
eiK4.,VIRAMUNE 100mg m/r tablets
eiK5.,NEVIRAPINE 100mg m/r tablets
eiK6.,VIRAMUNE 50mg m/r tablets
eiK7.,NEVIRAPINE 50mg m/r tablets
eiK8.,VIRAMUNE 400mg m/r tablets
eiK9.,NEVIRAPINE 400mg m/r tablets
eiX..,Oseltamivir
eiX6.,OSELTAMIVIR 30mg capsules
eiX5.,TAMIFLU 30mg capsules
eiX8.,OSELTAMIVIR 45mg capsules
eiX7.,TAMIFLU 45mg capsules
eiX1.,Oseltamivir 75mg capsule
eiX3.,Tamiflu 75mg capsule
eiX2.,Oseltamivir 12mg/mL oral suspension
eiX4.,Tamiflu 12mg/mL oral suspension
eiX9.,OSELTAMIVIR 15mg/mL oral solution
eiXA.,TAMIFLU 6mg/mL oral suspension
eiXB.,OSELTAMIVIR 6mg/mL oral suspension
eiR..,Palivizumab
eiRy.,Palivizumab 50mg injection (pdr for recon)+solvent
eiR1.,Synagis 50mg injection (pdr for recon)+solvent
eiRz.,Palivizumab 100mg injection (pdr for recon)+solvent
eiR2.,Synagis 100mg injection (pdr for recon)+solvent
eiF..,Ritonavir
eiF1.,Ritonavir 100mg capsule
eiF3.,Norvir 100mg capsule
eiF2.,Ritonavir 80mg/mL oral solution
eiF4.,Norvir 80mg/mL oral solution
eiF5.,RITONAVIR 100mg tablets
eiF6.,NORVIR 100mg tablets
eiG..,Saquinavir product
eiG3.,Saquinavir (free base) 200mg capsule
eiG5.,Fortovase 200mg capsule
eiG4.,Saquinavir (as mesylate) 200mg capsule
eiG2.,Invirase 200mg capsule
eiG6.,Saquinavir (as mesylate) 500mg tablet
eiG7.,Invirase 500mg tablet
eiG1.,Saquinavir 200mg capsule
eiE..,Stavudine
eiE1.,Stavudine 15mg capsule
eiE2.,Zerit 15mg capsule
eiE3.,Stavudine 20mg capsule
eiE4.,Zerit 20mg capsule
eiE5.,Stavudine 30mg capsule
eiE6.,Zerit 30mg capsule
eiE7.,Stavudine 40mg capsule
eiE8.,Zerit 40mg capsule
eiE9.,Stavudine 1mg/1mL oral solution
eiEA.,Zerit 1mg/1mL oral solution
eiV..,Tenofovir
eiV1.,Tenofovir disoproxil 245mg tablet
eiVz.,Viread 245mg tablet
eiV3.,VIREAD 204mg tablets
eiV4.,TENOFOVIR DISOPROXIL 163mg tablets
eiV5.,VIREAD 163mg tablets
eiV6.,TENOFOVIR DISOPROXIL 123mg tablets
eiV7.,VIREAD 123mg tablets
eiV8.,TENOFOVIR DISOPROXIL 33mg/g granules
eiV9.,VIREAD 33mg/g granules
ei6Z.,RIBAVIRIN 40mg/mL oral solution
ei6a.,REBETOL 40mg/mL oral solution
ei69.,RIBAVIRIN 400mg tablets
ei68.,COPEGUS 400mg tablets
ei63.,Ribavirin 100mg capsule
ei65.,Rebetol 200mg capsule
ei67.,Ribavirin 200mg tablet
ei66.,Copegus 200mg tablet
eif..,Tipranavir
eif1.,Tipranavir 250mg capsule
eif2.,Aptivus 250mg capsule
eif3.,TIPRANAVIR 100mg/mL oral solution
eif4.,APTIVUS 100mg/mL oral solution
eiC..,Valaciclovir product
eiC1.,Valaciclovir 500mg tablet
eiC2.,Valtrex 500mg tablet
eiC3.,VALACICLOVIR 250mg tablets
eiC4.,VALTREX 250mg tablets
eiW..,Valganciclovir
eiW1.,Valganciclovir 450mg tablet
eiW2.,Valcyte 450mg tablet
eiW3.,VALCYTE 50mg/mL oral solution
eiW4.,VALGANCICLOVIR 50mg/mL oral solution
ei42.,Vidarabine 1g/5mL injection
ei41.,Vira-A 1g/5mL injection
ei4..,Vidarabine [systemic]
ei5..,Zidovudine product
ei52.,Zidovudine 100mg capsule
ei51.,Retrovir 100mg capsule
ei54.,Zidovudine 250mg capsule
ei53.,Retrovir 250mg capsule
ei5B.,Zidovudine 300mg tablet
ei5C.,Retrovir 300mg tablet
ei58.,Zidovudine 50mg/5mL s/f oral solution
ei57.,Retrovir 50mg/5mL s/f oral solution
ei55.,Zidovudine 200mg/10mL intravenous infusion concentrate
ei56.,Retrovir 200mg/10mL intravenous infusion concentrate
ei5A.,Zidovudine 200mg/20mL intravenous infusion
ei59.,Retrovir 200mg/20mL intravenous infusion
eiB..,Zalcitabine
eiB4.,Zalcitabine 0.375mg tablet
eiB3.,Zalcitabine 0.75mg tablet
eiB1.,Hivid 0.75mg tablet
eiT..,Abacavir + Lamivudine + Zidovudine
eiTZ.,Abacavir 300mg / lamivudine 150mg / zidovudine 300mg tablet
eiT1.,Trizivir tablet
eid..,Abacavir + Lamivudine
eidz.,Abacavir 600mg / Lamivudine 300mg tablet
eid1.,Kivexa 600mg/300mg tablet
eiJ..,Lamivudine + Zidovudine
eiJ1.,Lamivudine+zidovudine 150mg/300mg tablet
eiJ2.,Combivir tablet
eiU..,Lopinavir+ritonavir
eiUz.,Lopinavir+ritonavir 133.3mg/33.3mg capsule
eiU1.,Kaletra 133.3mg/33.3mg capsule
eiUx.,LOPINAVIR+RITONAVIR 200mg/50mg tablets
eiU3.,KALETRA 200mg/50mg tablets
eiUy.,Lopinavir+ritonavir 400mg/100mg/5mL oral solution
eiU2.,Kaletra 400mg/100mg/5mL oral solution
eiU4.,KALETRA 100mg/25mg tablets
eiUw.,LOPINAVIR+RITONAVIR 100mg/25mg tablets
eiN..,LEDIPASVIR+SOFOSBUVIR
eiN1.,HARVONI 90mg/400mg tablets
eiN2.,LEDIPASVIR+SOFOSBUVIR 90mg/400mg tablets
eim..,ETRAVIRINE
eim1.,INTELENCE 100mg tablets
eim2.,ETRAVIRINE 100mg tablets
eim3.,INTELENCE 200mg tablets
eim4.,ETRAVIRINE 200mg tablets
eim5.,INTELENCE 25mg tablets
eim6.,ETRAVIRINE 25mg tablets
eir..,ELVITEGRAVIR+COBICISTAT+EMTRICITABINE+TENOFOVIR
eir1.,STRIBILD 150mg/150mg/200mg/245mg tablets
eir2.,ELVITGRAV+COBICIST+EMTRIC+TENOFV DISOP 150/150/200/245mg tab
eir3.,GENVOYA 150mg/150mg/200mg/10mg tablets
eir4.,ELVITGRAV+COBICIST+EMTRIC+TENOFV ALAFEN 150/150/200/10mg tab
eis..,ELVITEGRAVIR
eis1.,VITEKTA 85mg tablets
eis2.,ELVITEGRAVIR 85mg tablets
eis3.,VITEKTA 150mg tablets
eis4.,ELVITEGRAVIR 150mg tablets
eit..,DOLUTEGRAVIR
eit1.,TIVICAY 50mg tablets
eit2.,DOLUTEGRAVIR 50mg tablets
eiu1.,SOVALDI 400mg tablets
eiu2.,SOFOSBUVIR 400mg tablets
eiv..,COBICISTAT
eiv1.,TYBOST 150mg tablets
eiv2.,COBICISTAT 150mg tablets
eiw..,DACLATASVIR
eiw1.,DAKLINZA 30mg tablets
eiw2.,DACLATASVIR 30mg tablets
eiw3.,DAKLINZA 60mg tablets
eiw4.,DACLATASVIR 60mg tablets
eix..,SIMEPREVIR
eix1.,OLYSIO 150mg capsules
eix2.,SIMEPREVIR 150mg capsules
eiy..,DOLUTEGRAVIR+ABACAVIR+LAMIVUDINE
eiy1.,TRIUMEQ 50mg/600mg/300mg tablets
eiy2.,DOLUTEGRAVIR+ABACAVIR+LAMIVUDINE 50mg/600mg/300mg tablets
eiz..,DARUNAVIR+COBICISTAT
eiz1.,REZOLSTA 800mg/150mg tablets
eiz2.,DARUNAVIR+COBICISTAT 800mg/150mg tablets
ein..,BOCEPREVIR
ein1.,VICTRELIS 200mg capsules
ein2.,BOCEPREVIR 200mg capsules
eie..,Emtricitabine + Tenofovir
eiB2.,Hivid 0.375mg tablet
eio..,TELAPREVIR
eio1.,INCIVO 375mg tablets
eio2.,TELAPREVIR 375mg tablets
eip..,RILPIVIRINE
eip1.,EDURANT 25mg tablets
eip2.,RILPIVIRINE 25mg tablets
eiq..,EMTRICITABINE/RILPIVIRINE/TENOFOVIR
eiq1.,EVIPLERA 200mg/25mg/245mg tablets
eiq2.,EMTRICITABINE/RILPIVIRINE/TENOFOVIR DISOPR 200/25/245mg tabs
eiu..,SOFOSBUVIR
ez1..,DASABUVIR
ez11.,EXVIERA 250mg tablets
ez12.,DASABUVIR 250mg tablets
ez2..,OMBITASVIR+PARITAPREVIR+RITONAVIR
ez21.,VIEKIRAX 12.5mg/75mg/50mg tablets
ez22.,OMBITASVIR+PARITAPREVIR+RITONAVIR 12.5mg/75mg/50mg tablets
ez3..,ATAZANAVIR+COBICISTAT
ez31.,EVOTAZ 300mg/150mg tablets
ez32.,ATAZANAVIR+COBICISTAT 300mg/150mg tablets
