V2Codes,Description
m4h2.,METOSYN 0.05% cream 100g
m4h3.,METOSYN 0.05% ointment 25g
m4h4.,METOSYN 0.05% ointment 100g
m4h5.,METOSYN 0.05% scalp application 30mL
m4hx.,FLUOCINONIDE 0.05% cream
m4hy.,FLUOCINONIDE 0.05% ointment
m4hz.,FLUOCINONIDE 0.05% scalp application
m4j3.,*HAELAN-X 0.05% cream 15g
m4j4.,*HAELAN-X 0.05% ointment 15g
m4jy.,*FLURANDRENOLONE 0.05% cream
m4jz.,FLURANDRENOLONE 0.05% ointment
m4k..,HALCINONIDE
m4k1.,HALCIDERM TOPICAL 0.1% cream 30g
m4kz.,*HALCINONIDE 0.1% cream
m4m1.,*NEO-MEDRONE 0.25% cream 15g
m4mz.,METHYLPREDNISOLONE ACET 0.25% cream
m4n..,TRIAMCINOLONE ACETONIDE [SKIN]
m4n1.,*ADCORTYL 0.1% cream 30g
m4n2.,*ADCORTYL 0.1% ointment 30g
m4n3.,*LEDERCORT 0.1% cream 15g
m4n4.,*LEDERCORT 0.1% cream 250g
m4n5.,*LEDERCORT 0.1% ointment 15g
m4n6.,*LEDERCORT 0.1% ointment 250g
m4nc.,*SILDERM cream
m4ny.,TRIAMCINOLONE ACETONIDE 0.1% ointment
m4nz.,TRIAMCINOLONE ACETONIDE 0.1% cream
m4o..,BUDESONIDE TOPICAL
m4o1.,*BUDESONIDE 0.025% cream 30g
m4o2.,*BUDESONIDE 0.025% cream 100g
m4o3.,BUDESONIDE 0.025% ointment 30g
m4o4.,BUDESONIDE 0.025% ointment 100g
m4o5.,*PREFERID 0.025% cream 30g
m4o6.,*PREFERID 0.025% cream 100g
m4o7.,*PREFERID 0.025% ointment 30g
m4o8.,*PREFERID 0.025% ointment 100g
m4q..,MOMETASONE FUROATE [TOPICAL]
m4q1.,ELOCON cream 30g
m4q2.,ELOCON lotion 30mL
m4q3.,ELOCON ointment 30g
m4q4.,MOMETASONE FUROATE 0.1% cream 30g
m4q5.,MOMETASONE FUROATE 0.1% lotion 30mL
m4q6.,MOMETASONE FUROATE 0.1% ointment 30g
m4q7.,MOMETASONE FUROATE 0.1% cream
m4q8.,MOMETASONE FUROATE 0.1% ointment
m4q9.,MOMETASONE FUROATE 0.1% lotion
m4qA.,ELOCON cream 100g
m4qB.,ELOCON ointment 100g
m59G.,CALCIPOTRIOL+BETAMETHASONE 50micrograms/500micrograms/g ointment
m59K.,CALCIPOTRIOL+BETAMETHASONE 50micrograms/500micrograms/g gel
m59H.,*DOVOBET ointment 120g
m59I.,DOVOBET ointment 60g
m59J.,*XAMIOL gel 60g
m59L.,DOVOBET gel 60g
m59M.,DOVOBET gel 120g
m59N.,DOVOBET ointment 30g
m59O.,DOVOBET gel 30g
