CTV3Codes,Description
m4lt.,Hydrocortisone butyrate 0.1% emulsion
m4lw.,Hydrocortisone butyrate 0.1% cream
m4lx.,Hydrocortisone butyrate 0.1% lipocream
m4ly.,Hydrocortisone butyrate 0.1% ointment
m4lz.,Hydrocortisone butyrate 0.1% scalp lotion
m4q1.,Elocon cream 30g
m4q2.,Elocon lotion 30mL
m4q3.,Elocon ointment 30g
m4q4.,Mometasone furoate 0.1% cream 30g
m4q5.,Mometasone furoate 0.1% lotion 30mL
m4q6.,Mometasone furoate 0.1% ointment 30g
m4q7.,Mometasone furoate 0.1% cream
m4q8.,Mometasone furoate 0.1% ointment
m4q9.,Mometasone furoate 0.1% lotion
m4qA.,Elocon cream 100g
m4qB.,Elocon ointment 100g
m4r1.,Cutivate 0.05% cream
m4r2.,Fluticasone propionate 0.05% cream
m4r3.,Cutivate 0.05% cream 15g
m4r4.,Cutivate 0.05% cream 50g
m4r5.,Fluticasone propionate 0.005% ointment
m4r6.,Cutivate 0.005% ointment
m4r7.,Cutivate 0.005% ointment 15g
m4r8.,Cutivate 0.005% ointment 50g
m4r9.,CUTIVATE 0.005% ointment 30g
m4rA.,CUTIVATE 0.05% cream 30g
m4s..,Mometasone furoate monohydrate
x001P,Betamethasone+salicylic acid
x00bo,Betnovate scalp application
x00br,Diprosalic scalp application
x00bs,Locoid 0.1% scalp lotion
x00Fa,Betnovate cream
x00Fd,Betnovate RD cream
x00G8,Diprosone cream
x00Gw,Locoid 0.1% cream
x00HH,Propaderm 0.025% cream
x00TA,Betnovate lotion
x00TG,Diprosone lotion
x00Tx,Locoid 0.1% lipocream
x00Wb,Betnovate ointment
x00Wp,Diprosalic ointment
x00Wq,Diprosone ointment
x00XB,Locoid 0.1% ointment
x00XN,Propaderm ointment
x01Mm,Nerisone 0.1% cream
x01Mn,Nerisone 0.1% ointment
x01Mp,Nerisone 0.1% oily cream
x01N3,Synalar 0.025% cream
x01N4,Synalar 0.025% ointment
x01N5,Synalar 0.025% gel
x01N6,Metosyn 0.05% cream
x01N7,Metosyn 0.05% ointment
x01N8,Metosyn 0.05% scalp application
x01Nh,Elocon ointment
x01Nj,Elocon scalp lotion
x01Nl,Elocon cream
x03eA,Bettamousse 0.12% foam
m59G.,Calcipotriol+betamethasone 50micrograms/500micrograms/g ointment
m59L.,DOVOBET gel 60g
m59M.,DOVOBET gel 120g
m59N.,DOVOBET ointment 30g
m59O.,DOVOBET gel 30g
m59P.,DOVOBET gel 60g with applicator
x05cz,Dovobet ointment
m59H.,Dovobet ointment 120g
m59I.,Dovobet ointment 60g
