CTV3Codes,Description
ef14.,Metronidazole 500mg/500mL intravenous infusion
ef1n.,Metrolyl 500mg/100mL intravenous infusion amp
ef2..,Tinidazole
ef2x.,Tinidazole 500mg tablet
ef21.,Fasigyn 500mg tablet
ef2y.,Tinidazole 800mg/400mL intravenous infusion
ef22.,Fasigyn 800mg/400mL intravenous infusion
ef2z.,Tinidazole 1.6g/800mL intravenous infusion
ef23.,Fasigyn 1.6g/800mL intravenous infusion
ef,Metronidazole and tinidazole
x01JH,Pentamidine
ey11.,Pentamidine isethionate 300mg injection (pdr for recon)
ey12.,Pentacarinat 300mg injection (pdr for recon)
ey1..,Pentamidine isethionate
en1..,Sodium stibogluconate
en11.,Pentostam 10g/100mL injection
en1z.,Sodium stibogluconate 10g/100mL injection
e931.,Azithromycin 250mg capsule
e933.,Zithromax 250mg capsule
e938.,Zithromax 500mg tablet
e932.,Azithromycin 200mg/5mL oral suspension
x00Y1,Zithromax 200mg/5mL oral suspension
e934.,Zithromax 40mg/mL suspension 15mL
e935.,Zithromax 40mg/mL suspension 22.5mL
e936.,Zithromax 40mg/mL suspension 30mL
e939.,CLAMELLE AZITHROMYCIN 500mg tablets
e93C.,ZEDBAC 500mg powder for solution for infusion
x01IS,Oral amphotericin
lc1y.,Amphotericin 10mg lozenge
lc11.,Fungilin 10mg lozenge
eh1x.,Amphotericin 100mg tablet
eh11.,Fungilin 100mg tablet
eh1y.,Amphotericin 100mg/mL s/f suspension
eh12.,Fungilin 100mg/mL s/f suspension
lc12.,Fungilin 100mg/mL suspension 12mL
lc1z.,Amphotericin 100mg/mL suspension
eh1z.,Amphotericin 50mg i-v infusion (pdr for recon)
eh15.,Amphocil 50mg i-v infusion (pdr for recon)
eh13.,Fungizone 50mg i-v infusion (pdr for recon)
x00Q3,Amphotericin (liposomal) 50mg i-v infusion (pdr for recon)
eh14.,AmBisome 50mg infusion (pdr for recon)
eh1w.,Amphotericin 100mg intravenous infusion
eh16.,Amphocil 100mg intravenous infusion
eh1u.,Amphotericin 50mg/10mL intravenous infusion
eh18.,Abelcet 50mg/10mL intravenous infusion
eh1v.,Amphotericin 100mg/20mL intravenous infusion concentrate
ek1..,Diloxanide furoate
x002w,Diloxanide+metronidazole
ek13.,Diloxanide furoate+metronidazole 250mg/200mg tablet
ek1y.,Diloxanide furoate 500mg tablet
ek11.,Furamide 500mg tablet
ek1z.,Diloxanide furoate 250mg tablet
e94..,Spiramycin
e943.,Spiramycin 125mg/5mL syrup
e944.,Rovamycine 125mg/5mL syrup
e941.,Spiramycin 250mg tablet
e942.,Rovamycine 250mg tablet
es2..,Albendazole
es22.,Albendazole 400mg tablet
es21.,Eskazole 400mg tablet
ec6..,Sulfadiazine
ec61.,Sulfadiazine 500mg tablet
ec64.,Sulphatriad tablet
ec63.,Streptotriad tablet
ec62.,Sulfadiazine 1g/4mL injection
ej8..,Mefloquine
ej6..,Pyrimethamine
eq1..,Mebendazole
eq1y.,Mebendazole 100mg chewable tablet
eq13.,Ovex 100mg chewable tablet
eq14.,Pripsen 100mg chewable tablet
eq11.,Vermox 100mg chewable tablet
eq1z.,Mebendazole 100mg/5mL suspension
eq15.,Ovex 100mg/5mL suspension
eq12.,Vermox 100mg/5mL suspension
es11.,Yomesan 500mg tablet
es1z.,Niclosamide 500mg tablet
es1..,Niclosamide
x01JL,Benzimidazole anthelmintic
