CTV3Codes,Description
x05vR,Vfend 40mg/mL oral suspension
ehc8.,Vfend 40mg/mL oral suspension 100mL
ehc3.,Voriconazole 200mg i-v infusion (pdr for recon)
ehc6.,Vfend 200mg i-v infusion (pdr for recon)
ehc9.,VFEND 200mg powder and solvent for solution for infusion
ehcA.,VORICONAZOLE 200mg powder+solvent for soln for injection
ehb1.,Caspofungin 50mg infusion concentrate (pdr for recon)
ehb2.,Cancidas 50mg infusion concentrate (pdr for recon)
ehb3.,Caspofungin 70mg infusion concentrate (pdr for recon)
ehb4.,Cancidas 70mg infusion concentrate (pdr for recon)
eh2y.,Flucytosine 500mg tablet
eh21.,Alcobon 500mg tablet
eh23.,Ancotil 500mg tablet
eh2z.,Flucytosine 2.5g/250mL intravenous infusion
eh22.,Ancotil 2.5g/250mL intravenous infusion
eha1.,Terbinafine 250mg tablet
x00fU,Lamisil 250mg tablet
eha2.,Lamisil 250mg tablets x14
eha3.,Lamisil 250mg tablets x28
ehf1.,MYCAMINE 50mg powder for solution for injection
ehf2.,MYCAMINE 100mg powder for solution for injection
ehfy.,MICAFUNGIN 100mg powder for solution for injection
ehfz.,MICAFUNGIN 50mg powder for solution for injection
ehg1.,CRESEMBA 100mg capsules
ehg2.,ISAVUCONAZOLE 100mg capsules
ehg3.,CRESEMBA 200mg powder for concentrate for soln for infusion
ehg4.,ISAVUCONAZOLE 200mg powder for solution for injection
eh3..,Griseofulvin
