V2Codes,Description
mea7.,"NYSTAN 100,000units/g ointment 15g"
mea8.,"NYSTAN 100,000units/g ointment 30g"
mea9.,*NYSTAN dusting powder
meaa.,*TINADERM-M cream 20g
meau.,*NYSTATIN+TOLNAFTATE cream
meav.,NYSTATIN+CHLORHEXIDINE HCL cream
meaw.,"*NYSTATIN 100,000units/g cream"
meax.,"*NYSTATIN 100,000units/g gel"
meay.,"NYSTATIN 100,000units/g ointment"
meaz.,"NYSTATIN 100,000units/g powder"
g482.,"*NYSTAN 100,000units/g gel"
g483.,"NYSTAN 100,000units/4g vaginal cream"
g48x.,"*NYSTATIN 100,000units/g gel"
g48y.,"NYSTATIN 100,000units/4g vaginal cream"
eh38.,GRISOL AF 1% topical spray 20mL
eh3y.,GRISEOFULVIN 1% topical spray
mf1z.,ACICLOVIR 5% cream
mf1x.,ACICLOVIR 5% cream 2g
mf1y.,ACICLOVIR 5% cream 10g
mf18.,CLEARSORE ACICLOVIR 5% cream 2g
mb2R.,DIMETICONE 4% spray
m211.,DIMETICONE 10% cream
mb2G.,DIMETICONE 4% liquid gel
mb25.,DIMETICONE 4% scalp lotion
mb29.,DIMETICONE 4% lotion spray
mb2I.,DIMETICONE 4% liquid gel spray
a21F.,ACTIVATED DIMETICONE 40mg/mL liquid
mg51.,DERBAC-M liquid 50mL
mg52.,DERBAC-M liquid 200mL
mg53.,*PRIODERM 0.5% lotion 55mL
mg54.,*PRIODERM 1% shampoo 40g
mg55.,*SULEO-M 0.5% lotion 55mL
mg56.,*PRIODERM 0.5% lotion 160mL
mg57.,*SULEO-M 0.5% lotion 210mL
mg58.,*MALATHION 1% cream shampoo
mg59.,QUELLADA-M 1% cream shampoo 40g
mg5A.,*QUELLADA-M 0.5% liquid 50mL
mg5B.,*QUELLADA-M 0.5% liquid 200mL
mg5C.,*SULEO-M 0.5% lotion 50mL
mg5D.,*SULEO-M 0.5% lotion 200mL
mg5E.,*PRIODERM 0.5% lotion 50mL
mg5F.,*PRIODERM 0.5% lotion 200mL
mg5x.,MALATHION 0.5% liquid
mg5y.,*MALATHION 1% shampoo
mg5z.,*MALATHION 0.5% lotion
mg81.,PERMETHRIN 1% scalp application
mg82.,LYCLEAR 1% cream rinse 59mL
mg83.,PERMETHRIN 5% cream 30g
mg84.,LYCLEAR 5% cream 30g
mg85.,LYTHRIN 1% creme rinse 59mL
mg11.,BENZYL BENZOATE 25% application
mg12.,*ASCABIOL application 100mL
md2..,FUSIDIC ACID
md2v.,FUSIDIC ACID 2% cream
md2w.,*FUSIDIC ACID 2% gel
md2z.,SODIUM FUSIDATE 2% ointment
m45V.,HYDROCORTISONE ACETATE+FUSIDIC ACID 1%/2% cream
md3..,GENTAMICIN [SKIN]
md31.,*GENTAMICIN 0.3% cream 15g
md32.,*GENTAMICIN 0.3% cream 30g
md33.,*GENTAMICIN 0.3% cream 100g
md34.,*GENTAMICIN 0.3% ointment 15g
md35.,*GENTAMICIN 0.3% ointment 30g
md36.,*GENTAMICIN 0.3% ointment 100g
md37.,*CIDOMYCIN 0.3% cream 15g
md38.,*CIDOMYCIN 0.3% cream 30g
md39.,*CIDOMYCIN 0.3% ointment 15g
md3a.,*CIDOMYCIN 0.3% ointment 30g
md3b.,*GENTICIN 0.3% cream 15g
md3c.,*GENTICIN 0.3% cream 30g
md3d.,*GENTICIN 0.3% ointment 15g
md3e.,*GENTICIN 0.3% ointment 30g
meg2.,*METROTOP 0.8% gel 30g
meg3.,METROGEL 0.75% gel 40g
meg4.,*METROTOP 0.8% gel 15g
meg5.,ROZEX 0.75% gel
meg6.,ANABACT 0.75% gel 15g
meg7.,ANABACT 0.75% gel 30g
megB.,ROZEX 0.75% gel 30g
megD.,*NORTITATE 1% cream 30g
megE.,*NEUTRATOP 0.75% gel 10g
megF.,*NEUTRATOP 0.75% gel 20g
megG.,ZYOMET 0.75% gel 30g
megH.,*METROTOP 0.8% gel 60g
megI.,ACEA 0.75% gel 40g
megJ.,METROSA 0.75% gel 30g
megK.,METROSA 0.75% gel 15g
megL.,ROSICED 0.75% cream 30g
mf11.,ZOVIRAX 5% cream 2g
mf12.,ZOVIRAX 5% cream 10g
mf13.,HERPETAD COLD SORE 5% cream 2g
mf14.,ZOVIRAX COLD SORE 5% cream 2g
mf15.,SOOTHELIP COLD SORE 5% cream 2g
mf16.,VIRASORB COLD SORE 5% cream 2g
mf17.,VIRALIEF 5% cream 2g
mf18.,CLEARSORE COLD SORE 5% cream 2g
mf19.,AVIRAL 5% cream 2g
mf1A.,GALPHARM COLD SORE 5% cream 2g
mf3..,PENCICLOVIR [SKIN]
mf31.,PENCICLOVIR 1% cream
mf32.,*VECTAVIR COLD SORE cream 2g
mf33.,FENISTIL COLD SORE 1% cream 2g
med7.,MYCIL powder 55g
med8.,MYCIL powder sprinkler 55g
