CTV3Codes,Description
m495.,Betnovate N 0.1% cream 15g
m496.,Betnovate-N 0.1% cream 30g
m497.,Betnovate-N 0.1% cream 100g
k62x.,Betamethasone sodium phosphate+neomycin sulphate 0.1/0.5% eye ointment
x00LI,Betnesol-N eye ointment
k623.,Betnesol-N eye ointment 3g
la1z.,Chlorhexidine hydrochloride+neomycin sulphate 0.1%/0.5% cream
x00H5,Naseptin cream
la15.,Naseptin cream 15g
x00H1,Methylprednisolone acetate+neomycin sulphate 0.25/0.5% cream
x00H6,Neo-Medrone 0.25% cream
m4m1.,Neo-Medrone 0.25% cream 15g
m4my.,Methylprednisolone/neomycin 0.25/0.5% cream 15g
m4mz.,Methylprednisolone acet 0.25% cream
Xa5Sp,Chlorhexidine hydrochloride and neomycin sulphate adverse reaction
ebK..,TEDIZOLID
g429.,Clotrimazole 1% cream
x05Xv,Abtrim 1% cream
me4E.,Abtrim 1% cream 20g
x056y,Candiden 1% cream
g42G.,Candiden 1% cream 20g
x00Fl,Canesten 1% cream
g421.,Canesten 1% cream 20g
g422.,Canesten 1% cream 50g
x03dk,Canesten AF 1% cream
me49.,Canesten AF 1% cream 15g
me4F.,CANESTEN AF DUAL ACTION 1% cream 30g
x04og,Fungederm 1% cream
g42B.,Fungederm 1% cream 20g
x05wV,Galpharm Thrush Relief 1% cream
g42J.,Galpharm Thrush Relief 1% cream 20g
x027j,Masnoderm 1% cream
me48.,Masnoderm 1% cream 20g
g42v.,Clotrimazole 2% vaginal cream
eh8i.,Fluconazole 150mg capsule + clotrimazole 2% cream
eh8j.,Canesten Oral & Cream Duo
g423.,Canesten 2% vaginal cream
x0539,Canesten Thrush 2% cream
g42E.,Canesten Thrush 2% cream 20g
g42z.,Clotrimazole 10% vaginal cream pack
x04yx,Canesten Internal 10% vaginal cream
g42C.,Canesten Internal 10% vaginal cream 5g
x00gI,Canesten VC vaginal cream pack+applicator
g428.,Canesten VC 10% vaginal cream 5g
g42t.,Clotrimazole 100mg/1% pessaries+cream
g426.,Canesten Duopack
g42s.,Clotrimazole 500mg/1% pessary+cream
g42r.,Clotrimazole 500mg/2% pessary+cream
g42A.,Canesten Combi pessary+cream
g42q.,Clotrimazole 2%+10% cream+applicator
g42I.,Canesten Cream Combi Internal & External cream + applicator
me4y.,Clotrimazole 1% spray
x00cf,Canesten 1% spray
me44.,Canesten 1% spray 40mL
x03mr,Canesten AF 1% spray
me4B.,Canesten AF 1% spray 25mL
me4z.,Clotrimazole 1% dusting powder
x00IH,Canesten 1% dusting powder
me45.,Canesten 1% powder 30g
x03hp,Canesten AF 1% powder
me4A.,Canesten AF 1% powder 30g
g42L.,CANESTEN COMBI soft gel pessary+cream
g42o.,CLOTRIMAZOLE 500mg+2% soft gel pessary+cream
g42K.,CANESTEN 500mg soft gel pessaries
me4x.,Betamethasone+clotrimazole 0.05%/1% cream
x00Gy,Lotriderm cream
me46.,Lotriderm cream 15g
me4D.,Lotriderm cream 30g
x01Io,Topical miconazole
eh5x.,Miconazole 25mg/mL oral gel
x00Xm,Daktarin 25mg/mL oral gel
lc41.,Daktarin oral gel 40g
lc42.,Daktarin oral gel 80g
lc43.,Daktarin oral gel 15g
lc45.,Miconazole 50mg/g dental lacquer
lc44.,Dumicoat 50mg/g dental lacquer
me71.,Miconazole 2% cream
x05ut,Acorvio 2% cream
me7A.,Acorvio 2% cream 20g
me7B.,Acorvio 2% cream 45g
x00G1,Daktarin 2% cream
me78.,Daktarin 2% cream 30g
me7H.,DAKTARIN AKTIV cream 15g
me7G.,DAKTARIN AKTIV cream 30g
x03ou,Daktarin Dual Action 2% cream
me72.,Daktarin 2% cream 15g
me79.,Daktarin Dual Action 2% cream 30g
x03io,Dermonistat cream
me75.,Dermonistat cream 30g
g46e.,Femeron cream
x03in,Monistat 2% cream
g466.,Monistat 2% cream 78g
g468.,Miconazole nitrate 2% vaginal cream
x025x,Gyno-Daktarin 2% vaginal cream
g461.,Gyno-daktarin 2% vaginal cream 78g
g46f.,Miconazole nitrate 100mg/2% pessary+cream
g464.,Gyno-Daktarin Combipack pessary+cream
me7z.,Miconazole nitrate 2% cream+powder
me74.,Daktarin Twinpack 2% cream+powder
me7x.,Miconazole nitrate 2% dusting powder
x027m,Daktarin 2% dusting powder
me77.,Daktarin dusting powder 20g
me7F.,DAKTARIN AKTIV powder 20g
me7y.,Miconazole nitrate 0.16% powder spray
me7E.,DAKTARIN AKTIV powder spray 100g
x027l,Daktarin Dual Action 0.16% powder spray
me76.,Daktarin dry powder spray 100g
x01Ip,Daktarin powder
me73.,Daktarin powder 100g
g46a.,Miconazole 100mg tampon
g463.,Gyno-Daktarin 100mg tampon
x05ux,Acorvio Plus 2%/0.1% cream
me7w.,Miconazole nitrate 2% / Fluprednidene acetate 0.1% cream
me7C.,Acorvio Plus 2%/0.1% cream 20g
me7D.,Acorvio Plus 2%/0.1% cream 45g
m45Y.,Hydrocortisone+miconazole nitrate 1%/2% cream
x00G0,Daktacort cream
m454.,Daktacort cream 30g
x05YY,Daktacort HC cream
m45C.,Daktacort HC cream 15g
m62X.,Benzoyl peroxide+miconazole nitrate 5%/2% cream
x00FG,Acnidazil cream
m62r.,Acnidazil 5% cream 30g
m62u.,Acnidazil cream 30g
m62v.,Acnidazil cream 15g
x01Fc,Acnidazil 2% cream
m62s.,Acnidazil 2% cream 20g
m62t.,Acnidazil 2% cream 15g
m45X.,Hydrocortisone+miconazole nitrate 1%/2% ointment
x00Wl,Daktacort ointment
m45v.,Daktacort ointment 30g
mejz.,Terbinafine hydrochloride 1% cream
x00Gr,Lamisil 1% cream
mej1.,Lamisil 1% cream 15g
mej2.,Lamisil 1% cream 30g
x05ET,Lamisil AT 1% cream
mej5.,Lamisil AT 1% cream 7.5g
mej3.,Terbinafine hydrochloride 1% cream 15g
mej4.,Terbinafine hydrochloride 1% cream 30g
mejx.,Terbinafine hydrochloride 1% gel
x05sA,Lamisil AT 1% gel
mej7.,Lamisil AT 1% gel 15g
mejy.,Terbinafine hydrochloride 1% spray
mej6.,Lamisil AT 1% spray
mejw.,Terbinafine hydrochloride 1% topical solution
x05zz,Lamisil Once 1% topical solution
mej8.,Lamisil Once 1% topical solution 4g
eha..,Terbinafine hydrochloride [1]
mej..,Terbinafine hydrochloride [2]
meh1.,Amorolfine 5% nail lacquer
meh5.,CURANAIL 5% lacquer 3mL
x00WL,Loceryl nail lacquer
meh2.,Loceryl lacquer 5mL
me62.,Ketoconazole 2% cream
x058t,Daktarin Gold 2% cream
me63.,Daktarin Gold 2% cream 15g
x027k,Nizoral 2% cream
g451.,Nizoral 2% cream 15g
me61.,Nizoral 2% cream 30g
mb1v.,Ketoconazole 2% shampoo
mb52.,Dandrazol 2% shampoo
mb53.,Dandrazol Antidandruff 2% shampoo
x05ls,Ketopine 2% shampoo
mb1X.,Ketopine 2% shampoo 120mL
mb1M.,Nizoral 20mg/mL shampoo 120mL
x02Kj,Nizoral 20mg/mL shampoo
x05m9,Nizoral Dandruff 20mg/mL shampoo
mb1u.,Nizoral Dandruff 20mg/mL shampoo 100mL
x05mA,Nizoral Anti-Dandruff 20mg/mL shampoo
mb1P.,Nizoral Anti-Dandruff 20mg/mL shampoo 60mL
me5u.,Econazole nitrate 1% cream
x00GK,Ecostatin cream
g431.,Ecostatin 1% cream 15g
g432.,Ecostatin 1% cream 30g
x00Gd,Gyno-Pevaryl cream
g43b.,Gyno-Pevaryl cream 15g
g43c.,Gyno-Pevaryl cream 30g
g439.,Pevaryl cream
me5a.,Pevaryl 1% cream 30g
me51.,Econazole 1% cream
me52.,Econazole 1% cream 30g
me5s.,Econazole nitrate 1% cream 15g
me5t.,Econazole nitrate 1% cream 30g
me5x.,Econazole nitrate 1% powder
x01Ii,Ecostatin 1% powder
me58.,Ecostatin 1% dusting powder 30g
me5v.,Econazole nitrate 1% lotion
x00TH,Ecostatin lotion
me56.,Ecostatin 1% lotion 30mL
x00TN,Pevaryl lotion
me5b.,Pevaryl 1% lotion 30mL
me53.,Econazole 1% lotion
me5z.,Econazole nitrate 1% aerosol
me5w.,Econazole nitrate 1% application
me5y.,Econazole nitrate 1% powder spray
x00bT,Pevaryl 1% powder spray
me5c.,Pevaryl 1% dry powder spray 200g
g43..,Econazole nitrate [gynaecological use]
g43y.,Econazole nitrate 150mg/1% pessaries+cream
g434.,Ecostatin Twinpack
g436.,Gyno-Pevaryl Combipack
g438.,Gyno-Pevaryl 1 Combipack
m45W.,Hydrocortisone+econazole nitrate 1%/1% cream
m455.,Econacort cream 30g
x00GI,Econacort cream
me5C.,Triamcinolone+econazole nitrate 0.1%/1.0% cream
x00HC,Pevaryl TC cream
me5d.,Pevaryl TC 1% cream 15g
x00Hg,Tioconazole 1% cream
x00Hm,Trosyl cream
mef4.,Trosyl 1% cream 15g
mef6.,Trosyl 1% cream 30g
mef3.,Tioconazole 1% cream 15g
mef5.,Tioconazole 1% cream 30g
x00dl,Tioconazole 28% solution
x00WN,Trosyl nail solution
mef2.,Trosyl 28% solution 12mL
mef1.,Tioconazole 28% solution 12mL
x01Ia,Topical nystatin
meaw.,"Nystatin 100,000units/g cream"
x027o,Nystan cream
mea4.,"Nystan 100,000units/g cream 15g"
mea5.,"Nystan 100,000units/g cream 30g"
meay.,"Nystatin 100,000units/g ointment"
x027p,Nystan ointment
mea7.,"Nystan 100,000units/g ointment 15g"
mea8.,"Nystan 100,000units/g ointment 30g"
g48x.,"Nystatin 100,000units/g gel"
g482.,Nystan gel
mea6.,"Nystan 100,000units/g gel 30g"
g48y.,"Nystatin 100,000units/4g vaginal cream"
g483.,Nystan vaginal cream
meaz.,"Nystatin 100,000units/g powder"
mea9.,Nystan dusting powder
x01Ib,Nystaform ointment
mea3.,Nystaform ointment 30g
x01Ic,Multilind ointment
mea1.,Multilind ointment 50g
g485.,Nystan Triple pack
meav.,Nystatin+chlorhexidine hydrochloride 100000units/1%/g cream
x027n,Nystaform cream
mea2.,Nystaform cream 30g
meau.,Nystatin+tolnaftate 100000units/1%/g cream
x027q,Tinaderm-M cream
meaa.,Tinaderm-M cream 20g
x0028,Clobetasone butyrate+oxytetracycline+nystatin
x01Mb,Trimovate ointment
m4b6.,Trimovate ointment 30g
x00Hl,Trimovate cream
m4b5.,Trimovate cream 30g
x0026,Clobetasol propionate+neomycin sulphate+Nystatin
x00G4,Dermovate-NN cream
m4a7.,Dermovate-NN 0.05% cream 30g
x00Wn,Dermovate-NN ointment
m4a8.,Dermovate-NN 0.05% ointment 30g
ef1B.,Metronidazole+nystatin 400mg/10000units tablet+pessary
ef1k.,Flagyl Compak tablet+pessary
m4nu.,Triamcinolone acetonide+nystatin 0.1%/100000units/g cream
x00H8,Nystadermal cream
m4nb.,Nystadermal cream 15g
eh3y.,Griseofulvin 1% topical spray
x05y5,Grisol AF 1% topical spray
eh38.,Grisol AF 1% topical spray 20mL
mf1z.,Aciclovir 5% cream
x05ve,Aviral 5% cream
mf19.,Aviral 5% cream 2g
x05c2,Clearsore aciclovir 5% cream
mf18.,Clearsore aciclovir 5% cream 2g
x05xY,Galpharm Cold Sore 5% cream
mf1A.,Galpharm Cold Sore 5% cream 2g
x03kL,Herpetad Cold Sore 5% cream
mf13.,Herpetad Cold Sore 5% cream 2g
x03kz,Soothelip Cold Sore 5% cream
mf15.,Soothelip Cold Sore 5% cream 2g
x053B,Viralief 5% cream
mf17.,Viralief 5% cream 2g
x04qw,Virasorb Cold Sore 5% cream
mf16.,Virasorb Cold Sore 5% Cream 2g
x00Hv,Zovirax 5% cream
mf11.,Zovirax 5% cream 2g
mf12.,Zovirax 5% cream 10g
x01ei,Zovirax Cold Sore 5% cream
mf14.,Zovirax Cold Sore 5% cream 2g
mf1x.,Aciclovir 5% cream 2g
mf1y.,Aciclovir 5% cream 10g
mf31.,Penciclovir 1% cream
mf33.,FENISTIL COLD SORE 1% cream 2g
x03dP,Vectavir Cold Sore cream
mf32.,Vectavir Cold Sore cream 2g
m211.,Dimeticone 10% cream
mb25.,Dimeticone 4% scalp lotion
mb24.,Hedrin 4% scalp lotion
m25s.,Cetyl dimeticone 5% bath oil
x00DE,E45 Emollient Bath oil
m25c.,Bath E45 bath oil 150mL
m25q.,Bath E45 bath oil 250mL
m25t.,Bath E45 bath oil 500mL
mb2I.,DIMETICONE 4% liquid gel spray
x00Fv,Cobadex 0.5% cream
m41c.,Cobadex 0.5% cream 20g
x00Fw,Cobadex 1% cream
m41d.,Cobadex 1% cream 20g
m23r.,Dimeticone 1000+cetrimide 10%/0.3% cream
x00HV,Siopel cream
m233.,Siopel cream 50g
m234.,Siopel cream 500g
m23m.,Siopel cream 250g
m23z.,Dimeticone+calamine+zinc oxide 20/1.5/7.5% cream
x00Hs,Vasogen cream
m23g.,Vasogen cream 50g
m23h.,Vasogen cream 100g
mg5y.,Malathion 1% shampoo
x00c8,Prioderm shampoo
mg54.,Prioderm 1% shampoo 40g
mg5z.,Malathion 0.5% lotion
mg58.,Malathion 1% cream shampoo
x03co,Quellada-M 1% cream shampoo
mg59.,Quellada-M 1% cream shampoo 40g
mg5v.,Malathion 0.5% alcoholic lotion
x00TO,Prioderm lotion
mg53.,Prioderm 0.5% lotion 55mL
mg56.,Prioderm 0.5% lotion 160mL
mg5E.,Prioderm 0.5% lotion 50mL
mg5F.,Prioderm 0.5% lotion 200mL
x00TV,Suleo-M lotion
mg55.,Suleo-M 0.5% lotion 55mL
mg57.,Suleo-M 0.5% lotion 210mL
mg5C.,Suleo-M 0.5% lotion 50mL
mg5D.,Suleo-M 0.5% lotion 200mL
x027v,Permethrin 5% cream
mg84.,Lyclear 5% cream 30g
mg83.,Permethrin 5% cream 30g
mg81.,Permethrin 1% scalp application
x00I5,Lyclear cream rinse
mg82.,Lyclear 1% cream rinse 59mL
mg85.,LYTHRIN 1% creme rinse 59mL
mg11.,Benzyl benzoate 25% application BP
x00Lz,Ascabiol emulsion
mg12.,Ascabiol application 100mL
x01HC,Topical gentamicin
x00Gb,Gentamicin 0.3% cream
x027h,Genticin cream
md31.,Gentamicin 0.3% cream 15g
md33.,Gentamicin 0.3% cream 100g
x00Fs,Cidomycin topical cream
md37.,Cidomycin 0.3% cream 15g
md38.,Cidomycin 0.3% cream 30g
md32.,Gentamicin 0.3% cream 30g
md3b.,Genticin 0.3% cream 15g
md3c.,Genticin 0.3% cream 100g
x01HD,Genticin 0.3% ointment
md3d.,Genticin 0.3% ointment 15g
md3e.,Genticin 0.3% ointment 100g
md34.,Gentamicin 0.3% ointment 15g
md35.,Gentamicin 0.3% ointment 30g
md36.,Gentamicin 0.3% ointment 100g
md3..,Gentamicin [skin]
x04rh,Metronidazole cream
megA.,Metronidazole 0.75% cream
x04ri,Rozex 0.75% cream
megB.,Rozex 0.75% cream 30g
megC.,Metronidazole 1% cream
x03vf,Noritate 1% cream
megD.,Noritate 1% cream 30g
x01Hx,Topical metronidazole
mf3..,Penciclovir [skin]
med5.,Tolnafate 1% cream
med2.,Tinaderm cream
x02KW,Timoped cream
med1.,Timoped cream 30g
