V2Codes,Description
dn3I.,*TERIL CR 400mg m/r tablets
dn3J.,CARBAGEN SR 200mg m/r tablets
dn3K.,CARBAGEN SR 400mg m/r tablets
dn3a.,CARBAMAZEPINE 200mg m/r tabs
dn3b.,CARBAMAZEPINE 400mg m/r tabs
dn3c.,TEGRETOL 100mg chewable tablets
dn3d.,TEGRETOL 200mg chewable tablets
dn3e.,*ARBIL MR 200mg m/r tablets
dn3f.,*ARBIL MR 400mg m/r tablets
dn3v.,CARBAMAZEPINE 125mg suppositories
dn3w.,CARBAMAZEPINE 250mg suppositories
dn3x.,CARBAMAZEPINE 200mg chewable tablets
dn3y.,CARBAMAZEPINE 100mg chewable tablets
dn3z.,CARBAMAZEPINE 100mg/5mL sugar free liquid
dnm..,OXCARBAZEPINE
dnm1.,TRILEPTAL 150 tablets
dnm2.,TRILEPTAL 300 tablets
dnm3.,TRILEPTAL 600 tablets
dnm4.,TRILEPTAL 60mg/mL sugar free oral suspension
dnmw.,OXCARBAZEPINE 60mg/mL sugar free oral suspension
dnmx.,OXCARBAZEPINE 150mg tablets
dnmy.,OXCARBAZEPINE 300mg tablets
dnmz.,OXCARBAZEPINE 600mg tablets
dn8..,PHENYTOIN
dn81.,EPANUTIN 30mg/5mL suspension
dn82.,EPANUTIN 50mg Infatabs
dn83.,PHENYTOIN 50mg chewable tablets
dn8y.,PHENYTOIN 30mg/5mL suspension
dn8z.,PHENYTOIN 90mg/5mL sugar free suspension
dn9..,PHENYTOIN SODIUM
dn91.,PHENYTOIN 50mg tablets
dn92.,PHENYTOIN 100mg tablets
dn93.,*EPANUTIN 25mg capsules
dn94.,*EPANUTIN 50mg capsules
dn95.,*EPANUTIN 100mg capsules
dn96.,*EPANUTIN 300mg capsules
dn97.,*PENTRAN 50mg tablets
dn98.,*PENTRAN 100mg tablets
dn9w.,PHENYTOIN SODIUM 300mg capsules
dn9x.,PHENYTOIN SODIUM 25mg caps
dn9y.,PHENYTOIN SODIUM 50mg capsules
dn9z.,PHENYTOIN SODIUM 100mg capsules
do6..,PHENYTOIN SODIUM [STATUS EPILEPSY]
do61.,EPANUTIN [EP] 250mg/5mL injection
do6z.,PHENYTOIN SODIUM 250mg/5mL injection
bc62.,PHENYTOIN 250mg/5mL injection
dn5..,ETHOSUXIMIDE
dn51.,*ETHOSUXIMIDE 250mg capsules
dn52.,*ETHOSUXIMIDE 250mg/5mL elixir
dn53.,*EMESIDE 250mg capsules
dn54.,EMESIDE 250mg/5mL syrup
dn55.,*ZARONTIN 250mg capsules
dn56.,ZARONTIN 250mg/5mL syrup
dn5x.,ETHOSUXIMIDE 250mg capsules
dn5y.,*ETHOSUXIMIDE 250mg/5mL elixir
dn5z.,ETHOSUXIMIDE 250mg/5mL syrup
dng..,PIRACETAM
dng1.,NOOTROPIL 800mg tablets
dng2.,NOOTROPIL 1.2g tablets
dng3.,NOOTROPIL 33% oral solution
dng4.,PIRACETAM 800mg tablets
dng5.,PIRACETAM 1.2g tablets
dng6.,PIRACETAM 333.3mg/mL oral solution
dnx..,BRIVARACETAM
dnx1.,BRIVIACT 10mg/mL oral solution
dnx2.,BRIVARACETAM 10mg/mL oral solution
dnx3.,BRIVIACT 50mg/5mL solution for injection
dnx4.,BRIVARACETAM 50mg/5mL solution for injection
dnx5.,BRIVIACT 10mg tablets
dnx6.,BRIVARACETAM 10mg tablets
dnx7.,BRIVIACT 25mg tablets
dnx8.,BRIVARACETAM 25mg tablets
dnx9.,BRIVIACT 50mg tablets
dnxA.,BRIVARACETAM 50mg tablets
dnxB.,BRIVIACT 75mg tablets
dnxC.,BRIVARACETAM 75mg tablets
dnxD.,BRIVIACT 100mg tablets
dnxE.,BRIVARACETAM 100mg tablets
dnq..,ZONISAMIDE
dnq1.,ZONISAMIDE 25mg capsules
dnq2.,ZONISAMIDE 50mg capsules
dnq3.,ZONISAMIDE 100mg capsules
dnq4.,ZONEGRAN 25mg capsules
dnq5.,ZONEGRAN 50mg capsules
dnq6.,ZONEGRAN 100mg capsules
dnl..,TIAGABINE
dnl1.,TIAGABINE 5mg tablets
dnl2.,TIAGABINE 10mg tablets
dnl3.,TIAGABINE 15mg tablets
dnl4.,GABITRIL 5mg tablets
dnl5.,GABITRIL 10mg tablets
dnl6.,GABITRIL 15mg tablets
dne..,VIGABATRIN
dne1.,VIGABATRIN 500mg tablets
dne2.,SABRIL 500mg tablets
dne3.,VIGABATRIN 500mg powder sachets
dne4.,SABRIL 500mg powder sachets
dnu..,ESLICARBAZEPINE
dnu1.,ZEBINIX 800mg tablets
dnu2.,ESLICARBAZEPINE ACETATE 800mg tablets
dn7..,PHENOBARBITAL
dn71.,PHENOBARBITAL 15mg tablets
dn72.,PHENOBARBITAL 30mg tablets
dn73.,PHENOBARBITAL 60mg tablets
dn74.,PHENOBARBITAL 100mg tablets
dn75.,PHENOBARBITONE SODIUM 30mg tablets
dn76.,PHENOBARBITONE SODIUM 60mg tablets
dn77.,PHENOBARBITONE 15mg/10mL elixir
dn78.,PHENOBARBITAL 200mg/1mL injection
dn79.,*GARDENAL 200mg/1mL injection
dn7a.,*LUMINAL 15mg tablets
dn7b.,*LUMINAL 30mg tablets
dn7c.,*LUMINAL 60mg tablets
dn7d.,PHENOBARBITAL 15mg/5mL elixir
dnc..,CLOBAZAM [EPILEPSY ONLY]
dnc1.,*CLOBAZAM SLS 10mg capsules
dnr..,RUFINAMIDE
dnr1.,INOVELON 100mg tablets
dnr2.,INOVELON 200mg tablets
dnr3.,INOVELON 400mg tablets
dnr4.,INOVELON 40mg/ml oral suspension
dnrz.,RUFINAMIDE 100mg tablets
dnry.,RUFINAMIDE 200mg tablets
dnrx..,RUFINAMIDE 400mg tablets
dnrw.,RUFINAMIDE 40mg/ml oral suspension
dns..,STIRIPENTOL
dns1.,DIACOMIT 250mg capsules
dns2.,DIACOMIT 500mg capsules
dns3,DIACOMIT 250mg/sachet powder for oral suspension
dns4.,DIACOMIT 500mg/sachet powder for oral suspension
dnsz.,STIRIPENTOL 250mg capsules
dnsy.,STIRIPENTOL 500mg capsules
dnsx.,STIRIPENTOL 250mg/sachet powder for oral suspension
dnsw.,STIRIPENTOL 500mg/sachet powder for oral suspension
